sample_name	contig	virus	splice_type	virus_brkend_grp	tumor_or_normal	total_rpm	Gene_ID	project	cohort
CESC-EX-A69L^CESC^tumor	chr17~29667224~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	2.761681	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	chr17~29684685~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	1.663469	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	chr17~29667224~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	1.421216	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	chr17~29655608~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	1.162813	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	chr17~29703063~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	0.9367105	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	HPV16~3357~-~chr17~29655560~+	HPV16	GT-AG	HPV16:3357	tumor	0.6783076	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EX-A69L^CESC^tumor	chr17~29655608~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.3230036	SSH2^ENSG00000141298.16	CESC	TCGA
CESC-EK-A2H0^CESC^tumor	HPV68~839~+~chr14~68682936~+	HPV68	GT-AG	HPV68:839	tumor	6.438244	RAD51B^ENSG00000182185.17	CESC	TCGA
LIHC-BC-A10W^LIHC^normal	chr2~215383484~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	normal	3.36035	FN1^ENSG00000115414.17	LIHC	TCGA
LIHC-BC-A10W^LIHC^normal	chr2~215384185~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	normal	0.5135905	FN1^ENSG00000115414.17	LIHC	TCGA
LIHC-BC-A10W^LIHC^normal	NC_003977_3182nt_Hepatitis_B_virus~1088~-~chr2~215384019~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:1088	normal	0.04402205	FN1^ENSG00000115414.17	LIHC	TCGA
CESC-C5-A1MH^CESC^tumor	HPV16~881~+~chr11~13378336~+	HPV16	GT-AG	HPV16:881	tumor	14.6525	ARNTL^ENSG00000133794.16	CESC	TCGA
CESC-C5-A1MH^CESC^tumor	HPV16~227~+~chr11~13378336~+	HPV16	GT-AG	HPV16:227	tumor	1.626774	ARNTL^ENSG00000133794.16	CESC	TCGA
CESC-C5-A1MH^CESC^tumor	chr11~13376729~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.2999725	ARNTL^ENSG00000133794.16	CESC	TCGA
HNSC-BA-A4IH^HNSC^tumor	HPV16~408~-~chr9~100321682~+	HPV16	GT-AG	HPV16:408	tumor	0.1435535	TEX10^ENSG00000136891.12	HNSC	TCGA
HNSC-BA-A4IH^HNSC^tumor	chr9~99951286~+~HPV16~932~-	HPV16	GT-AG	HPV16:932	tumor	0.08613211	STX17^ENSG00000136874.9	HNSC	TCGA
HNSC-BA-A4IH^HNSC^tumor	HPV16~2708~-~chr9~100321682~+	HPV16	GT-AG	HPV16:2708	tumor	0.07177676	TEX10^ENSG00000136891.12	HNSC	TCGA
CESC-C5-A1M9^CESC^tumor	HPV16~881~+~chr8~127989161~+	HPV16	GT-AG	HPV16:881	tumor	11.57874	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	chr17~39717481~+~HPV16~578~-	HPV16	GT-AG	HPV16:578	tumor	6.637308	ERBB2^ENSG00000141736.12	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	HPV16~881~+~chr8~127983903~+	HPV16	GT-AG	HPV16:881	tumor	6.569083	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	chr8~127989292~+~HPV16~408~+	HPV16	GT-AG	HPV16:408	tumor	2.534068	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	HPV16~227~+~chr8~127989161~+	HPV16	GT-AG	HPV16:227	tumor	2.251422	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	HPV16~881~+~chr8~127996560~+	HPV16	GT-AG	HPV16:881	tumor	2.241675	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	HPV16~227~+~chr8~127983903~+	HPV16	GT-AG	HPV16:227	tumor	1.120838	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	chr8~128010445~+~HPV16~5638~+	HPV16	GT-AG	HPV16:5638	tumor	0.3411245	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A1M9^CESC^tumor	chr8~127989292~+~HPV16~5638~+	HPV16	GT-AG	HPV16:5638	tumor	0.1754354	PVT1^ENSG00000249859.6	CESC	TCGA
HNSC-CR-6473^HNSC^tumor	chr1~173188570~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.1591321	TNFSF4^ENSG00000117586.9	HNSC	TCGA
HNSC-CV-7100^HNSC^tumor	chr3~111732704~+~HPV33~3350~+	HPV33	GT-AG	HPV33:3350	tumor	0.1474701	PHLDB2^ENSG00000144824.18	HNSC	TCGA
CESC-MU-A51Y^CESC^tumor	chr8~79919149~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	17.90452	MRPS28^ENSG00000147586.8	CESC	TCGA
CESC-MU-A51Y^CESC^tumor	chr8~79958436~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	4.766176	MRPS28^ENSG00000147586.8	CESC	TCGA
CESC-MU-A51Y^CESC^tumor	chr8~79919149~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	1.31697	MRPS28^ENSG00000147586.8	CESC	TCGA
LIHC-DD-AADR^LIHC^tumor	chr6~118856546~+~NC_003977_3182nt_Hepatitis_B_virus~2450~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:2450	tumor	0.1332125	MCM9^ENSG00000111877.16	LIHC	TCGA
HNSC-P3-A6T6^HNSC^tumor	HPV16~881~+~chr17~50867495~+	HPV16	GT-AG	HPV16:881	tumor	20.68298	TOB1-AS1^ENSG00000229980.4	HNSC	TCGA
CESC-DS-A0VL^CESC^tumor	HPV16~408~-~chr3~190121536~+	HPV16	GT-AG	HPV16:408	tumor	0.09547146	P3H2^ENSG00000090530.8	CESC	TCGA
LIHC-CC-A5UE^LIHC^tumor	chr17~19564630~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor	0.1876217	RP11-1113L8.1^ENSG00000262769.1	LIHC	TCGA
CESC-DS-A7WH^CESC^tumor	chr19~56103228~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	2.241473	ZNF787^ENSG00000142409.5	CESC	TCGA
CESC-DS-A7WH^CESC^tumor	chr19~56103228~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.5524757	ZNF787^ENSG00000142409.5	CESC	TCGA
CESC-EK-A2PG^CESC^tumor	HPV58~3354~-~chr3~52238991~+	HPV58	GT-AG	HPV58:3354	tumor	0.2666927	TWF2^ENSG00000247596.7	CESC	TCGA
HNSC-BA-5559^HNSC^tumor	HPV16~881~+~chr1~66770386~+	HPV16	GT-AG	HPV16:881	tumor	2.565961	TCTEX1D1^ENSG00000152760.8	HNSC	TCGA
HNSC-BA-5559^HNSC^tumor	chr1~66754778~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.8553205	TCTEX1D1^ENSG00000152760.8	HNSC	TCGA
HNSC-BA-5559^HNSC^tumor	chr1~66755774~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.1648811	TCTEX1D1^ENSG00000152760.8	HNSC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~881~+~chr8~127890588~+	HPV16	GT-AG	HPV16:881	tumor	1.236298	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~3633~+~chr8~127890588~+	HPV16	GT-AG	HPV16:3633	tumor	0.4148652	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~881~+~chr8~127851933~+	HPV16	GT-AG	HPV16:881	tumor	0.2987029	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~881~+~chr8~127855154~+	HPV16	GT-AG	HPV16:881	tumor	0.2655137	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~3633~+~chr8~127851933~+	HPV16	GT-AG	HPV16:3633	tumor	0.1659461	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~227~+~chr8~127890588~+	HPV16	GT-AG	HPV16:227	tumor	0.1161622	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	HPV16~227~+~chr8~127855154~+	HPV16	GT-AG	HPV16:227	tumor	0.03318921	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	chr8~127796072~+~HPV16~578~-	HPV16	GT-AG	HPV16:578	tumor	0.02489191	PVT1^ENSG00000249859.6	CESC	TCGA
CESC-C5-A2M1^CESC^tumor	chr8~127794735~+~HPV16~578~-	HPV16	GT-AG	HPV16:578	tumor	0.01659461	PVT1_1^ENSG00000276443.1	CESC	TCGA
CESC-PN-A8MA^CESC^tumor	HPV16~881~+~chr14~36661696~+	HPV16	GT-AG	HPV16:881	tumor	0.8693488	PAX9^ENSG00000198807.11	CESC	TCGA
HNSC-P3-A5QF^HNSC^tumor	HPV16~881~+~chr4~38115709~+	HPV16	GT-AG	HPV16:881	tumor	1.196607	TBC1D1^ENSG00000065882.14	HNSC	TCGA
CESC-EK-A2IP^CESC^tumor	chr8~127290061~+~HPV45~930~-	HPV45	GT-AG	HPV45:930	tumor	1.934963	CASC8^ENSG00000246228.5	CESC	TCGA
CESC-EK-A2IP^CESC^tumor	HPV16~881~+~chr3~89127208~+	HPV16	GT-AG	HPV16:881	tumor	1.195487	EPHA3^ENSG00000044524.9	CESC	TCGA
LIHC-G3-A3CH^LIHC^normal	chr2~215425286~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	normal	0.4816165	FN1^ENSG00000115414.17	LIHC	TCGA
LIHC-DD-AADG^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr6~127148647~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:461	tumor	6.320332	RSPO3^ENSG00000146374.12	LIHC	TCGA
LIHC-DD-AADG^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr6~127148647~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:2450	tumor	0.2769218	RSPO3^ENSG00000146374.12	LIHC	TCGA
HNSC-HL-7533^HNSC^tumor	HPV16~227~+~chr9~5557617~+	HPV16	GT-AG	HPV16:227	tumor	6.659075	PDCD1LG2^ENSG00000197646.7	HNSC	TCGA
CESC-VS-A9UL^CESC^tumor	chr11~102952174~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	23.96149	MMP13^ENSG00000137745.10	CESC	TCGA
CESC-VS-A9UL^CESC^tumor	chr11~102952174~+~HPV18~234~-	HPV18	GT-AG	HPV18:234	tumor	10.74562	MMP13^ENSG00000137745.10	CESC	TCGA
CESC-C5-A3HD^CESC^tumor	HPV16~3357~-~chr1~113811709~+	HPV16	GT-AG	HPV16:3357	tumor	2.3358	RSBN1^ENSG00000081019.12	CESC	TCGA
CESC-C5-A3HD^CESC^tumor	HPV16~3357~-~chr1~113757698~+	HPV16	GT-AG	HPV16:3357	tumor	0.7479809	PHTF1^ENSG00000116793.14	CESC	TCGA
CESC-C5-A3HD^CESC^tumor	chr1~113758734~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.5511438	PHTF1^ENSG00000116793.14	CESC	TCGA
CESC-C5-A3HD^CESC^tumor	HPV16~2708~-~chr1~113811709~+	HPV16	GT-AG	HPV16:2708	tumor	0.1968371	RSBN1^ENSG00000081019.12	CESC	TCGA
CESC-FU-A3WB^CESC^tumor	HPV16~881~+~chr3~58163153~+	HPV16	GT-AG	HPV16:881	tumor	30.39173	FLNB^ENSG00000136068.13	CESC	TCGA
CESC-FU-A3WB^CESC^tumor	HPV16~227~+~chr3~58163153~+	HPV16	GT-AG	HPV16:227	tumor	3.009624	FLNB^ENSG00000136068.13	CESC	TCGA
CESC-FU-A3WB^CESC^tumor	chr3~58159687~+~HPV16~525~+	HPV16	GT-AG	HPV16:525	tumor	0.07660862	FLNB^ENSG00000136068.13	CESC	TCGA
CESC-FU-A3WB^CESC^tumor	chr3~58159687~+~HPV16~5638~+	HPV16	GT-AG	HPV16:5638	tumor	0.06566453	FLNB^ENSG00000136068.13	CESC	TCGA
CESC-MA-AA3W^CESC^tumor	chr10~101127099~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	1.747653	TLX1NB^ENSG00000236311.5	CESC	TCGA
HNSC-CV-6961^HNSC^tumor	HPV16~881~+~chr21~38819502~+	HPV16	GT-AG	HPV16:881	tumor	20.15005	ETS2^ENSG00000157557.10	HNSC	TCGA
HNSC-CV-6961^HNSC^tumor	chr21~38814982~+~HPV16~5638~+	HPV16	GT-AG	HPV16:5638	tumor	9.450216	ETS2^ENSG00000157557.10	HNSC	TCGA
HNSC-CV-6961^HNSC^tumor	HPV16~227~+~chr21~38819502~+	HPV16	GT-AG	HPV16:227	tumor	5.593981	ETS2^ENSG00000157557.10	HNSC	TCGA
HNSC-CV-6961^HNSC^tumor	chr21~38814982~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.05857572	ETS2^ENSG00000157557.10	HNSC	TCGA
HNSC-CV-6961^HNSC^tumor	chr21~38821705~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.03905048	ETS2^ENSG00000157557.10	HNSC	TCGA
CESC-EA-A1QT^CESC^tumor	chr9~5690039~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.1538614	RIC1^ENSG00000107036.10	CESC	TCGA
CESC-EA-A1QT^CESC^tumor	chr9~5738539~+~HPV16~408~+	HPV16	GT-AG	HPV16:408	tumor	0.1176587	RIC1^ENSG00000107036.10	CESC	TCGA
CESC-EA-A1QT^CESC^tumor	chr9~5738539~+~HPV16~3357~+	HPV16	GT-AG	HPV16:3357	tumor	0.08145602	RIC1^ENSG00000107036.10	CESC	TCGA
CESC-VS-A9UO^CESC^tumor	chr11~102868070~+~HPV18~930~-	HPV18	GT-AG	HPV18:930	tumor	12.18504	MMP12^ENSG00000262406.2	CESC	TCGA
CESC-VS-A9UO^CESC^tumor	chr11~102868070~+~HPV18~234~-	HPV18	GT-AG	HPV18:234	tumor	1.23511	MMP12^ENSG00000262406.2	CESC	TCGA
CESC-VS-A9UO^CESC^tumor	chr11~102839244~+~HPV18~234~-	HPV18	GT-AG	HPV18:234	tumor	0.8303262	MMP3^ENSG00000149968.10	CESC	TCGA
CESC-VS-A9UO^CESC^tumor	chr11~102868070~+~HPV18~3285~-	HPV18	GT-AG	HPV18:3285	tumor	0.1764443	MMP12^ENSG00000262406.2	CESC	TCGA
CESC-DS-A1OB^CESC^tumor	chr11~33099718~+~HPV31~878~-	HPV31	GT-AG	HPV31:878	tumor	15.96385	CSTF3^ENSG00000176102.10	CESC	TCGA
CESC-DS-A1OB^CESC^tumor	chr11~33099151~+~HPV31~878~-	HPV31	GT-AG	HPV31:878	tumor	7.795244	CSTF3^ENSG00000176102.10	CESC	TCGA
CESC-DS-A1OB^CESC^tumor	chr11~33085774~+~HPV31~519~-	HPV31	GC-AG	HPV31:519	tumor	1.991238	CSTF3^ENSG00000176102.10	CESC	TCGA
CESC-DS-A1OB^CESC^tumor	chr11~33099718~+~HPV31~211~-	HPV31	GT-AG	HPV31:211	tumor	0.5996342	CSTF3^ENSG00000176102.10	CESC	TCGA
LIHC-DD-AAEE^LIHC^tumor	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr16~56943125~+	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:340	tumor	0.4400025	HERPUD1^ENSG00000051108.13	LIHC	TCGA
BLCA-FD-A3B4^BLCA^tumor	chr9~136477685~+~HPV56~911~-	HPV56	GT-AG	HPV56:911	tumor	2.733062	SEC16A^ENSG00000148396.17	BLCA	TCGA
BLCA-FD-A3B4^BLCA^tumor	HPV56~415~-~chr9~136503181~+	HPV56	GT-AG	HPV56:415	tumor	0.8338156	NOTCH1^ENSG00000148400.9	BLCA	TCGA
LIHC-DD-AADV^LIHC^tumor	chr7~108052258~+~NC_003977_3182nt_Hepatitis_B_virus~2474~-	HBV	GT-AG	NC_003977_3182nt_Hepatitis_B_virus:2474	tumor	1.1557	LAMB4^ENSG00000091128.11	LIHC	TCGA
HNSC-HD-8314^HNSC^tumor	chr14~23941159~+~HPV35~884~-	HPV35	GT-AG	HPV35:884	tumor	10.21181	DHRS4-AS1^ENSG00000215256.3	HNSC	TCGA
CESC-DS-A1OC^CESC^tumor	HPV16~881~+~chr1~181175336~+	HPV16	GT-AG	HPV16:881	tumor	1.959376	RP11-540K16.1^ENSG00000237292.1	CESC	TCGA
CESC-DS-A1OC^CESC^tumor	HPV16~227~+~chr1~181175336~+	HPV16	GT-AG	HPV16:227	tumor	0.7033659	RP11-540K16.1^ENSG00000237292.1	CESC	TCGA
ZV6S^Cells_EBV-transformed_lymphocytes^normal	NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~+~chr2~24047313~+	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.02144714	C2orf44^ENSG00000163026.10	Cells_EBV-transformed_lymphocytes	GTEx
1EWIQ^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01350623	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
1EWIQ^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~39671~-~chr7~5530523~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:39671	normal	0.01350623	ACTB^ENSG00000075624.12	Cells_EBV-transformed_lymphocytes	GTEx
12BJ1^Cells_EBV-transformed_lymphocytes^normal	chr18~79467583~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.06492185	NFATC1^ENSG00000131196.16	Cells_EBV-transformed_lymphocytes	GTEx
1HCU6^Cells_EBV-transformed_lymphocytes^normal	chr2~10787440~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39880~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:39880	normal	0.03308353	PDIA6^ENSG00000143870.11	Cells_EBV-transformed_lymphocytes	GTEx
ZPU1^Cells_EBV-transformed_lymphocytes^normal	chr21~29042529~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.01825157	USP16^ENSG00000156256.13	Cells_EBV-transformed_lymphocytes	GTEx
UPK5^Cells_EBV-transformed_lymphocytes^normal	chr6~31463280~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.05346618	HCP5^ENSG00000206337.9	Cells_EBV-transformed_lymphocytes	GTEx
UPK5^Cells_EBV-transformed_lymphocytes^normal	chr19~2272821~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.05346618	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
1GMR3^Cells_EBV-transformed_lymphocytes^normal	chr7~5529664~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~39914~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:39914	normal	0.01402062	ACTB^ENSG00000075624.12	Cells_EBV-transformed_lymphocytes	GTEx
1F75I^Cells_EBV-transformed_lymphocytes^normal	chr18~79451817~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.06061545	NFATC1^ENSG00000131196.16	Cells_EBV-transformed_lymphocytes	GTEx
1F75I^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr5~181260000~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.03030772	TRIM52^ENSG00000183718.5	Cells_EBV-transformed_lymphocytes	GTEx
1F75I^Cells_EBV-transformed_lymphocytes^normal	chr20~37386175~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01515386	SRC^ENSG00000197122.10	Cells_EBV-transformed_lymphocytes	GTEx
11VI4^Cells_EBV-transformed_lymphocytes^normal	chr2~85543035~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.1225977	MAT2A^ENSG00000168906.11	Cells_EBV-transformed_lymphocytes	GTEx
XXEK^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~33052~+~chr6~44392666~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:33052	normal	0.0222038	CDC5L^ENSG00000096401.7	Cells_EBV-transformed_lymphocytes	GTEx
Y8E4^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr12~128808787~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01921562	SLC15A4^ENSG00000139370.9	Cells_EBV-transformed_lymphocytes	GTEx
SUCS^Cells_EBV-transformed_lymphocytes^normal	chr22~49961812~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.04275264	PIM3^ENSG00000198355.4	Cells_EBV-transformed_lymphocytes	GTEx
X4EP^Brain_Amygdala^normal	NC_001806_152222nt_Human_alphaherpesvirus_1~91552~+~chr21~8405959~+	NC_001806_152222nt_Human_alphaherpesvirus_1	GT-AG	NC_001806_152222nt_Human_alphaherpesvirus_1:91552	normal	0.01685802	CH507-528H12.1^ENSG00000280441.1	Brain_Amygdala	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr19~2272821~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.1687105	OAZ1^ENSG00000104904.11	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr17~75778809~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.1312193	H3F3B^ENSG00000132475.7	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr2~85543035~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.1124737	MAT2A^ENSG00000168906.11	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr19~12948010~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.07498246	RAD23A^ENSG00000179262.8	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr17~64500548~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.07498246	DDX5^ENSG00000108654.10	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr16~1403167~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.07498246	UNKL^ENSG00000059145.17	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~40194~+~chr11~1757323~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.05623685	CTSD^ENSG00000117984.11	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr16~87392468~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.05623685	MAP1LC3B^ENSG00000140941.11	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr1~28508161~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.03749123	SNHG3^ENSG00000242125.3	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr7~73683674~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01874562	WBSCR22^ENSG00000071462.10	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr2~84621552~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01874562	DNAH6^ENSG00000115423.17	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr7~73097568~+~NC_009334_172764nt_Human_herpesvirus_4_type_2~40311~-	EBV	GT-AG	NC_009334_172764nt_Human_herpesvirus_4_type_2:40311	normal	0.01874562	RP11-313P13.4^ENSG00000174384.9	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	NC_007605_171823nt_Human_gammaherpesvirus_4~33052~+~chr9~134148287~+	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:33052	normal	0.01874562	WDR5^ENSG00000196363.8	Cells_EBV-transformed_lymphocytes	GTEx
1F5PK^Cells_EBV-transformed_lymphocytes^normal	chr16~519025~+~NC_007605_171823nt_Human_gammaherpesvirus_4~40194~-	EBV	GT-AG	NC_007605_171823nt_Human_gammaherpesvirus_4:40194	normal	0.01874562	RAB11FIP3^ENSG00000090565.14	Cells_EBV-transformed_lymphocytes	GTEx
