fusion_name	Annots
DENND1A::NDUFA8	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr9:1.22Mb]]
TRIM37::RP11-580I16.2	[INTRACHROMOSOMAL[chr17:11.33Mb]]
IREB2::RP11-255M2.3	[INTRACHROMOSOMAL[chr15:16.34Mb]]
LDHA::RP11-396O20.1	[INTRACHROMOSOMAL[chr11:2.69Mb]]
GALNT11::EZH2	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr7:3.14Mb]]
EFR3A::PHF20L1	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr8:0.76Mb]]
MIATNB::TMEM230	[TCGA_StarF2019,INTERCHROMOSOMAL[chr22--chr20]]
CCT5::CTD-2256P15.1	[INTRACHROMOSOMAL[chr5:0.00Mb],LOCAL_REARRANGEMENT:+:[6]]
PDE8A::SLCO3A1	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr15:6.71Mb]]
AKAP13::AC144835.1	[INTRACHROMOSOMAL[chr15:12.25Mb]]
SASH1::RP11-620J15.2	[INTERCHROMOSOMAL[chr6--chr12]]
PNKD::AC122136.2	[INTRACHROMOSOMAL[chr2:2.40Mb]]
CCAR2::FGFR2	[TCGA_StarF2019,INTERCHROMOSOMAL[chr8--chr10]]
ZNF787::ZSCAN5B	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:0.07Mb],LOCAL_REARRANGEMENT:-:[68290]]
PPP4R2::FOXP1	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr3:1.41Mb]]
MED24::RP11-82O19.1	[INTRACHROMOSOMAL[chr17:10.23Mb]]
ADK::AC007318.5	[INTERCHROMOSOMAL[chr10--chr2]]
ZNF584::RPS5	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:0.01Mb],LOCAL_REARRANGEMENT:+:[6698]]
TTC3::BRWD1	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr21:1.98Mb]]
MLLT10::MINPP1	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr10:65.76Mb]]
PDS5B::CD3EAP	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr13--chr19]]
WAPAL::MMRN2	[TumorFusionsNAR2018,INTRACHROMOSOMAL[chr10:0.41Mb]]
RIC1::DCAF10	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:32.02Mb]]
PRIM2::NKAIN2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr6:66.16Mb]]
POLH::C12orf71	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr6--chr12]]
PREP::PLN	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr6:13.15Mb]]
PITPNA::NXN	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.54Mb]]
NBPF14::CH17-478G19.2	[INTRACHROMOSOMAL[chr1:0.09Mb],LOCAL_REARRANGEMENT:-:[92889]]
SPRED1::TMCO5A	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr15:0.28Mb]]
PIAS3::REN	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr1:58.29Mb]]
ZNF277::CH507-513H4.1	[INTERCHROMOSOMAL[chr7--chr21]]
PPP1R12B::TIMM17A	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.38Mb]]
RARA::RP5-1028K7.2	[INTRACHROMOSOMAL[chr17:0.16Mb]]
MED20::TLL2	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTERCHROMOSOMAL[chr6--chr10]]
ROCK1::RP11-675P14.1	[INTRACHROMOSOMAL[chr18:9.60Mb]]
TRPS1::PDE4DIP	[TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr8--chr1]]
KMT2B::CEACAM16	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:8.96Mb]]
MAPK1::SSU72	[ChimerSeq,TCGA_StarF2019,INTERCHROMOSOMAL[chr22--chr1]]
EVA1C::MRAP	[TCGA_StarF2019,INTRACHROMOSOMAL[chr21:0.10Mb],LOCAL_REARRANGEMENT:+:[97222]]
VPS72::ROBO2	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr1--chr3]]
AMBP::ORM1	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr9:0.24Mb]]
PPP2R5A::SPATA17	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr1:5.27Mb]]
SPAG9::CLYBL	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr17--chr13]]
XPR1::MR1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.14Mb]]
CANX::FAM153A	[TCGA_StarF2019,INTRACHROMOSOMAL[chr5:1.90Mb]]
PITPNA::KCNIP4	[TCGA_StarF2019,INTERCHROMOSOMAL[chr17--chr4]]
TSPAN9::KRT7	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr12:48.95Mb]]
EIF4B::RP11-179A16.1	[INTERCHROMOSOMAL[chr12--chr11]]
ADK::TTC23	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr10--chr15]]
RIMKLB::ELP3	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr8]]
ABCC11::RP11-152O14.1	[INTRACHROMOSOMAL[chr16:3.84Mb]]
NIPBL::RP11-20J1.1	[INTERCHROMOSOMAL[chr5--chr11]]
TMEM97::BLMH	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr17:1.92Mb]]
NELL2::MUC21	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr6]]
TBC1D4::TRAPPC12	[TCGA_StarF2019,INTERCHROMOSOMAL[chr13--chr2]]
NDUFA12::NUP107	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr12:26.15Mb]]
FXYD6::OSBP2	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr11--chr22]]
TRAPPC11::KCNN4	[TCGA_StarF2019,INTERCHROMOSOMAL[chr4--chr19]]
SMURF2P1::GOSR1	[INTRACHROMOSOMAL[chr17:0.07Mb],LOCAL_REARRANGEMENT:+:[73204]]
G3BP1::SLC36A1	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr5:0.28Mb]]
SLC35E2B::GNB1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.09Mb],LOCAL_REARRANGEMENT:-:[92557]]
ZNF207::TANC2	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:30.63Mb]]
USP6NL::ANKRD16	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr10:5.56Mb]]
EIF2AK4::TMOD3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr15:11.79Mb]]
QSER1::GAS2	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr11:10.08Mb]]
C19orf48::CTD-2587H24.10	[INTRACHROMOSOMAL[chr19:4.41Mb]]
AKAP11::DGKH	[TCGA_StarF2019,INTRACHROMOSOMAL[chr13:0.02Mb],LOCAL_REARRANGEMENT:+:[15575]]
EPHA6::TSC22D2	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr3:52.66Mb]]
TBC1D16::AATK-AS1	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:1.13Mb]]
TRBV6-4::TRBV28	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr7:0.34Mb]]
SPARC::ATOX1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr5:0.06Mb],LOCAL_REARRANGEMENT:-:[55151]]
RUNX1::AP000322.53	[INTRACHROMOSOMAL[chr21:0.36Mb]]
PI4KA::RREB1	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr22--chr6]]
VPS39::TMEM87A	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr15:0.00Mb],LOCAL_REARRANGEMENT:-:[2136]]
MAGI3::NOTCH2	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr1:6.23Mb]]
KRT5::ALDH3A1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr17]]
DNM2::ZGLP1	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr19:0.41Mb]]
PRRC1::AC005754.7	[INTRACHROMOSOMAL[chr5:13.55Mb]]
SLC4A7::TYR	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr3--chr11]]
EGLN1::C1orf131	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.12Mb]]
ERBB2::WIPF2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.49Mb]]
FAM83G::TRIM16	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:3.28Mb]]
MYO10::RP11-122F24.1	[INTRACHROMOSOMAL[chr5:9.47Mb]]
PLCXD2::RIMS2	[TCGA_StarF2019,INTERCHROMOSOMAL[chr3--chr8]]
ERC1::TACC3	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr4]]
KIAA0907::PHC1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr1--chr12]]
PPP1R13B::CCDC88C	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr14:12.32Mb]]
MTHFD1L::RP1-230L10.1	[INTRACHROMOSOMAL[chr6:12.60Mb]]
AC017060.1::SNX13	[INTRACHROMOSOMAL[chr7:0.23Mb]]
RP11-1038A11.1::TMSB15A	[INTERCHROMOSOMAL[chr12--chrX]]
VPS37C::RP11-160H12.2	[INTRACHROMOSOMAL[chr11:22.48Mb]]
HNRNPH3::ATAD1	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr10:19.41Mb]]
TSFM::LRRIQ1	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr12:27.23Mb]]
EXO1::WDR64	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.05Mb],LOCAL_REARRANGEMENT:+:[45834]]
ELF2::NDUFC1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr4:0.09Mb],LOCAL_REARRANGEMENT:-:[89662]]
LRP1B::CH507-513H4.1	[INTERCHROMOSOMAL[chr2--chr21]]
FBRSL1::SFSWAP	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:0.69Mb]]
MYH7::MB	[TCGA_StarF2019,INTERCHROMOSOMAL[chr14--chr22]]
RB1::DIAPH3	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr13:11.18Mb]]
CTD-2535L24.2::VWA3B	[INTERCHROMOSOMAL[chr17--chr2]]
LIN7A::TMEM132D	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr12:48.13Mb]]
RPS19BP1::KCNE1	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr22--chr21]]
MBD2::C18orf42	[TumorFusionsNAR2018,INTRACHROMOSOMAL[chr18:48.95Mb]]
PKM::MCTP2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr15:22.00Mb]]
DES::TNNT1	[GTEx_recurrent_StarF2019,INTERCHROMOSOMAL[chr2--chr19]]
ZNF7::PPIE	[TCGA_StarF2019,INTERCHROMOSOMAL[chr8--chr1]]
DCTD::RP11-422J15.1	[INTRACHROMOSOMAL[chr4:52.93Mb]]
GDF11::RP11-366L20.3	[INTRACHROMOSOMAL[chr12:10.18Mb]]
OPA1::PPP2R3A	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr3:57.45Mb]]
NEK7::CD1C	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr1:39.86Mb]]
USP11::CH507-513H4.1	[INTERCHROMOSOMAL[chrX--chr21]]
TMC6::FAM104A	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:4.87Mb]]
NEK7::SMYD3	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr1:47.43Mb]]
RAD51B::MARK3	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr14:34.66Mb]]
NAPEPLD::RELN	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr7:0.32Mb]]
UTRN::PERP	[ChimerSeq,TCGA_StarF2019,INTRACHROMOSOMAL[chr6:6.18Mb]]
RP11-293F5.8::ECE1	[INTRACHROMOSOMAL[chr1:0.07Mb],NEIGHBORS[65956]]
TUBB2A::SLC22A23	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr6:0.11Mb]]
SRP68::URM1	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr17--chr9]]
LINC01479::BEST3	[TCGA_StarF2019,INTRACHROMOSOMAL[chr12:1.67Mb]]
ACACA::FLJ12825	[TCGA_StarF2019,INTERCHROMOSOMAL[chr17--chr12]]
KMT2C::SND1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr7:24.04Mb]]
ZNF292::SLC35A1	[TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr6:0.21Mb]]
TNFRSF6B::IKZF3	[TCGA_StarF2019,INTERCHROMOSOMAL[chr20--chr17]]
CAMKK2::NR2C1	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr12:26.16Mb]]
SMU1::FAM219A	[TCGA_StarF2019,INTRACHROMOSOMAL[chr9:1.32Mb]]
ALG14::NRD1	[ChimerSeq,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr1:43.10Mb]]
SLC26A6::CYP2C8	[TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr3--chr10]]
PPIB::SFTPB	[TCGA_StarF2019,INTERCHROMOSOMAL[chr15--chr2]]
TTC7A::RP11-333I13.1	[INTRACHROMOSOMAL[chr2:0.14Mb]]
PLP1::SCAF8	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chrX--chr6]]
ZFPM2-AS1::FAM155A	[TCGA_StarF2019,INTERCHROMOSOMAL[chr8--chr13]]
TPST2::CRYBB1	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr22:0.00Mb],LOCAL_REARRANGEMENT:-:[2561]]
RBM39::RP11-264B14.1	[INTERCHROMOSOMAL[chr20--chr17]]
HIRA::BCL2L13	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr22:1.60Mb]]
RAB30::RP11-672A2.3	[INTRACHROMOSOMAL[chr11:6.27Mb]]
PTBP3::RP11-205K6.2	[INTRACHROMOSOMAL[chr9:14.19Mb]]
SNRPA1::PHRF1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr15--chr11]]
MRPL45::LRRC37A	[TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:7.97Mb]]
ALKBH5::NUF2	[TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr17--chr1]]
YPEL2::HEATR6	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr17:0.64Mb]]
TOP1::CA10	[TumorFusionsNAR2018,TCGA_StarF2019,INTERCHROMOSOMAL[chr20--chr17]]
ACOX2::ZBED3-AS1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr3--chr5]]
OGFOD3::TTC25	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:40.42Mb]]
ABHD2::RP11-326A19.4	[INTRACHROMOSOMAL[chr15:0.00Mb],LOCAL_REARRANGEMENT:+:[4640]]
PSD3::NEFL	[TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr8:5.87Mb]]
PPP1CB::PI4KB	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr2--chr1]]
NCOR2::CABLES2	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr20]]
GRAMD2::PKM	[INTRACHROMOSOMAL[chr15:0.00Mb],LOCAL_REARRANGEMENT:-:[1244]]
SNX27::ADAR	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:2.88Mb]]
SDHAF1::TSPAN8	[TCGA_StarF2019,INTERCHROMOSOMAL[chr19--chr12]]
FYN::RP11-13P5.2	[INTRACHROMOSOMAL[chr6:47.29Mb]]
AP3S1::COMMD10	[TCGA_StarF2019,INTRACHROMOSOMAL[chr5:0.17Mb]]
CFH::CRB1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.52Mb]]
THRAP3::TEKT2	[CCLE_StarF2019,TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.14Mb]]
MRPL18::C6orf118	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr6:5.48Mb]]
GOLPH3::LINC00336	[TCGA_StarF2019,INTERCHROMOSOMAL[chr5--chr6]]
SEMA4B::ZNF710	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr15:0.08Mb],LOCAL_REARRANGEMENT:+:[78398]]
KIF5B::SVIL	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr10:2.27Mb]]
PRRC2C::RP11-296O14.2	[INTRACHROMOSOMAL[chr1:1.77Mb]]
DOCK6::C3P1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:1.13Mb]]
SNX14::RP11-30P6.6	[INTRACHROMOSOMAL[chr6:0.12Mb]]
PVT1_1::NSMCE2	[INTRACHROMOSOMAL[chr8:2.43Mb]]
LRBA::CASP12	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr4--chr11]]
HTT::LINC01054	[TCGA_StarF2019,INTERCHROMOSOMAL[chr4--chr13]]
TMEM11::NATD1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[24246]]
RASSF8::CMAS	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr12:3.89Mb]]
TRAF3::RP11-187O7.3	[INTRACHROMOSOMAL[chr14:26.05Mb]]
GPATCH1::FCGRT	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr19:16.38Mb]]
CLDN7::UTS2R	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:75.11Mb]]
PPP6R2::TRABD	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr22:0.14Mb]]
IQGAP1::NGRN	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr15:0.11Mb]]
STIM1::FITM2	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTERCHROMOSOMAL[chr11--chr20]]
ANO1::RP11-626H12.3	[INTRACHROMOSOMAL[chr11:0.01Mb],LOCAL_INVERSION:+:-:[12931]]
APP::TMEM50B	[TCGA_StarF2019,INTRACHROMOSOMAL[chr21:7.26Mb]]
TGM4::EEF2	[TCGA_StarF2019,INTERCHROMOSOMAL[chr3--chr19]]
NFIX::DOCK6	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr19:1.73Mb]]
CSK::C15orf27	[TumorFusionsNAR2018,INTRACHROMOSOMAL[chr15:1.26Mb]]
RP11-444D3.1::SLC15A5	[INTRACHROMOSOMAL[chr12:7.94Mb]]
DYNC2LI1::AC013472.4	[INTRACHROMOSOMAL[chr2:16.76Mb]]
CPB1::GP2	[INTERCHROMOSOMAL[chr3--chr16]]
SEC16A::RXRA	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr9:2.00Mb]]
RP1-34H18.1::MIOS	[INTERCHROMOSOMAL[chr12--chr7]]
TMEM255A::FPR2	[TCGA_StarF2019,INTERCHROMOSOMAL[chrX--chr19]]
IPO11::TNFAIP8	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr5:56.64Mb]]
SLC20A2::RP11-360L9.4	[INTRACHROMOSOMAL[chr8:0.84Mb]]
FBXO22::SNX33	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr15:0.24Mb]]
FBXL20::ABRACL	[TCGA_StarF2019,INTERCHROMOSOMAL[chr17--chr6]]
CRB1::IGFN1	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr1:3.71Mb]]
SNX29::NLRP1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr16--chr17]]
KIFAP3::C1orf112	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr1:0.07Mb],LOCAL_INVERSION:-:+:[67246]]
HBB::FLNA	[INTERCHROMOSOMAL[chr11--chrX]]
ZNF229::AP000695.4	[INTERCHROMOSOMAL[chr19--chr21]]
IGFBP7::SPATA22	[TCGA_StarF2019,INTERCHROMOSOMAL[chr4--chr17]]
KLHL22::SMCR2	[TCGA_StarF2019,INTERCHROMOSOMAL[chr22--chr17]]
MED24::NR1D1	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:0.03Mb],LOCAL_REARRANGEMENT:-:[31572]]
RBM47::NRL	[TCGA_StarF2019,TumorFusionsNAR2018,INTERCHROMOSOMAL[chr4--chr14]]
FAM60A::COA1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr12--chr7]]
RP11-862L9.3::EEF1A1	[INTERCHROMOSOMAL[chr18--chr6]]
TBCB::SCGB1B2P	[TCGA_StarF2019,INTRACHROMOSOMAL[chr19:1.54Mb]]
SETX::RAB14	[TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr9:11.04Mb]]
LIN9::KDM5B	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr1:23.42Mb]]
GULP1::NCKAP1	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr2:5.25Mb]]
CASP8AP2::HACE1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr6:14.85Mb]]
TDP2::DCDC2	[TCGA_StarF2019,INTRACHROMOSOMAL[chr6:0.29Mb]]
CASC3::ACLY	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:1.69Mb]]
GPATCH8::KRT25	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:3.64Mb]]
YEATS4::RP11-110A12.2	[INTRACHROMOSOMAL[chr12:13.77Mb]]
PITPNM3::STX8	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTRACHROMOSOMAL[chr17:2.69Mb]]
STAG3L5P-PVRIG2P-PILRB::AP4M1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr7:0.23Mb]]
TMEM135::CLMP	[ChimerSeq,TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr11:35.75Mb]]
AKT3::CH507-513H4.1	[INTERCHROMOSOMAL[chr1--chr21]]
PAPOLA::VRK1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr14:0.23Mb]]
SMAD3::MAP2K1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr15:0.57Mb]]
CTD-2116N17.1::PPIB	[INTRACHROMOSOMAL[chr15:0.02Mb],NEIGHBORS[17143]]
RAMP1::RBM44	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr2:0.02Mb],LOCAL_REARRANGEMENT:+:[16085]]
RP13-314C10.5::APOO	[INTRACHROMOSOMAL[chrX:0.05Mb],LOCAL_REARRANGEMENT:-:[50397]]
PCNT::MCOLN1	[TumorFusionsNAR2018,TCGA_StarF2019,ChimerSeq,INTERCHROMOSOMAL[chr21--chr19]]
DMXL2::PTPRR	[TCGA_StarF2019,INTERCHROMOSOMAL[chr15--chr12]]
DOCK9::SLC15A1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr13:0.04Mb],NEIGHBORS[40833]]
ZNF592::ZSCAN2	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr15:0.12Mb]]
UGT2B11::SULT1D1P	[TCGA_StarF2019,INTRACHROMOSOMAL[chr4:0.58Mb]]
NRIP1::RP13-228J13.5	[INTERCHROMOSOMAL[chr21--chrX]]
RGPD5::GPR39	[TCGA_StarF2019,INTRACHROMOSOMAL[chr2:22.56Mb]]
GOSR1::ZNF207	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:1.82Mb]]
CRK::SMG6	[TCGA_StarF2019,CCLE_StarF2019,INTRACHROMOSOMAL[chr17:0.60Mb]]
COL1A1::TGFBI	[CCLE_StarF2019,INTERCHROMOSOMAL[chr17--chr5]]
TERF1::RP11-675F6.3	[INTRACHROMOSOMAL[chr8:34.46Mb]]
MBNL2::HS6ST3	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr13:0.38Mb]]
TPM1::RP11-1069G10.2	[INTRACHROMOSOMAL[chr15:0.14Mb]]
ZBTB46-AS1::RBCK1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr20:63.38Mb]]
LRP1::RP11-547C5.2	[INTRACHROMOSOMAL[chr12:14.13Mb]]
ABCC3::XYLT2	[TumorFusionsNAR2018,TCGA_StarF2019,INTRACHROMOSOMAL[chr17:0.27Mb]]
CYB5R3::RBX1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr22:1.64Mb]]
ZCCHC4::SMIM20	[TCGA_StarF2019,INTRACHROMOSOMAL[chr4:0.49Mb]]
AP1M1::RAB8A	[ChimerSeq,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr19:0.06Mb],LOCAL_REARRANGEMENT:+:[63344]]
RPH3AL::ALOX15B	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:7.65Mb]]
PHF3::RP11-598P20.5	[INTERCHROMOSOMAL[chr6--chr8]]
RFX7::RP11-208K4.1	[INTRACHROMOSOMAL[chr15:8.04Mb]]
NF1::RNF135	[TCGA_StarF2019,TumorFusionsNAR2018,ChimerSeq,INTRACHROMOSOMAL[chr17:0.10Mb],LOCAL_REARRANGEMENT:+:[95016]]
TPTE2P5::MRPS31	[INTRACHROMOSOMAL[chr13:0.05Mb],NEIGHBORS[51123]]
NAB1::AC067945.4	[INTRACHROMOSOMAL[chr2:0.33Mb]]
PXDC1::AC010890.1	[TCGA_StarF2019,INTERCHROMOSOMAL[chr6--chr2]]
NME2::CBX1	[TCGA_StarF2019,INTRACHROMOSOMAL[chr17:3.05Mb]]
GNS::RP11-335O4.1	[INTRACHROMOSOMAL[chr12:2.81Mb]]
