cohort	project	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~51883~-~chr21~8438000~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~106503~+~chr21~8399583~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~51883~-~chr21~8393790~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~51883~-~chr21~8210755~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~106503~+~chr21~8216549~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8445857~+~NC_001806_152222nt_Human_alphaherpesvirus_1~145263~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8254296~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144689~-	2.31	4.23	-0.87	0.61	MIR6724-2^ENSG00000274060.1,CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~108658~+~chr21~8398886~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~51883~-~chr21~8254963~+	2.31	4.23	-0.87	0.61	MIR6724-2^ENSG00000274060.1,CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~106503~+~chr21~8443818~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~106503~+~chr21~8260778~+	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8401625~+~NC_001806_152222nt_Human_alphaherpesvirus_1~145263~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8218587~+~NC_001806_152222nt_Human_alphaherpesvirus_1~145263~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~108658~+~chr21~8215852~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	chr6~31355560~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144914~+	9676.76	448.14	4.43	1.00	HLA-C^ENSG00000204525.16,HLA-B^ENSG00000234745.10,MIR6891^ENSG00000277402.1,XXbac-BPG248L24.12^ENSG00000271581.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr14	NC_001806_152222nt_Human_alphaherpesvirus_1	chr14~98973420~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133678~-	11.19	14.09	-0.33	0.42	RPL3P4^ENSG00000232573.1,AL162151.3^ENSG00000234648.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~108658~+~chr21~8443115~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~108658~+~chr21~8260081~+	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr17	NC_001806_152222nt_Human_alphaherpesvirus_1	chr17~17384027~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133196~+	9.86	29.04	-1.56	0.50	RPL13P12^ENSG00000215030.5
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr15	NC_001806_152222nt_Human_alphaherpesvirus_1	chr15~44717950~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144187~+	4220.60	310.16	3.77	1.00	PATL2^ENSG00000229474.6,B2M^ENSG00000166710.17
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr13	NC_001806_152222nt_Human_alphaherpesvirus_1	chr13~45341085~+~NC_001806_152222nt_Human_alphaherpesvirus_1~146065~-	313.65	265.40	0.24	0.83	TPT1^ENSG00000133112.16,RP11-290D2.6^ENSG00000273149.1,TPT1-AS1^ENSG00000170919.15,RP11-290D2.3^ENSG00000228886.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~99323~+~chr21~8217468~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	chr6~31356264~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133518~+	9676.76	448.14	4.43	1.00	HLA-C^ENSG00000204525.16,HLA-B^ENSG00000234745.10,MIR6891^ENSG00000277402.1,XXbac-BPG248L24.12^ENSG00000271581.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	chr6~31354523~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133532~+	9676.76	448.14	4.43	1.00	HLA-C^ENSG00000204525.16,HLA-B^ENSG00000234745.10,MIR6891^ENSG00000277402.1,XXbac-BPG248L24.12^ENSG00000271581.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr22	NC_001806_152222nt_Human_alphaherpesvirus_1	chr22~39522278~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144495~+	999.71	247.66	2.01	1.00	MIEF1^ENSG00000100335.13,ATF4^ENSG00000128272.14,RPS19BP1^ENSG00000187051.8
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr1	NC_001806_152222nt_Human_alphaherpesvirus_1	chr1~1014410~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144931~+	1945.04	89.41	4.44	1.00	ISG15^ENSG00000187608.8,RP11-54O7.10^ENSG00000231702.2,RP11-54O7.11^ENSG00000224969.1,AGRN^ENSG00000188157.14
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~53320~-~chr21~8437877~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr22	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133896~+~chr22~19523822~+	431.83	53.90	3.00	1.00	CDC45^ENSG00000093009.9,CLDN5^ENSG00000184113.9
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~53320~-~chr21~8393667~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~53320~-~chr21~8210632~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133395~-~chr6~31356718~+	9676.76	448.21	4.43	1.00	HLA-C^ENSG00000204525.16,HLA-B^ENSG00000234745.10,MIR6891^ENSG00000277402.1,XXbac-BPG248L24.12^ENSG00000271581.1,DHFRP2^ENSG00000228432.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr11	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~145582~+~chr11~308302~+	3232.62	134.85	4.58	1.00	IFITM5^ENSG00000206013.2,RP11-326C3.4^ENSG00000255533.1,IFITM2^ENSG00000185201.16,RP11-326C3.7^ENSG00000254910.1,IFITM1^ENSG00000185885.15
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	chr6~31356284~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133164~-	9676.76	448.14	4.43	1.00	HLA-C^ENSG00000204525.16,HLA-B^ENSG00000234745.10,MIR6891^ENSG00000277402.1,XXbac-BPG248L24.12^ENSG00000271581.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr12	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~97594~-~chr12~124912440~+	952.09	144.14	2.72	1.00	UBC^ENSG00000150991.14,MIR5188^ENSG00000265345.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~143355~-~chr21~8398906~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~143355~-~chr21~8215872~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8442866~+~NC_001806_152222nt_Human_alphaherpesvirus_1~85633~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~143355~-~chr21~8260101~+	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8259832~+~NC_001806_152222nt_Human_alphaherpesvirus_1~85633~+	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr16	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~104146~+~chr16~173178~+	734.52	170.66	2.11	0.99	HBZP1^ENSG00000206178.2,HBM^ENSG00000206177.6,Z84721.4^ENSG00000225323.1,HBA2^ENSG00000188536.12,HBA1^ENSG00000206172.8,HBQ1^ENSG00000086506.2
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8398637~+~NC_001806_152222nt_Human_alphaherpesvirus_1~85633~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8215603~+~NC_001806_152222nt_Human_alphaherpesvirus_1~85633~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr3	NC_001806_152222nt_Human_alphaherpesvirus_1	chr3~101576935~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144653~-	79.08	80.54	-0.03	0.52	PCNP^ENSG00000081154.11,RP11-234A1.1^ENSG00000242299.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr11	NC_001806_152222nt_Human_alphaherpesvirus_1	chr11~314984~+~NC_001806_152222nt_Human_alphaherpesvirus_1~145005~-	6570.69	419.92	3.97	1.00	IFITM2^ENSG00000185201.16,RP11-326C3.7^ENSG00000254910.1,IFITM1^ENSG00000185885.15,RP11-326C3.11^ENSG00000251661.3,IFITM3^ENSG00000142089.15,RP11-326C3.10^ENSG00000255089.1,RP11-326C3.14^ENSG00000270105.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chrX	NC_001806_152222nt_Human_alphaherpesvirus_1	chrX~23786026~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133533~+	805.20	130.26	2.63	1.00	RP13-314C10.5^ENSG00000233785.1,SAT1^ENSG00000130066.16
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8260900~+~NC_001806_152222nt_Human_alphaherpesvirus_1~103970~+	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8260274~+~NC_001806_152222nt_Human_alphaherpesvirus_1~25478~-	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr15	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133725~+~chr15~44715430~+	4220.60	310.16	3.77	1.00	PATL2^ENSG00000229474.6,B2M^ENSG00000166710.17
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133577~+~chr6~31271125~+	2687.53	161.07	4.06	1.00	HLA-C^ENSG00000204525.16,USP8P1^ENSG00000214892.4,RPL3P2^ENSG00000227939.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr7	NC_001806_152222nt_Human_alphaherpesvirus_1	chr7~133035782~+~NC_001806_152222nt_Human_alphaherpesvirus_1~146051~-	24.91	11.18	1.15	1.00	CHCHD3^ENSG00000106554.11
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	chr6~73518833~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133327~-	898.08	617.58	0.54	0.94	MTO1^ENSG00000135297.15,EEF1A1^ENSG00000156508.17,RP11-505P4.7^ENSG00000229862.5,RP11-505P4.5^ENSG00000223967.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8444542~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144745~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8443846~+~NC_001806_152222nt_Human_alphaherpesvirus_1~105732~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8438398~+~NC_001806_152222nt_Human_alphaherpesvirus_1~91758~-	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr15	NC_001806_152222nt_Human_alphaherpesvirus_1	chr15~44717986~+~NC_001806_152222nt_Human_alphaherpesvirus_1~133725~-	4220.60	310.16	3.77	1.00	PATL2^ENSG00000229474.6,B2M^ENSG00000166710.17
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr12	NC_001806_152222nt_Human_alphaherpesvirus_1	chr12~7919592~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144620~-	526.92	25.65	4.36	1.00	SLC2A3^ENSG00000059804.15
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr11	NC_001806_152222nt_Human_alphaherpesvirus_1	chr11~320683~+~NC_001806_152222nt_Human_alphaherpesvirus_1~142954~+	6572.82	420.96	3.96	1.00	IFITM2^ENSG00000185201.16,RP11-326C3.7^ENSG00000254910.1,IFITM1^ENSG00000185885.15,RP11-326C3.11^ENSG00000251661.3,IFITM3^ENSG00000142089.15,RP11-326C3.10^ENSG00000255089.1,RP11-326C3.14^ENSG00000270105.1,RP11-326C3.13^ENSG00000270030.1,RP11-326C3.12^ENSG00000255328.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr1	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~145263~-~chr1~91387285~+	0.19	0.78	-1.98	0.01	HFM1^ENSG00000162669.15
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr7	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133233~+~chr7~5528087~+	2170.91	1026.03	1.08	1.00	ACTB^ENSG00000075624.13
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133198~-~chr6~31828993~+	402.50	211.69	0.93	0.91	HSPA1B^ENSG00000204388.6,C6orf48^ENSG00000204387.12,SNORD48^ENSG00000201823.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr15	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~132638~-~chr15~44715422~+	4220.60	310.16	3.77	1.00	PATL2^ENSG00000229474.6,B2M^ENSG00000166710.17
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr16	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~104146~+~chr16~176982~+	731.59	171.67	2.09	0.99	Z84721.4^ENSG00000225323.1,HBA2^ENSG00000188536.12,HBA1^ENSG00000206172.8,HBQ1^ENSG00000086506.2,LA16c-OS12.2^ENSG00000268836.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8400307~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144745~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8217272~+~NC_001806_152222nt_Human_alphaherpesvirus_1~144745~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8399611~+~NC_001806_152222nt_Human_alphaherpesvirus_1~105732~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8260806~+~NC_001806_152222nt_Human_alphaherpesvirus_1~105732~+	2.31	4.23	-0.87	0.61	CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8216577~+~NC_001806_152222nt_Human_alphaherpesvirus_1~105732~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8394188~+~NC_001806_152222nt_Human_alphaherpesvirus_1~91758~-	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8255362~+~NC_001806_152222nt_Human_alphaherpesvirus_1~91758~-	2.31	4.23	-0.87	0.61	MIR6724-2^ENSG00000274060.1,CH507-513H4.5^ENSG00000281383.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	chr21~8211153~+~NC_001806_152222nt_Human_alphaherpesvirus_1~91758~-	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr6	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~133198~-~chr6~31816799~+	234.75	183.95	0.35	0.83	LSM2^ENSG00000204392.10,HSPA1L^ENSG00000204390.9,HSPA1A^ENSG00000204389.9
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~145592~+~chr21~8444386~+	2.81	2.85	-0.02	0.70	CH507-513H4.3^ENSG00000281181.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~145592~+~chr21~8400151~+	0.21	0.19	0.14	0.89	CH507-528H12.1^ENSG00000280441.2,CH507-513H4.4^ENSG00000280614.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr21	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~145592~+~chr21~8217116~+	1.06	0.24	2.07	0.97	CH507-513H4.1^ENSG00000278996.1,MIR3648-2^ENSG00000264462.1,MIR3687-2^ENSG00000264063.1,CH507-513H4.6^ENSG00000280800.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr11	NC_001806_152222nt_Human_alphaherpesvirus_1	chr11~61967444~+~NC_001806_152222nt_Human_alphaherpesvirus_1~132131~+	749.77	1550.26	-1.05	0.02	BEST1^ENSG00000167995.15,FTH1^ENSG00000167996.15,RP11-810P12.7^ENSG00000279491.1
GTEx	Brain_Amygdala	GTEX-X4EP-0011-R4B-SM-3P627	RNA	chr16	NC_001806_152222nt_Human_alphaherpesvirus_1	NC_001806_152222nt_Human_alphaherpesvirus_1~144545~+~chr16~56608617~+	1118.27	301.73	1.89	0.99	MT2A^ENSG00000125148.6,RP11-249C24.10^ENSG00000260823.1,MT1L^ENSG00000260549.1
