sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id
HCC15_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	62	0	1259	0.151	LUNG
NCIH2110_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	57	0	2594	0.305	LUNG
DM3_FIBROBLAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	212	0	5104	0.613	FIBROBLAST
MELHO_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	130	0	5305	0.652	SKIN
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	150	0	5899	0.725	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SKRC20_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	164	0	4433	0.521	KIDNEY
SKRC20_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	108	0	5740	0.376	KIDNEY
TE8_OESOPHAGUS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	197	0	5220	0.627	OESOPHAGUS
BEN_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	435	0	5111	0.628	LUNG
BEN_LUNG	NC_007815_8197nt_PreXMRV_1	8197	110	0	2882	0.352	LUNG
BEN_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	74	0	1380	0.166	LUNG
CH157MN_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	184	0	5196	0.611	CENTRAL_NERVOUS_SYSTEM
CH157MN_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	223	0	7498	0.492	CENTRAL_NERVOUS_SYSTEM
CH157MN_CENTRAL_NERVOUS_SYSTEM	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	60	0	2053	0.392	CENTRAL_NERVOUS_SYSTEM
CH157MN_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	51	0	1926	0.231	CENTRAL_NERVOUS_SYSTEM
KMRC3_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	206734	449	15239	1	KIDNEY
KMRC3_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	115	0	4537	0.558	KIDNEY
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	100	0	3914	0.481	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	154	0	506	0.097	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	54	0	2549	0.3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TE1_OESOPHAGUS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	81	0	3815	0.458	OESOPHAGUS
HELA_CERVIX	HPV18	7857	172295	13082	5237	0.667	CERVIX
HELA_CERVIX	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	293	0	4955	0.582	CERVIX
HELA_CERVIX	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	54	0	2198	0.419	CERVIX
HELA_CERVIX	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	116	0	6052	0.397	CERVIX
CORL105_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	238	0	4499	0.553	LUNG
CORL105_LUNG	NC_007815_8197nt_PreXMRV_1	8197	87	0	2647	0.323	LUNG
CORL105_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	60	0	1269	0.152	LUNG
QGP1_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	254429	914	8136	1	PANCREAS
QGP1_PANCREAS	NC_007815_8197nt_PreXMRV_1	8197	8864	278	4912	0.599	PANCREAS
QGP1_PANCREAS	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	66	0	3678	0.241	PANCREAS
JHUEM7_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	175	0	5460	0.671	ENDOMETRIUM
SLR23_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	152	0	3570	0.42	KIDNEY
SLR23_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	174	0	6349	0.416	KIDNEY
UMUC1_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	182	0	5106	0.613	URINARY_TRACT
CORL279_LUNG	NC_007815_8197nt_PreXMRV_1	8197	282	0	5788	0.706	LUNG
CORL279_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	96	0	5672	0.372	LUNG
CORL279_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	58	0	1413	0.174	LUNG
SNU182_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	291	8	1636	0.514	LIVER
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	87	0	3708	0.445	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
T3M4_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	287	0	7160	0.88	PANCREAS
T47D_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	309	6	7074	0.87	BREAST
EFM192A_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	297	0	4484	0.551	BREAST
EFM192A_BREAST	NC_007815_8197nt_PreXMRV_1	8197	97	5	2891	0.353	BREAST
EFM192A_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	52	0	1371	0.165	BREAST
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	219427	384	137354	0.799	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	117	0	4759	0.585	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	68081	478	97673	0.565	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CAKI1_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	352	0	7290	0.896	KIDNEY
GMS10_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	80	0	3254	0.4	CENTRAL_NERVOUS_SYSTEM
ONCODG1_OVARY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	56	0	2164	0.254	OVARY
NCIH1819_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	116	0	3804	0.447	LUNG
NCIH1819_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	124	0	5930	0.389	LUNG
COLO320_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	351	0	4635	0.57	LARGE_INTESTINE
COLO320_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	83	0	2611	0.319	LARGE_INTESTINE
COLO320_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	89	0	1434	0.172	LARGE_INTESTINE
NCIH2085_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	71	0	2653	0.312	LUNG
NCIH1734_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	66	0	2581	0.303	LUNG
CAL27_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	763	8	6213	0.758	UPPER_AERODIGESTIVE_TRACT
CAL27_UPPER_AERODIGESTIVE_TRACT	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	218	0	7603	0.499	UPPER_AERODIGESTIVE_TRACT
CAL27_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	166	0	2193	0.27	UPPER_AERODIGESTIVE_TRACT
CAL27_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	138	8	1767	0.212	UPPER_AERODIGESTIVE_TRACT
CAL27_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	62	0	1163	0.14	UPPER_AERODIGESTIVE_TRACT
HCC364_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	94	0	2566	0.302	LUNG
HCC364_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	64	0	4079	0.268	LUNG
NCIH1869_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	90	0	2815	0.331	LUNG
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	258	0	6971	0.857	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MCF7_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	384	0	7552	0.928	BREAST
EKVX_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	32455	142	7067	0.869	LUNG
EKVX_LUNG	NC_007815_8197nt_PreXMRV_1	8197	6536	0	6563	0.801	LUNG
EKVX_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	226	0	7199	0.472	LUNG
EKVX_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	152	0	3874	0.455	LUNG
EKVX_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	958	0	3563	0.428	LUNG
EKVX_LUNG	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	284	0	1506	0.181	LUNG
CHP212_AUTONOMIC_GANGLIA	NC_007815_8197nt_PreXMRV_1	8197	302	0	5431	0.663	AUTONOMIC_GANGLIA
CHP212_AUTONOMIC_GANGLIA	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	96	0	4840	0.317	AUTONOMIC_GANGLIA
CHP212_AUTONOMIC_GANGLIA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	88	0	1662	0.204	AUTONOMIC_GANGLIA
CHP212_AUTONOMIC_GANGLIA	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	52	0	1622	0.195	AUTONOMIC_GANGLIA
SW620_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	396	0	7595	0.934	LARGE_INTESTINE
LCLC103H_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	141	0	5065	0.623	LUNG
DMS454_LUNG	NC_007815_8197nt_PreXMRV_1	8197	380	0	5467	0.667	LUNG
DMS454_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	126	0	5804	0.381	LUNG
DMS454_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	72	0	1575	0.189	LUNG
DMS454_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	68	0	1287	0.158	LUNG
KMRC20_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	158	0	6250	0.768	KIDNEY
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	51	0	1872	0.22	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH2106_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	53	0	2521	0.296	LUNG
CAL33_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	355	0	4998	0.614	UPPER_AERODIGESTIVE_TRACT
CAL33_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	78	0	2714	0.331	UPPER_AERODIGESTIVE_TRACT
CAL33_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1433	0.172	UPPER_AERODIGESTIVE_TRACT
KPNSI9S_AUTONOMIC_GANGLIA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	146	0	5346	0.657	AUTONOMIC_GANGLIA
LXF289_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	83328	1087	7924	0.974	LUNG
LXF289_LUNG	NC_007815_8197nt_PreXMRV_1	8197	17984	70	6904	0.842	LUNG
LXF289_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	12535	5	2818	0.338	LUNG
LXF289_LUNG	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	4573	59	2270	0.273	LUNG
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	154	0	5576	0.685	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH446_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	256	0	7113	0.874	LUNG
NCIH446_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	171	0	5589	0.367	LUNG
CL34_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	353	0	4698	0.578	LARGE_INTESTINE
CL34_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	104	0	2853	0.348	LARGE_INTESTINE
CL34_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	74	0	1604	0.193	LARGE_INTESTINE
G292CLONEA141B1_BONE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	312	0	4582	0.563	BONE
G292CLONEA141B1_BONE	NC_007815_8197nt_PreXMRV_1	8197	62	0	2262	0.276	BONE
MDST8_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	163	0	6245	0.768	LARGE_INTESTINE
MDST8_LARGE_INTESTINE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	86	0	588	0.112	LARGE_INTESTINE
TE9_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	77	0	4079	0.501	OESOPHAGUS
HCT116_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	330	0	5626	0.686	LARGE_INTESTINE
HCT116_LARGE_INTESTINE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	460	0	9625	0.631	LARGE_INTESTINE
HCT116_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	76	0	2092	0.257	LARGE_INTESTINE
HCT116_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	76	0	1273	0.153	LARGE_INTESTINE
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	78	0	3496	0.411	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	151	0	4556	0.536	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	136	0	6409	0.42	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HPV18	7857	84	0	2510	0.319	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH2073_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	69	0	2725	0.32	LUNG
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	236	0	5622	0.675	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A498_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	50	0	2664	0.327	KIDNEY
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	435154	25236	8507	1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	9028	31330	261	8407	0.931	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CORL311_LUNG	NC_007815_8197nt_PreXMRV_1	8197	266	0	5686	0.694	LUNG
CORL311_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	78	0	4777	0.313	LUNG
CORL311_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	62	0	1661	0.204	LUNG
CORL311_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	56	0	1481	0.178	LUNG
JL1_PLEURA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	124	0	5532	0.68	PLEURA
JL1_PLEURA	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	80	0	562	0.107	PLEURA
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	288	0	7231	0.889	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	79509	270	115941	0.675	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	68796	509	110077	0.637	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A1207_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	95	0	4737	0.311	CENTRAL_NERVOUS_SYSTEM
A1207_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	84	0	2495	0.293	CENTRAL_NERVOUS_SYSTEM
OAW28_OVARY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	85	0	2847	0.335	OVARY
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	398	0	5734	0.7	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	116	0	6159	0.404	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	58	0	1546	0.186	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	88	0	1279	0.157	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	226	0	5140	0.617	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
FADU_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	317	0	7613	0.936	UPPER_AERODIGESTIVE_TRACT
SQ1_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	143	0	4110	0.493	LUNG
NUGC2_STOMACH	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	56	0	2578	0.303	STOMACH
NUGC2_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	60	0	2336	0.287	STOMACH
MELJUSO_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	178	0	5699	0.701	SKIN
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	104	0	4318	0.518	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	280	0	4617	0.568	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	81	0	2044	0.249	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	52	0	1352	0.162	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TT_OESOPHAGUS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	413	0	7550	0.928	OESOPHAGUS
TT_OESOPHAGUS	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	50	0	3372	0.221	OESOPHAGUS
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	85	0	2912	0.342	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	159	0	4905	0.589	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH1944_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	52	0	2159	0.254	LUNG
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	130	0	5552	0.682	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	68	0	584	0.111	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SF767_CENTRAL_NERVOUS_SYSTEM	HPV68	7822	52682	8397	3598	0.46	CENTRAL_NERVOUS_SYSTEM
SF767_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	132	0	6439	0.422	CENTRAL_NERVOUS_SYSTEM
SF767_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	134	0	3547	0.417	CENTRAL_NERVOUS_SYSTEM
NMCG1_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	252	0	6350	0.781	CENTRAL_NERVOUS_SYSTEM
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	245	0	6113	0.751	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCC1195_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	310	0	4992	0.614	LUNG
HCC1195_LUNG	NC_007815_8197nt_PreXMRV_1	8197	72	0	2342	0.286	LUNG
HCC1195_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	63	0	1254	0.151	LUNG
HCC1569_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	231	0	4050	0.498	BREAST
HCC1569_BREAST	NC_007815_8197nt_PreXMRV_1	8197	60	0	2049	0.25	BREAST
HCC1569_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	69	0	1372	0.165	BREAST
YAPC_PANCREAS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	193	0	5135	0.616	PANCREAS
SNU16_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	323	0	6988	0.859	STOMACH
PC9_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	150	0	4204	0.494	LUNG
PC9_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	114	0	5806	0.381	LUNG
VMCUB1_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	218	0	5549	0.666	URINARY_TRACT
NCIH647_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	88	0	2913	0.342	LUNG
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	104	0	4312	0.518	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH1395_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	61	0	3081	0.362	LUNG
A2780_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	442	5	7634	0.938	OVARY
A2780_OVARY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	153	0	5992	0.393	OVARY
MIAPACA2_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	86	0	3799	0.467	PANCREAS
NCCSTCK140_STOMACH	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	72	0	2781	0.327	STOMACH
KPNYN_AUTONOMIC_GANGLIA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	335	0	6881	0.846	AUTONOMIC_GANGLIA
KPNYN_AUTONOMIC_GANGLIA	NC_007815_8197nt_PreXMRV_1	8197	64	0	2954	0.36	AUTONOMIC_GANGLIA
HCC827GR5_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	136	0	4382	0.515	LUNG
HCC827GR5_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	151	0	6856	0.45	LUNG
MDAMB175VII_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	172	0	6185	0.76	BREAST
MDAMB175VII_BREAST	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	64	0	518	0.099	BREAST
VMRCRCZ_KIDNEY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	204	0	5067	0.608	KIDNEY
MDAMB453_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	217	0	6753	0.83	BREAST
MDAMB453_BREAST	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	82	0	4268	0.28	BREAST
HCC515_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	333	0	5125	0.602	LUNG
HCC515_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	86	0	5267	0.345	LUNG
LN428_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	146	0	4573	0.538	CENTRAL_NERVOUS_SYSTEM
LN428_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	126	0	6017	0.395	CENTRAL_NERVOUS_SYSTEM
LN428_CENTRAL_NERVOUS_SYSTEM	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	50	0	2035	0.388	CENTRAL_NERVOUS_SYSTEM
LN428_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	70	0	2304	0.277	CENTRAL_NERVOUS_SYSTEM
CAPAN2_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	322	0	4774	0.587	PANCREAS
CAPAN2_PANCREAS	NC_007815_8197nt_PreXMRV_1	8197	113	0	2899	0.354	PANCREAS
CAPAN2_PANCREAS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	80	0	1551	0.186	PANCREAS
KD_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	121	0	3856	0.453	SOFT_TISSUE
G402_SOFT_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	773	0	5523	0.679	SOFT_TISSUE
