#Supplementary Table 5. Detailed information on HPV integration sites detected from virus capture sequencing data
#Sample ID	Chromosome	Chromosome band	Integrated Position	Integration NO.	# of support reads			NNSS value of HIVID			WGS data
#					left	right	total	left	right	total	Have WGS data	found by WGS
sample_id	chromosome	chromosome_band	integration_position	integration_no	left_reads	right_reads	total	left_NNSS	right_NNSS	total_NNSS	have_WGS_data	found_by_WGS	hg38_Chrom	hg38_Coord
T1804	chr6	6q13	75667896	465	0	4	4	0	1.163	1.163114	N	N	chr6	74958180
T1804	chr6	6q14.1	79802642	466	0	5	5	0	1.454	1.453892	N	N	chr6	79092925
T1804	chr6	6q14.2	84715273	467	0	8	8	0	2.326	2.326227	N	N	chr6	84005554
T1804	chr6	6q16.3	104864408	468	5	0	5	1.454	0	1.453892	N	N	chr6	104416533
T1804	chr6	6q22.1	114759145	469	6	0	6	1.745	0	1.74467	N	N	chr6	114437981
T1804	chr6	6q22.1	117247496	470	0	9	9	0	2.617	2.617005	N	N	chr6	116926333
T1804	chr6	6q22.1	117739096	471	4	0	4	1.163	0	1.163114	N	N	chr6	117417933
T1804	chr6	6q22.1	118190055	472	0	7	7	0	2.035	2.035449	N	N	chr6	117868892
T1804	chr6	6q22.31	121782856	473	0	4	4	0	1.163	1.163114	N	N	chr6	121461710
T1804	chr6	6q22.31	121951176	474	0	5	5	0	1.454	1.453892	N	N	chr6	121630030
T1804	chr6	6q22.33	129218252	475	0	5	5	0	1.454	1.453892	N	N	chr6	128897107
T1804	chr6	6q22.33	129393149	476	11	0	11	3.199	0	3.198562	N	N	chr6	129072004
T1804	chr6	6q23.2	134894506	477	5	0	5	1.454	0	1.453892	N	N	chr6	134573368
T1804	chr6	6q25.2	155343321	478	4	0	4	1.163	0	1.163114	N	N	chr6	155022187
T1804	chr6	6q25.3	156425486	479	7	0	7	2.036	0	2.035448	N	N	chr6	156104352
T1804	chr6	6q26	162754509	480	4	0	4	1.163	0	1.163114	N	N	chr6	162333477
T1804	chr6	6q27	168629661	481	0	4	4	0	1.163	1.163114	N	N	chr6	168228981
T1804	chr7	7p22.3	2069003	482	5	0	5	1.454	0	1.453892	N	N	chr7	2029368
T1804	chr7	7p21.2	14238403	483	0	8	8	0	2.326	2.326227	N	N	chr7	14198778
T1804	chr7	7p21.1	16570708	484	6	0	6	1.745	0	1.74467	N	N	chr7	16531083
T1804	chr7	7p21.1	16884874	485	0	4	4	0	1.163	1.163114	N	N	chr7	16845250
T1804	chr7	7p15.3	21865142	486	4	0	4	1.163	0	1.163113	N	N	chr7	21825524
T1804	chr7	7p15.3	23906412	487	5	0	5	1.454	0	1.453892	N	N	chr7	23866793
T1804	chr7	7p14.3	31157410	488	0	4	4	0	1.163	1.163113	N	N	chr7	31117796
T1804	chr7	7p14.3	33466096	489	0	6	6	0	1.745	1.74467	N	N	chr7	33426484
T1804	chr7	7p12.3	45968981	490	0	5	5	0	1.454	1.453892	N	N	chr7	45929382
T1804	chr7	7p11.2	55483926	491	7	0	7	2.036	0	2.035448	N	N	chr7	55416233
T1804	chr7	7q11.23	77033845	492	6	0	6	1.745	0	1.74467	N	N	chr7	77404528
T1804	chr7	7q11.23	77108522	493	0	5	5	0	1.454	1.453892	N	N	chr7	77479205
T1804	chr7	7q21.11	81142205	494	0	6	6	0	1.745	1.74467	N	N	chr7	81512889
T1804	chr7	7q21.11	83610385	495	5	0	5	1.454	0	1.453892	N	N	chr7	83981069
T1804	chr7	7q21.11	83821526	496	6	0	6	1.745	0	1.74467	N	N	chr7	84192210
T1804	chr7	7q21.11	85224316	497	5	0	5	1.454	0	1.453892	N	N	chr7	85595000
T1804	chr7	7q21.11	86394803	498	4	0	4	1.163	0	1.163113	N	N	chr7	86765487
T1804	chr7	7q21.12	87416796	499	4	0	4	1.163	0	1.163114	N	N	chr7	87787481
T1804	chr7	7q21.2	91384783	500	6	0	6	1.744	0	1.74467	N	N	chr7	91755468
T1804	chr7	7q21.3	95719125	501	0	7	7	0	2.035	2.035449	N	N	chr7	96089813
T1804	chr7	7q21.3	97481166	502	0	7	7	0	2.035	2.035449	N	N	chr7	97851854
T1804	chr7	7q22.1	103680734	503	0	4	4	0	1.163	1.163114	N	N	chr7	104040287
T1804	chr7	7q31.1	111474515	504	8	0	8	2.326	0	2.326227	N	N	chr7	111834459
T1804	chr7	7q31.1	113615979	505	4	0	4	1.163	0	1.163114	N	N	chr7	113975924
T1804	chr7	7q31.1	114004433	506	0	7	7	0	2.035	2.035449	N	N	chr7	114364378
T1804	chr7	7q31.31	119561610	507	0	5	5	0	1.454	1.453892	N	N	chr7	119921556
T1804	chr7	7q31.32	122980899	508	0	8	8	0	2.326	2.326227	N	N	chr7	123340845
T1804	chr7	7q31.33	126832413	509	6	0	6	1.745	0	1.74467	N	N	chr7	127192359
T1804	chr7	7q33	134378087	510	0	4	4	0	1.163	1.163114	N	N	chr7	134693335
T1804	chr7	7q33	137784442	511	0	4	4	0	1.163	1.163113	N	N	chr7	138099696
T1804	chr7	7q35	146227796	512	6	0	6	1.745	0	1.74467	N	N	chr7	146530704
T1804	chr7	7q36.1	148710673	513	0	6	6	0	1.745	1.74467	N	N	chr7	149013581
T1804	chr7	7q36.1	149022522	514	6	0	6	1.745	0	1.74467	N	N	chr7	149325431
T1804	chr7	7q36.3	157918486	515	0	4	4	0	1.163	1.163114	N	N	chr7	158125794
T1804	chr8	8p22	15497345	516	4	0	4	1.164	0	1.163113	N	N	chr8	15639836
T1804	chr8	8p22	17209301	517	0	5	5	0	1.454	1.453892	N	N	chr8	17351792
T1804	chr8	8p22	18653855	518	4	0	4	1.163	0	1.163113	N	N	chr8	18796345
T1804	chr8	8p21.2	24489350	519	0	4	4	0	1.163	1.163113	N	N	chr8	24631837
T1804	chr8	8p21.2	26186520	520	0	4	4	0	1.163	1.163114	N	N	chr8	26329004
T1804	chr8	8p21.2	26670622	521	4	0	4	1.163	0	1.163114	N	N	chr8	26813105
T1804	chr8	8p12	30635692	522	5	0	5	1.454	0	1.453892	N	N	chr8	30778176
T1804	chr8	8p11.22	39092320	523	0	6	6	0	1.745	1.74467	N	N	chr8	39234801
T1804	chr8	8p11.21	42317064	524	0	5	5	0	1.454	1.453892	N	N	chr8	42459546
T1804	chr8	8p11.21	43092879	525	0	5	5	0	1.454	1.453892	N	N	chr8	43237736
T1804	chr8	8p11.21	43095998	526	4	0	4	1.163	0	1.163114	N	N	chr8	43240855
T1804	chr8	8q11.21	51334024	527	4	0	4	1.163	0	1.163114	N	N	chr8	50421464
T1804	chr8	8q11.23	53014343	528	4	0	4	1.163	0	1.163114	N	N	chr8	52101783
T1804	chr8	8q11.23	53662917	529	4	0	4	1.163	0	1.163114	N	N	chr8	52750357
T1804	chr8	8q12.1	56355439	530	0	10	10	0	2.908	2.907784	N	N	chr8	55442879
T1804	chr8	8q12.3	62481520	531	4	0	4	1.163	0	1.163113	N	N	chr8	61568961
T1804	chr8	8q12.3	62752726	532	0	5	5	0	1.454	1.453892	N	N	chr8	61840167
T1804	chr8	8q21.11	75937179	533	0	5	5	0	1.454	1.453892	N	N	chr8	75024944
T1804	chr8	8q21.11	76576567	534	0	4	4	0	1.163	1.163114	N	N	chr8	75664332
T1804	chr8	8q21.2	85862571	535	4	0	4	1.163	0	1.163114	N	N	chr8	84950336
T1804	chr8	8q21.3	87429703	536	7	0	7	2.035	0	2.035449	N	N	chr8	86417474
T1804	chr8	8q21.3	88543203	537	0	4	4	0	1.163	1.163114	N	N	chr8	87530975
T1804	chr8	8q21.3	92768026	538	4	0	4	1.163	0	1.163114	N	N	chr8	91755798
T1804	chr8	8q22.1	93455540	539	0	4	4	0	1.163	1.163113	N	N	chr8	92443312
T1804	chr8	8q22.1	93639741	540	4	0	4	1.163	0	1.163114	N	N	chr8	92627513
T1804	chr8	8q22.1	94739766	541	6	0	6	1.745	0	1.74467	N	N	chr8	93727538
T1804	chr8	8q22.1	96913118	542	0	5	5	0	1.454	1.453892	N	N	chr8	95900890
T1804	chr8	8q23.1	107730345	543	4	0	4	1.163	0	1.163114	N	N	chr8	106718117
T1804	chr8	8q23.2	111505652	544	0	4	4	0	1.163	1.163114	N	N	chr8	110493423
T1804	chr8	8q23.3	113397971	545	7	0	7	2.035	0	2.035449	N	N	chr8	112385742
T1804	chr8	8q24.21	130359364	546	7	0	7	2.035	0	2.035449	N	N	chr8	129347118
T1804	chr8	8q24.21	130481087	547	0	4	4	0	1.163	1.163114	N	N	chr8	129468841
T1804	chr8	8q24.22	136152887	548	7	0	7	2.036	0	2.035448	N	N	chr8	135140644
T1804	chr8	8q24.3	141472026	549	4	0	4	1.163	0	1.163114	N	N	chr8	140461927
T1804	chr8	8q24.3	142398001	550	4	0	4	1.163	0	1.163113	N	N	chr8	141387901
T1804	chr9	9p24.3	855133	551	5	0	5	1.454	0	1.453892	N	N	chr9	855133
T1804	chr9	9p24.2	3930405	552	0	5	5	0	1.454	1.453892	N	N	chr9	3930405
T1804	chr9	9p24.1	4970714	553	0	5	5	0	1.454	1.453892	N	N	chr9	4970714
T1804	chr9	9p23	9605811	554	6	0	6	1.745	0	1.74467	N	N	chr9	9605811
T1804	chr9	9p21.3	21782078	555	8	0	8	2.326	0	2.326227	N	N	chr9	21782079
T1804	chr9	9p21.1	28471439	556	4	0	4	1.163	0	1.163114	N	N	chr9	28471441
T1804	chr9	9p21.1	30970527	557	5	0	5	1.454	0	1.453892	N	N	chr9	30970529
T1804	chr9	9q21.12	72653216	558	0	5	5	0	1.454	1.453892	N	N	chr9	70038300
T1804	chr9	9q21.12	72653253	559	0	5	5	0	1.454	1.453892	N	N	chr9	70038337
T1804	chr9	9q21.32	85118005	560	0	4	4	0	1.163	1.163113	N	N	chr9	82503090
T1804	chr9	9q21.32	85777872	561	10	0	10	2.908	0	2.907783	N	N	chr9	83162957
T1804	chr9	9q21.32	85994007	562	0	4	4	0	1.163	1.163114	N	N	chr9	83379092
T1804	chr9	9q22.31	95602796	563	6	0	6	1.745	0	1.74467	N	N	chr9	92840514
T1804	chr9	9q22.32	98642959	564	12	0	12	3.489	0	3.489341	N	N	chr9	95880677
T1804	chr9	9q22.32	99014422	565	4	0	4	1.163	0	1.163114	N	N	chr9	96252140
T1804	chr9	9q31.2	110631574	566	5	0	5	1.454	0	1.453892	N	N	chr9	107869293
T1804	chr9	9q33.1	118655322	567	4	0	4	1.163	0	1.163114	N	N	chr9	115893043
T1804	chr9	9q33.1	119308767	568	0	6	6	0	1.745	1.74467	N	N	chr9	116546488
T1804	chr9	9q33.1	119405833	569	6	0	6	1.745	0	1.74467	N	N	chr9	116643554
T1804	chr9	9q33.1	120024451	570	0	5	5	0	1.454	1.453892	N	N	chr9	117262172
T1804	chr9	9q34.11	131032988	571	4	0	4	1.163	0	1.163114	N	N	chr9	128270709
T1804	chr9	9q34.11	133312419	572	0	6	6	0	1.745	1.74467	N	N	chr9	130437032
T1804	chr9	9q34.2	136884781	573	0	5	5	0	1.454	1.453892	N	N	chr9	134019659
T1804	chr9	9q34.2	136946011	574	4	0	4	1.163	0	1.163114	N	N	chr9	134080889
T1804	chr9	9q34.3	138471461	575	0	5	5	0	1.454	1.453891	N	N	chr9	135579615
T1804	chrX	Xp22.33	2715456	576	6	0	6	1.745	0	1.74467	N	N	chrX	2797415
T1804	chrX	Xp22.33	4020812	577	6	0	6	1.745	0	1.74467	N	N	chrX	4102771
T1804	chrX	Xp22.32	4470664	578	6	0	6	1.745	0	1.74467	N	N	chrX	4552623
T1804	chrX	Xp22.13	17774457	579	0	5	5	0	1.454	1.453892	N	N	chrX	17756337
T1804	chrX	Xp22.13	19143657	580	8	0	8	2.326	0	2.326227	N	N	chrX	19125539
T1804	chrX	Xp21.3	25210069	581	0	6	6	0	1.745	1.74467	N	N	chrX	25191952
T1804	chrX	Xp21.3	25821089	582	4	0	4	1.163	0	1.163114	N	N	chrX	25802972
T1804	chrX	Xp21.3	26454736	583	6	0	6	1.745	0	1.74467	N	N	chrX	26436619
T1804	chrX	Xp21.3	28200666	584	4	0	4	1.163	0	1.163114	N	N	chrX	28182549
T1804	chrX	Xp21.1	33017893	585	0	10	10	0	2.908	2.907784	N	N	chrX	32999776
T1804	chrX	Xp11.4	39475269	586	11	0	11	3.199	0	3.198562	N	N	chrX	39616015
T1804	chrX	Xp11.4	41014715	587	0	8	8	0	2.326	2.326227	N	N	chrX	41155462
T1804	chrX	Xp11.4	41536467	588	0	6	6	0	1.745	1.74467	N	N	chrX	41677214
T1804	chrX	Xp11.3	44964432	589	4	0	4	1.163	0	1.163114	N	N	chrX	45105187
T1804	chrX	Xq21.2	84666484	590	0	8	8	0	2.326	2.326227	N	N	chrX	85411479
T1804	chrX	Xq22.1	99562587	591	5	0	5	1.454	0	1.453892	N	N	chrX	100307589
T1804	chrX	Xq23	115001917	592	4	0	4	1.163	0	1.163113	N	N	chrX	115885584
T1804	chrX	Xq24	118915196	593	0	7	7	0	2.035	2.035449	N	N	chrX	119781233
T1804	chrX	Xq24	119504416	594	0	5	5	0	1.454	1.453892	N	N	chrX	120370561
T1804	chrX	Xq26.3	134733544	595	0	5	5	0	1.454	1.453892	N	N	chrX	135599619
T1804	chrX	Xq26.3	137444651	596	7	0	7	2.035	0	2.035449	N	N	chrX	138362492
T1804	chrX	Xq26.3	137779191	597	5	0	5	1.454	0	1.453892	N	N	chrX	138697029
T1804	chrX	Xq27.3	142725226	598	0	6	6	0	1.745	1.74467	N	N	chrX	143637397
T1804	chrX	Xq27.3	144163613	599	5	0	5	1.454	0	1.453892	N	N	chrX	145082093
T6050	chr1	1p36.21	15401357	1	3	0	3	1.36	0	1.3602	Y	N	chr1	15074861
T6050	chr1	1p34.3	38533846	2	3	0	3	1.36	0	1.3602	Y	N	chr1	38068174
T6050	chr1	1p31.3	63404218	3	0	9	9	0	4.08	4.0806	Y	N	chr1	62938547
T6050	chr1	1q25.2	176030974	4	4	0	4	1.814	0	1.8136	Y	N	chr1	176061838
T6050	chr11	11p11.2	46885790	5	0	3	3	0	1.36	1.3602	Y	N	chr11	46864239
T6050	chr11	11q14.1	81553406	6	0	5	5	0	2.267	2.267	Y	N	chr11	81842364
T6050	chr11	11q14.3	91534388	7	0	4	4	0	1.814	1.8136	Y	N	chr11	91801222
T6050	chr12	12q12	42486206	8	0	5	5	0	2.267	2.267	Y	N	chr12	42092404
T6050	chr12	12q13.11	46950142	9	0	5	5	0	2.267	2.267	Y	N	chr12	46556359
T6050	chr12	12q21.33	90836280	10	0	3	3	0	1.36	1.3602	Y	N	chr12	90442503
T6050	chr12	12q24.33	131097817	11	3	0	3	1.36	0	1.3602	Y	N	chr12	130613272
T6050	chr13	13q14.11	42784716	12	0	3	3	0	1.36	1.3602	Y	N	chr13	42210580
T6050	chr13	13q21.2	61710697	13	0	4	4	0	1.813	1.8136	Y	N	chr13	61136563
T6050	chr13	13q22.1	74230711	14	3	2	5	1.36	0.906	2.267	Y	N	chr13	73656574
T6050	chr13	13q22.1	74230753	15	12	0	12	5.44	0	5.4408	Y	N	chr13	73656616
T6050	chr13	13q22.1	74230783	16	16	2	18	7.254	0.907	8.1612	Y	N	chr13	73656646
T6050	chr13	13q22.1	74230819	17	237	0	237	107.456	0	107.4558	Y	Y	chr13	73656682
T6050	chr13	13q22.1	74231438	18	0	635	635	0	287.909	287.909001	Y	Y	chr13	73657301
T6050	chr13	13q22.1	74231456	19	0	16	16	0	7.255	7.2544	Y	N	chr13	73657319
T6050	chr13	13q22.1	74231477	20	0	10	10	0	4.534	4.534	Y	N	chr13	73657340
T6050	chr13	13q22.1	74231505	21	1	16	17	0.453	7.253	7.7078	Y	N	chr13	73657368
T6050	chr13	13q22.1	74231525	22	3	17	20	1.359	7.708	9.068	Y	N	chr13	73657388
T6050	chr13	13q22.1	74231551	23	0	11	11	0	4.987	4.9874	Y	N	chr13	73657414
T6050	chr13	13q22.1	74231606	24	0	10	10	0	4.534	4.534	Y	N	chr13	73657469
T6050	chr13	13q22.1	74231619	25	0	3	3	0	1.36	1.3602	Y	N	chr13	73657482
T6050	chr13	13q22.1	75080260	26	3	0	3	1.36	0	1.3602	Y	N	chr13	74506123
T6050	chr13	13q31.1	86116814	27	3	0	3	1.36	0	1.3602	Y	N	chr13	85542679
T6050	chr14	14q21.1	40507891	28	3	0	3	1.36	0	1.3602	Y	N	chr14	40038687
T6050	chr14	14q21.2	43584428	29	7	0	7	3.174	0	3.1738	Y	N	chr14	43115225
T6050	chr14	14q24.3	76530024	30	0	6	6	0	2.72	2.7204	Y	N	chr14	76063681
T6050	chr14	14q31.1	81700331	31	0	6	6	0	2.72	2.7204	Y	N	chr14	81233987
T6050	chr14	14q31.3	85450037	32	0	7	7	0	3.173	3.1738	Y	N	chr14	84983693
T6050	chr14	14q31.3	88383749	33	0	3	3	0	1.36	1.3602	Y	N	chr14	87917405
T6050	chr14	14q32.13	95770259	34	0	6	6	0	2.72	2.7204	Y	N	chr14	95303922
T6050	chr14	14q32.13	96055180	35	5	0	5	2.267	0	2.267	Y	N	chr14	95588843
T6050	chr16	16p12.3	19606392	36	7	0	7	3.173	0	3.1738	Y	N	chr16	19595070
T6050	chr16	16p12.2	22728413	37	6	0	6	2.72	0	2.7204	Y	N	chr16	22717092
T6050	chr17	17q23.2	58468193	38	0	5	5	0	2.267	2.267	Y	N	chr17	60390832
T6050	chr19	19p12	23928815	39	4	0	4	1.814	0	1.8136	Y	N	chr19	23746013
T6050	chr2	2p24.3	13104654	40	0	4	4	0	1.814	1.8136	Y	N	chr2	12964528
T6050	chr2	2p24.1	23744480	41	5	0	5	2.267	0	2.267	Y	N	chr2	23521610
T6050	chr2	2p22.3	35164445	42	3	0	3	1.36	0	1.3602	Y	N	chr2	34939378
T6050	chr2	2p21	44685983	43	0	4	4	0	1.814	1.8136	Y	N	chr2	44458844
T6050	chr2	2p14	66830369	44	3	0	3	1.36	0	1.3602	Y	N	chr2	66603237
T6050	chr2	2p13.3	69927573	45	4	0	4	1.813	0	1.8136	Y	N	chr2	69700441
T6050	chr2	2q11.2	101114625	46	3	0	3	1.36	0	1.3602	Y	N	chr2	100498163
T6050	chr2	2q12.2	107365980	47	10	0	10	4.534	0	4.534	Y	N	chr2	106749524
T6050	chr2	2q12.3	109662541	48	8	0	8	3.627	0	3.6272	Y	N	chr2	109046085
T6050	chr2	2q24.2	160373387	49	0	3	3	0	1.36	1.3602	Y	N	chr2	159516876
T6050	chr2	2q24.2	163452839	50	0	6	6	0	2.72	2.7204	Y	N	chr2	162596329
T6050	chr2	2q33.1	200008550	51	0	4	4	0	1.814	1.8136	Y	N	chr2	199143827
T6050	chr2	2q37.3	240111514	52	0	3	3	0	1.36	1.3602	Y	N	chr2	239189818
T6050	chr20	20q13.13	49436851	53	0	3	3	0	1.36	1.3602	Y	N	chr20	50820314
T6050	chr20	20q13.33	58772180	54	0	3	3	0	1.36	1.3602	Y	N	chr20	60197122
T6050	chr3	3p22.3	33208742	55	0	8	8	0	3.627	3.6272	Y	N	chr3	33167250
T6050	chr3	3p22.3	33924684	56	0	6	6	0	2.72	2.7204	Y	N	chr3	33883192
T6050	chr3	3p21.2	51946029	57	0	5	5	0	2.267	2.267	Y	N	chr3	51912013
T6050	chr3	3q22.1	130945456	58	0	4	4	0	1.814	1.8136	Y	N	chr3	131226612
T6050	chr3	3q22.3	137526169	59	6	0	6	2.72	0	2.7204	Y	N	chr3	137807327
T6050	chr3	3q25.2	152459388	60	0	6	6	0	2.72	2.7204	Y	N	chr3	152741599
T6050	chr4	4p16.2	5184435	61	0	4	4	0	1.813	1.8136	Y	N	chr4	5182708
T6050	chr4	4q13.1	60872205	62	0	5	5	0	2.267	2.267	Y	N	chr4	60006487
T6050	chr4	4q24	104259475	63	0	3	3	0	1.36	1.3602	Y	N	chr4	103338318
T6050	chr4	4q31.1	140778247	64	5	0	5	2.267	0	2.267	Y	N	chr4	139857093
T6050	chr4	4q31.22	146804946	65	0	6	6	0	2.72	2.7204	Y	N	chr4	145883794
T6050	chr5	5p13.3	32899952	66	3	0	3	1.36	0	1.3602	Y	N	chr5	32899846
T6050	chr5	5p13.1	40293340	67	0	6	6	0	2.72	2.7204	Y	N	chr5	40293238
T6050	chr5	5q14.3	83968236	68	3	0	3	1.36	0	1.3602	Y	N	chr5	84672418
T6050	chr5	5q15	94669010	69	3	0	3	1.36	0	1.3602	Y	N	chr5	95333306
T6050	chr5	5q15	96474951	70	4	0	4	1.814	0	1.8136	Y	N	chr5	97139247
T6050	chr5	5q21.2	104069741	71	0	9	9	0	4.081	4.0806	Y	N	chr5	104734040
T6050	chr5	5q35.1	168634724	72	0	5	5	0	2.267	2.267	Y	N	chr5	169207720
T6050	chr6	6p22.3	24014247	73	5	0	5	2.267	0	2.267	Y	N	chr6	24014019
T6050	chr6	6p21.33	30799355	74	6	0	6	2.72	0	2.7204	Y	N	chr6	30831578
T6050	chr6	6p12.3	48657362	75	5	0	5	2.266	0	2.267	Y	N	chr6	48689629
T6050	chr6	6q12	69487825	76	0	5	5	0	2.267	2.267	Y	N	chr6	68777933
T6050	chr6	6q13	70277711	77	0	5	5	0	2.266	2.267	Y	N	chr6	69567819
T6050	chr6	6q27	167938333	78	0	7	7	0	3.174	3.1738	Y	N	chr6	167526141
T6050	chr7	7p14.3	33312638	79	4	0	4	1.814	0	1.8136	Y	N	chr7	33273026
T6050	chr7	7q11.22	70338032	80	0	3	3	0	1.36	1.3602	Y	N	chr7	70873046
T6050	chr7	7q36.1	151622292	81	0	3	3	0	1.36	1.3602	Y	N	chr7	151925207
T6050	chr8	8p12	30023613	82	0	3	3	0	1.36	1.3602	Y	N	chr8	30166097
T6050	chr8	8p11.21	40873225	83	0	6	6	0	2.72	2.7204	Y	N	chr8	41015706
T6050	chr8	8p11.1	43467630	84	0	3	3	0	1.36	1.3602	Y	N	chr8	43612487
T6050	chr8	8q11.23	53298005	85	3	0	3	1.36	0	1.3602	Y	N	chr8	52385445
T6050	chr8	8q13.2	69630941	86	0	6	6	0	2.72	2.7204	Y	N	chr8	68718706
T6050	chr8	8q21.2	85960914	87	0	4	4	0	1.814	1.8136	Y	N	chr8	85048679
T6050	chr8	8q21.3	91967934	88	4	0	4	1.814	0	1.8136	Y	N	chr8	90955706
T6050	chr8	8q24.12	121131982	89	0	7	7	0	3.173	3.1738	Y	N	chr8	120119743
T6050	chr9	9p21.3	24800255	90	0	3	3	0	1.36	1.3602	Y	N	chr9	24800257
T6050	chr9	9p13.3	35722042	91	4	0	4	1.814	0	1.8136	Y	N	chr9	35722045
T6050	chr9	9q22.2	93412733	92	0	4	4	0	1.813	1.8136	Y	N	chr9	90650451
T6050	chr9	9q33.2	125435089	93	0	5	5	0	2.267	2.267	Y	N	chr9	122672810
T6050	chr9	9q34.3	140949510	94	0	4	4	0	1.814	1.8136	Y	N	chr9	138055058
T6050	chrX	Xp22.31	7722528	95	0	5	5	0	2.267	2.267	Y	N	chrX	7754487
T6050	chrX	Xq22.3	107311869	96	5	0	5	2.267	0	2.267	Y	N	chrX	108068639
T4826	chr1	1p36.32	2879167	1	5	0	5	2.897	0	2.897328	N	N	chr1	2962602
T4826	chr1	1p21.3	97983038	2	2	0	2	1.159	0	1.158931	N	N	chr1	97517482
T4826	chr1	1q21.1	142929618	3	5	0	5	2.897	0	2.897328	N	N	chrUn_KI270742v1	148596
T4826	chr1	1q21.1	146733334	4	4	0	4	2.318	0	2.317862	N	N	chr1	147261677
T4826	chr1	1q41	220926756	5	0	3	3	0	1.738	1.738397	N	N	chr1	220753414
T4826	chr13	13q12.3	29708905	6	0	4	4	0	2.318	2.317862	N	N	chr13	29134768
T4826	chr15	15q21.1	47500737	7	3	0	3	1.738	0	1.738397	N	N	chr15	47208540
T4826	chr2	2q14.2	120034223	8	2	0	2	1.159	0	1.158931	N	N	chr2	119276647
T4826	chr2	2q22.2	142277544	9	3	0	3	1.738	0	1.738397	N	N	chr2	141519975
T4826	chr2	2q22.2	142277581	10	3	0	3	1.738	0	1.738397	N	N	chr2	141520012
T4826	chr2	2q22.2	142277627	11	12	21	33	6.954	12.169	19.122364	N	N	chr2	141520058
T4826	chr2	2q22.2	142277662	12	0	8	8	0	4.636	4.635725	N	N	chr2	141520093
T4826	chr21	21p11.2	10125377	13	0	3	3	0	1.738	1.738397	N	N	chr21	9286544
T4826	chr3	3q21.1	122758231	14	6	0	6	3.477	0	3.476794	N	N	chr3	123039384
T4826	chr7	7p21.2	14294124	15	3	0	3	1.738	0	1.738397	N	N	chr7	14254499
T4826	chr7	7p15.3	24711964	16	5	0	5	2.897	0	2.897328	N	N	chr7	24672345
T4826	chr7	7q31.1	114173804	17	3	0	3	1.738	0	1.738397	N	N	chr7	114533749
T4826	chr8	8q21.13	83573530	18	2	0	2	1.158	0	1.158932	N	N	chr8	82661295
T4826	chr9	9q21.32	85327725	19	3	0	3	1.738	0	1.738397	N	N	chr9	82712810
T3256	chr1	1p31.1	70148169	1	3	0	3	1.276	0	1.275788	N	N	chr1	69682486
T3256	chr1	1q24.3	171218916	2	0	5	5	0	2.126	2.126313	N	N	chr1	171249777
T3256	chr1	1q43	240800668	3	0	6	6	0	2.552	2.551576	N	N	chr1	240637368
T3256	chr10	10p13	17253012	4	0	4	4	0	1.701	1.701051	N	N	chr10	17211013
T3256	chr10	10p12.32	18671104	5	4	0	4	1.701	0	1.701051	N	N	chr10	18382175
T3256	chr11	11p13	32995929	6	3	0	3	1.276	0	1.275788	N	N	chr11	32974383
T3256	chr11	11q24.1	121595912	7	0	4	4	0	1.701	1.701051	N	N	chr11	121725204
T3256	chr12	12q21.31	84343891	8	0	8	8	0	3.402	3.402101	N	N	chr12	83950112
T3256	chr13	13q21.33	69989904	9	10	0	10	4.252	0	4.252627	N	N	chr13	69415772
T3256	chr14	14q31.1	79781460	10	4	0	4	1.701	0	1.701051	N	N	chr14	79315117
T3256	chr15	15q22.2	59609904	11	4	0	4	1.701	0	1.701051	N	N	chr15	59317705
T3256	chr16	16p13.13	10742205	12	0	6	6	0	2.552	2.551576	N	N	chr16	10648348
T3256	chr16	16p11.2	30027701	13	4	0	4	1.701	0	1.701051	N	N	chr16	30016380
T3256	chr17	17p12	15375214	14	0	4	4	0	1.701	1.701051	N	N	chr17	15471900
T3256	chr17	17q21.2	38512014	15	0	114	114	0	48.479	48.479942	N	N	chr17	40355762
T3256	chr17	17q21.2	38512088	16	0	4	4	0	1.701	1.701051	N	N	chr17	40355836
T3256	chr17	17q21.2	38512097	17	0	9	9	0	3.828	3.827364	N	N	chr17	40355845
T3256	chr17	17q21.2	38512144	18	0	11	11	0	4.678	4.67789	N	N	chr17	40355892
T3256	chr17	17q21.2	38635844	19	6	1	7	2.552	0.425	2.976839	N	N	chr17	40479592
T3256	chr17	17q21.2	38635893	20	3	2	5	1.276	0.85	2.126314	N	N	chr17	40479641
T3256	chr17	17q21.2	38635917	21	17	1	18	7.229	0.425	7.654729	N	N	chr17	40479665
T3256	chr17	17q21.2	38635974	22	322	0	322	136.934	0	136.934572	N	N	chr17	40479722
T3256	chr17	17q21.31	44226764	23	0	3	3	0	1.276	1.275788	N	N	chr17	46149398
T3256	chr18	18q23	74297032	24	0	3	3	0	1.276	1.275788	N	N	chr18	76585075
T3256	chr2	2p25.1	11784367	25	3	0	3	1.276	0	1.275788	N	N	chr2	11644241
T3256	chr2	2p22.1	40693351	26	3	0	3	1.276	0	1.275788	N	N	chr2	40466211
T3256	chr2	2p15	63641857	27	0	5	5	0	2.126	2.126313	N	N	chr2	63414722
T3256	chr20	20q12	39196697	28	5	0	5	2.126	0	2.126313	N	N	chr20	40568057
T3256	chr22	22q12.2	31689689	29	5	0	5	2.126	0	2.126314	N	N	chr22	31293703
T3256	chr3	3p22.2	36639977	30	6	0	6	2.552	0	2.551576	N	N	chr3	36598485
