group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	truth_vir_pos	pred_insertion_name	pred_chr_pos	pred_vir_pos	total_reads
HPV_sim_7sample_50insert	chr19~50944417~50945416~+~HPV35~5247~6246~-	chr19	50945416	HPV35	6246	chr19~50945417~+~HPV35~6247~-	50945417	6247	119
HPV_sim_7sample_50insert	chr19~33719392~33720391~+~HPV16~5407~6406~+	chr19	33720391	HPV16	5407	chr19~33720392~+~HPV16~5406~+	33720392	5406	117
HPV_sim_7sample_50insert	chr14~28350837~28351836~-~HPV33~6198~7197~-	chr14	28350837	HPV33	7197	HPV33~7198~+~chr14~28350836~+	28350836	7198	117
HPV_sim_7sample_50insert	chr22~45123041~45124040~+~HPV33~6461~7460~-	chr22	45124040	HPV33	7460	chr22~45124041~+~HPV33~7461~-	45124041	7461	117
HPV_sim_7sample_50insert	chr11~128452705~128453704~-~HPV35~6421~7420~-	chr11	128452705	HPV35	7420	HPV35~7421~+~chr11~128452704~+	128452704	7421	113
HPV_sim_7sample_50insert	chr5~147888726~147889725~-~HPV16~3526~4525~-	chr5	147888726	HPV16	4525	HPV16~4526~+~chr5~147888725~+	147888725	4526	112
HPV_sim_7sample_50insert	chr2~15501003~15502002~-~HPV16~3369~4368~-	chr2	15501003	HPV16	4368	HPV16~4369~+~chr2~15501002~+	15501002	4369	111
HPV_sim_7sample_50insert	chr10~125924762~125925761~-~HPV33~6179~7178~-	chr10	125924762	HPV33	7178	HPV33~7180~+~chr10~125924762~+	125924762	7180	111
HPV_sim_7sample_50insert	chr18~70954795~70955794~-~HPV16~4018~5017~+	chr18	70954795	HPV16	4018	HPV16~4017~-~chr18~70954794~+	70954794	4017	109
HPV_sim_7sample_50insert	chr8~101421881~101422880~+~HPV16~2525~3524~-	chr8	101422880	HPV16	3524	chr8~101422881~+~HPV16~3525~-	101422881	3525	107
HPV_sim_7sample_50insert	chr2~89107074~89108073~-~HPV35~2358~3357~-	chr2	89107074	HPV35	3357	HPV35~3359~+~chr2~89107074~+	89107074	3359	99
HPV_sim_7sample_50insert	chr17~20412793~20413792~-~HPV16~5811~6810~+	chr17	20412793	HPV16	5811	HPV16~5811~-~chr17~20412791~+	20412791	5811	99
HPV_sim_7sample_50insert	chrX~90606090~90607089~-~HPV35~1541~2540~-	chrX	90606090	HPV35	2540	HPV35~2541~+~chrX~90606089~+	90606089	2541	96
HPV_sim_7sample_50insert	NA	chrY	NA	HPV18	NA	HPV18~1687~+~chrY~520189~+	520189	1687	86
HPV_sim_7sample_50insert	chr21~43168886~43169885~-~HPV33~551~1550~+	chr21	43168886	HPV33	551	HPV33~550~-~chr21~43168885~+	43168885	550	84
HPV_sim_7sample_50insert	chr1~108408132~108409131~-~HPV35~3592~4591~+	chr1	108408132	HPV35	3592	chr1~108286248~+~HPV35~3591~+	108286248	3591	84
HPV_sim_7sample_50insert	chr4~16110010~16111009~-~HPV18~5869~6868~-	chr4	16110010	HPV18	6868	HPV18~6869~+~chr4~16110009~+	16110009	6869	82
HPV_sim_7sample_50insert	chrY~23470432~23471431~-~HPV45~3914~4913~-	chrY	23470432	HPV45	4913	HPV45~4914~+~chrY~23470431~+	23470431	4914	80
HPV_sim_7sample_50insert	chrX~62502247~62503246~-~HPV16~5021~6020~-	chrX	62502247	HPV16	6020	HPV16~5940~+~chrX~62502567~+	62502567	5940	79
HPV_sim_7sample_50insert	chr15~28320458~28321457~+~HPV35~3041~4040~-	chr15	28321457	HPV35	4040	chr15~28321458~+~HPV35~4041~-	28321458	4041	76
HPV_sim_7sample_50insert	chrX~520190~521189~-~HPV18~687~1686~-	chrX	520190	HPV18	1686	HPV18~1687~+~chrX~520189~+	520189	1687	74
HPV_sim_7sample_50insert	chr16~34359485~34360484~-~HPV33~2290~3289~+	chr16	34359485	HPV33	2290	chr16~35052343~+~HPV33~2288~+	35052343	2288	70
HPV_sim_7sample_50insert	chrY~23470432~23471431~-~HPV45~3914~4913~-	chrY	23470432	HPV45	4913	chrY~26200180~+~HPV45~4914~-	26200180	4914	69
HPV_sim_7sample_50insert	chr7~76498323~76499322~+~HPV39~4977~5976~-	chr7	76499322	HPV39	5976	chr7~76499323~+~HPV39~5977~-	76499323	5977	66
HPV_sim_7sample_50insert	chr1~108408132~108409131~-~HPV35~3592~4591~+	chr1	108408132	HPV35	3592	HPV35~3593~-~chr1~108408129~+	108408129	3593	63
HPV_sim_7sample_50insert	chr22~15975736~15976735~+~HPV45~5961~6960~+	chr22	15976735	HPV45	5961	chr22~15976736~+~HPV45~5960~+	15976736	5960	62
HPV_sim_7sample_50insert	chr15~28320458~28321457~+~HPV35~3041~4040~-	chr15	28321457	HPV35	4040	HPV35~4041~+~chr15~28590164~+	28590164	4041	62
HPV_sim_7sample_50insert	chr21~13860569~13861568~+~HPV33~6640~7639~+	chr21	13861568	HPV33	6640	HPV33~550~-~chr21~6560568~+	6560568	550	56
HPV_sim_7sample_50insert	chr16~34359485~34360484~-~HPV33~2290~3289~+	chr16	34359485	HPV33	2290	HPV33~2289~-~chr16~34359484~+	34359484	2289	53
HPV_sim_7sample_50insert	chrX~62502247~62503246~-~HPV16~5021~6020~-	chrX	62502247	HPV16	6020	chrX~62408479~+~HPV16~5940~-	62408479	5940	49
HPV_sim_7sample_50insert	chr2~89107074~89108073~-~HPV35~2358~3357~-	chr2	89107074	HPV35	3357	chr2~90093542~+~HPV35~3359~-	90093542	3359	41
HPV_sim_7sample_50insert	NA	chrY	NA	HPV35	NA	HPV35~2543~+~chrY~4183828~+	4183828	2543	38
HPV_sim_7sample_50insert	chr17~20412793~20413792~-~HPV16~5811~6810~+	chr17	20412793	HPV16	5811	HPV16~5811~-~chr17~16784233~+	16784233	5811	38
HPV_sim_7sample_50insert	chr7~102623272~102624271~+~HPV39~2221~3220~+	chr7	102624271	HPV39	2221	chr7~102525182~+~HPV39~2220~+	102525182	2220	32
HPV_sim_7sample_50insert	chr11~60937973~60938972~+~HPV39~6273~7272~-	chr11	60938972	HPV39	7272	HPV39~5531~+~chr11~49735653~+	49735653	5531	24
HPV_sim_7sample_50insert	chr6~58096039~58097038~+~HPV31~5790~6789~-	chr6	58097038	HPV31	6789	chr6~60848739~+~HPV31~6790~-	60848739	6790	14
HPV_sim_7sample_50insert	chrX~84382560~84383559~-~HPV16~92~1091~+	chrX	84382560	HPV16	92	chrX~89943054~+~HPV16~4519~+	89943054	4519	11
HPV_sim_7sample_50insert	NA	chr22	NA	HPV68	NA	HPV68~2696~+~chr22~44760855~+	44760855	2696	5
HPV_sim_7sample_50insert	chrX~62697957~62698956~+~HPV33~3595~4594~+	chrX	62698956	HPV33	3595	chrX~91636621~+~HPV33~5215~-	91636621	5215	3
HPV_sim_7sample_50insert	chr18~62615764~62616763~-~HPV39~4175~5174~-	chr18	62615764	HPV39	5174	chr18~74626321~+~HPV39~6722~+	74626321	6722	3
HPV_sim_7sample_50insert	chr19~21247122~21248121~-~HPV45~3895~4894~+	chr19	21247122	HPV45	3895	chr19~21373375~+~HPV45~3894~+	21373375	3894	1
HPV_sim_7sample_50insert	chr17~20412793~20413792~-~HPV16~5811~6810~+	chr17	20412793	HPV16	5811	chr17~18531387~+~HPV16~6037~+	18531387	6037	1
HPV_sim_7sample_50insert	chr11~79889526~79890525~+~HPV31~3349~4348~-	chr11	79890525	HPV31	4348	HPV31~3867~-~chr11~62355962~+	62355962	3867	1
HPV_sim_7sample_50insert	chrY~25986471~25987470~-~HPV33~775~1774~+	chrY	25986471	HPV33	775	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr3~91555828~91556827~-~HPV35~3913~4912~+	chr3	91555828	HPV35	3913	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr15~21932575~21933574~+~HPV35~264~1263~+	chr15	21933574	HPV35	264	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr10~41311616~41312615~-~HPV35~5972~6971~+	chr10	41311616	HPV35	5972	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr21~11933145~11934144~+~HPV16~5786~6785~-	chr21	11934144	HPV16	6785	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr11~52221788~52222787~-~HPV16~6165~7164~+	chr11	52221788	HPV16	6165	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr15~18739695~18740694~-~HPV18~157~1156~+	chr15	18739695	HPV18	157	NA	NA	NA	NA
HPV_sim_7sample_50insert	chr20~26976966~26977965~-~HPV18~6311~7310~+	chr20	26976966	HPV18	6311	NA	NA	NA	NA
