TCGA	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	chr8~127891108~+~HPV16~3633~-	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6,PVT1_3^ENSG00000278324.1
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	chr8~127794671~+~HPV16~4916~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	HPV16~874~+~chr8~127795893~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	HPV16~3633~+~chr8~127855162~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	HPV16~3633~+~chr8~127819908~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	HPV16~227~+~chr8~127855154~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	HPV16~3633~+~chr8~127816827~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	chr8~127796072~+~HPV16~578~-	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	chr8~127813156~+~HPV16~1960~+	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6
CESC	CESC-C5-A2M1-TP	RNA	chr8	HPV16	chr8~127794735~+~HPV16~578~-	18.41	15.57	0.24	1.00	PVT1^ENSG00000249859.6,PVT1_1^ENSG00000276443.1,MIR1204^ENSG00000275264.1
CESC	CESC-PN-A8MA-TP	RNA	chr14	HPV16	HPV16~3524~+~chr14~36661495~+	41.38	27.99	0.56	1.00	RP11-964E11.2^ENSG00000258661.1,PAX9^ENSG00000198807.11
CESC	CESC-PN-A8MA-TP	RNA	chr14	HPV16	HPV16~881~+~chr14~36661696~+	41.38	27.99	0.56	1.00	RP11-964E11.2^ENSG00000258661.1,PAX9^ENSG00000198807.11
CESC	CESC-PN-A8MA-TP	RNA	chr14	HPV16	chr14~37517576~+~HPV16~7292~+	12.18	12.97	-0.09	0.15	MIPOL1^ENSG00000151338.17
CESC	CESC-PN-A8MA-TP	RNA	chr14	HPV16	HPV16~227~+~chr14~36661696~+	41.38	27.99	0.56	1.00	RP11-964E11.2^ENSG00000258661.1,PAX9^ENSG00000198807.11
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	chr14~91093953~+~HPV16~881~-	34.54	17.14	1.01	1.00	C14orf159^ENSG00000133943.19,RNU7-30P^ENSG00000252644.1
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	chr14~91096882~+~HPV16~2597~-	34.54	17.14	1.01	1.00	C14orf159^ENSG00000133943.19,RNU7-30P^ENSG00000252644.1
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	chr14~91096884~+~HPV16~1286~-	34.54	17.14	1.01	1.00	C14orf159^ENSG00000133943.19,RNU7-30P^ENSG00000252644.1
HNSC	HNSC-P3-A5QF-TP	RNA	chr4	HPV16	HPV16~881~+~chr4~38115709~+	17.61	16.78	0.07	0.89	TBC1D1^ENSG00000065882.14
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	chr14~91095636~+~HPV16~892~-	34.54	17.14	1.01	1.00	C14orf159^ENSG00000133943.19,RNU7-30P^ENSG00000252644.1
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	chr14~91122431~+~HPV16~883~-	31.37	18.20	0.79	1.00	C14orf159^ENSG00000133943.19,SNORA11B^ENSG00000221102.1
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	chr14~91170204~+~HPV16~886~-	17.85	16.66	0.10	0.95	C14orf159^ENSG00000133943.19
HNSC	HNSC-P3-A5QF-TP	RNA	chr14	HPV16	HPV16~1211~+~chr14~91160285~+	17.85	16.66	0.10	0.95	C14orf159^ENSG00000133943.19
HNSC	HNSC-P3-A5QF-TP	RNA	chr4	HPV16	HPV16~227~+~chr4~38115709~+	17.61	16.78	0.07	0.88	TBC1D1^ENSG00000065882.14
CESC	CESC-EK-A2IP-TP	RNA	chr3	HPV16	HPV16~881~+~chr3~89114382~+	20.72	11.45	0.86	1.00	EPHA3^ENSG00000044524.9
CESC	CESC-EK-A2IP-TP	RNA	chr8	HPV45	chr8~127290061~+~HPV45~930~-	31.21	15.46	1.01	0.99	CASC8^ENSG00000246228.5,RP11-382A18.3^ENSG00000271509.1
CESC	CESC-EK-A2IP-TP	RNA	chr3	HPV16	chr3~89119620~+~HPV16~5625~+	20.72	11.45	0.86	1.00	EPHA3^ENSG00000044524.9
CESC	CESC-EK-A2IP-TP	RNA	chr3	HPV16	HPV16~881~+~chr3~89127208~+	20.72	11.45	0.86	1.00	EPHA3^ENSG00000044524.9
CESC	CESC-EK-A2IP-TP	RNA	chr3	HPV16	chr3~89209878~+~HPV16~214~-	20.72	11.45	0.86	1.00	EPHA3^ENSG00000044524.9
CESC	CESC-EK-A2IP-TP	RNA	chr3	HPV16	HPV16~227~+~chr3~89209858~+	20.72	11.45	0.86	1.00	EPHA3^ENSG00000044524.9
CESC	CESC-EK-A2IP-TP	RNA	chr3	HPV16	HPV16~227~+~chr3~89127208~+	20.72	11.45	0.86	1.00	EPHA3^ENSG00000044524.9
CESC	CESC-EK-A2IP-TP	RNA	chr8	HPV45	chr8~127290061~+~HPV45~231~-	31.21	15.46	1.01	0.99	CASC8^ENSG00000246228.5,RP11-382A18.3^ENSG00000271509.1
CESC	CESC-DS-A7WI-TP	RNA	chr17	HPV16	HPV16~3390~-~chr17~37540378~+	16.26	15.97	0.03	0.79	SYNRG^ENSG00000275066.3
CESC	CESC-DS-A7WI-TP	RNA	chr17	HPV16	HPV16~3390~-~chr17~37539191~+	16.26	15.97	0.03	0.79	SYNRG^ENSG00000275066.3
HNSC	HNSC-HD-7832-TP	RNA	chr21	HPV33	chr21~35097908~+~HPV33~895~-	17.09	17.13	-0.00	0.45	RUNX1^ENSG00000159216.17
HNSC	HNSC-HD-7832-TP	RNA	chr21	HPV33	chr21~35097910~+~HPV33~233~-	17.09	17.13	-0.00	0.44	RUNX1^ENSG00000159216.17
HNSC	HNSC-HD-7832-TP	RNA	chr21	HPV33	chr21~35098844~+~HPV33~1998~-	17.09	17.13	-0.00	0.45	RUNX1^ENSG00000159216.17
HNSC	HNSC-HD-7832-TP	RNA	chr21	HPV33	chr21~35098060~+~HPV33~776~+	17.09	17.13	-0.00	0.45	RUNX1^ENSG00000159216.17
HNSC	HNSC-HD-7832-TP	RNA	chr12	HPV33	chr12~52473761~+~HPV33~506~+	21.07	21.76	-0.05	0.39	KRT6C^ENSG00000170465.9,AC055736.4^ENSG00000281474.1
CESC	CESC-FU-A770-TP	RNA	chrY	HPV16	chrY~2408377~+~HPV16~3498~-	0.00	0.00	0.00	0.50	DHRSX^ENSGR0000169084.11
CESC	CESC-FU-A770-TP	RNA	chrX	HPV16	chrX~2408377~+~HPV16~3498~-	16.86	16.90	-0.00	0.48	DHRSX^ENSG00000169084.11
LIHC	LIHC-G3-A3CH-NT	RNA	chr4	HBV	NC_003977_3182nt_Hepatitis_B_virus~1819~+~chr4~69065419~+	55.79	43.08	0.37	0.98	UGT2B11^ENSG00000213759.7,UGT2B7^ENSG00000171234.12,RP13-644M16.5^ENSG00000248763.2
LIHC	LIHC-G3-A3CH-NT	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~1786~+~chr15~33376081~+	10.01	10.04	-0.00	0.51	RYR3^ENSG00000198838.10
LIHC	LIHC-G3-A3CH-NT	RNA	chr2	HBV	NC_003977_3182nt_Hepatitis_B_virus~1803~+~chr2~99798957~+	13.60	14.16	-0.06	0.26	AFF3^ENSG00000144218.17
LIHC	LIHC-G3-A3CH-NT	RNA	chr10	HBV	NC_003977_3182nt_Hepatitis_B_virus~1590~+~chr10~94341506~+	30.40	30.29	0.01	0.57	PLCE1^ENSG00000138193.13,NOC3L^ENSG00000173145.10
LIHC	LIHC-G3-A3CH-NT	RNA	chr2	HBV	chr2~215425286~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	23.34	22.78	0.04	0.74	FN1^ENSG00000115414.17
LIHC	LIHC-G3-A3CH-NT	RNA	chr5	HBV	chr5~87104954~+~NC_003977_3182nt_Hepatitis_B_virus~1800~-	22.69	0.81	4.80	1.00	RP11-72L22.1^ENSG00000249061.1,RN7SKP34^ENSG00000251951.1,MIR4280^ENSG00000265919.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr21	HBV	NC_003977_3182nt_Hepatitis_B_virus~1794~+~chr21~13311684~+	12.72	0.96	3.72	0.99	AJ239318.1^ENSG00000280108.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr21	HBV	NC_003977_3182nt_Hepatitis_B_virus~1794~+~chr21~28019893~+	0.00	0.27	-4.80	0.43	LINC00314^ENSG00000178457.3
LIHC	LIHC-G3-A3CH-NT	RNA	chr7	HBV	chr7~36607494~+~NC_003977_3182nt_Hepatitis_B_virus~1812~-	16.54	18.03	-0.12	0.66	AOAH^ENSG00000136250.10,AOAH-IT1^ENSG00000230539.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr3	HBV	chr3~399058~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	13.43	8.21	0.71	0.86	CHL1^ENSG00000134121.8
LIHC	LIHC-G3-A3CH-NT	RNA	chr14	HBV	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr14~93350900~+	11.23	13.46	-0.26	0.61	UNC79^ENSG00000133958.12,COX8C^ENSG00000187581.2
LIHC	LIHC-G3-A3CH-NT	RNA	chr1	HBV	chr1~59530803~+~NC_003977_3182nt_Hepatitis_B_virus~1827~-	17.28	18.11	-0.07	0.30	FGGY^ENSG00000172456.15
LIHC	LIHC-G3-A3CH-NT	RNA	chr1	HBV	chr1~57441030~+~NC_003977_3182nt_Hepatitis_B_virus~1601~-	14.31	13.53	0.08	0.59	DAB1^ENSG00000173406.14
LIHC	LIHC-G3-A3CH-NT	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~1791~+~chr15~54584451~+	13.47	3.21	2.07	1.00	UNC13C^ENSG00000137766.15
LIHC	LIHC-G3-A3CH-NT	RNA	chr6	HBV	NC_003977_3182nt_Hepatitis_B_virus~1736~+~chr6~151742749~+	16.69	13.22	0.34	0.90	ESR1^ENSG00000091831.20
LIHC	LIHC-G3-A3CH-NT	RNA	chr20	HBV	chr20~24490451~+~NC_003977_3182nt_Hepatitis_B_virus~1762~-	9.51	7.62	0.32	0.54	SYNDIG1^ENSG00000101463.5,RP11-526K17.2^ENSG00000228539.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr16	HBV	NC_003977_3182nt_Hepatitis_B_virus~1822~+~chr16~19840435~+	13.83	13.60	0.02	0.56	IQCK^ENSG00000174628.15
LIHC	LIHC-G3-A3CH-NT	RNA	chr4	HBV	chr4~139028438~+~NC_003977_3182nt_Hepatitis_B_virus~1764~-	33.15	31.84	0.06	0.77	CCRN4L^ENSG00000151014.5,ELF2^ENSG00000109381.18
LIHC	LIHC-G3-A3CH-NT	RNA	chr12	HBV	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr12~75140100~+	12.56	5.85	1.10	0.89	KCNC2^ENSG00000166006.11
LIHC	LIHC-G3-A3CH-NT	RNA	chr12	HBV	NC_003977_3182nt_Hepatitis_B_virus~1936~+~chr12~76297549~+	9.75	7.31	0.41	0.47	RP11-54A9.1^ENSG00000257219.4
LIHC	LIHC-G3-A3CH-NT	RNA	chr10	HBV	NC_003977_3182nt_Hepatitis_B_virus~1823~+~chr10~46608303~+	24.42	15.94	0.62	0.97	RP11-38L15.2^ENSG00000229227.7,FAM35BP^ENSG00000165874.11
LIHC	LIHC-G3-A3CH-NT	RNA	chr10	HBV	chr10~87193524~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	18.41	17.85	0.04	0.85	FAM35A^ENSG00000122376.10
LIHC	LIHC-G3-A3CH-NT	RNA	chr7	HBV	chr7~53038354~+~NC_003977_3182nt_Hepatitis_B_virus~1818~-	0.00	0.11	-3.57	0.40	POM121L12^ENSG00000221900.5
LIHC	LIHC-G3-A3CH-NT	RNA	chr9	HBV	chr9~95903577~+~NC_003977_3182nt_Hepatitis_B_virus~1752~-	14.47	14.40	0.01	0.59	ERCC6L2^ENSG00000182150.14,RNA5SP289^ENSG00000199202.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr4	HBV	NC_003977_3182nt_Hepatitis_B_virus~1711~+~chr4~39043292~+	18.14	18.05	0.01	0.58	KLHL5^ENSG00000109790.15
LIHC	LIHC-G3-A3CH-NT	RNA	chr11	HBV	chr11~124400949~+~NC_003977_3182nt_Hepatitis_B_virus~1818~-	0.00	0.27	-4.80	0.59	OR8B3^ENSG00000196661.3,OR8X1P^ENSG00000255048.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr7	HBV	NC_003977_3182nt_Hepatitis_B_virus~1914~+~chr7~27631627~+	21.25	20.38	0.06	0.82	HIBADH^ENSG00000106049.7
LIHC	LIHC-G3-A3CH-NT	RNA	chr18	HBV	chr18~15060138~+~NC_003977_3182nt_Hepatitis_B_virus~1794~-	0.00	0.26	-4.78	0.36	AP005242.1^ENSG00000278923.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr12	HBV	chr12~30623678~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	17.79	17.49	0.02	0.77	IPO8^ENSG00000133704.8
LIHC	LIHC-G3-A3CH-NT	RNA	chr6	HBV	NC_003977_3182nt_Hepatitis_B_virus~1826~+~chr6~26013304~+	17.04	33.50	-0.97	0.10	U91328.22^ENSG00000272810.1,HIST1H1PS2^ENSG00000224447.1,HIST1H1A^ENSG00000124610.4,HIST1H3A^ENSG00000275714.1,HIST1H4A^ENSG00000278637.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr16	HBV	NC_003977_3182nt_Hepatitis_B_virus~1675~+~chr16~20461712~+	20.88	18.92	0.14	0.85	ACSM2A^ENSG00000183747.10
LIHC	LIHC-G3-A3CH-NT	RNA	chr4	HBV	chr4~185045357~+~NC_003977_3182nt_Hepatitis_B_virus~1819~-	0.00	0.33	-5.07	0.53	RP11-386B13.3^ENSG00000250754.4
LIHC	LIHC-G3-A3CH-NT	RNA	chr3	HBV	chr3~94053565~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-	46.73	45.67	0.03	0.75	ARL13B^ENSG00000169379.14,DHFRL1^ENSG00000178700.6,NSUN3^ENSG00000178694.8
LIHC	LIHC-G3-A3CH-NT	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~1740~+~chr15~24943161~+	19.02	18.50	0.04	0.66	SNRPN^ENSG00000128739.19
LIHC	LIHC-G3-A3CH-NT	RNA	chr3	HBV	chr3~54617812~+~NC_003977_3182nt_Hepatitis_B_virus~1634~-	22.19	21.93	0.02	0.37	CACNA2D3^ENSG00000157445.13,RPS15P5^ENSG00000229806.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr10	HBV	chr10~47733445~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	14.07	13.03	0.11	0.71	FAM35DP^ENSG00000189014.7
LIHC	LIHC-G3-A3CH-NT	RNA	chr13	HBV	NC_003977_3182nt_Hepatitis_B_virus~1821~+~chr13~101926943~+	10.56	11.26	-0.09	0.32	FGF14^ENSG00000102466.14
LIHC	LIHC-G3-A3CH-NT	RNA	chr4	HBV	chr4~76546777~+~NC_003977_3182nt_Hepatitis_B_virus~1811~-	16.42	15.98	0.04	0.61	SHROOM3^ENSG00000138771.13
LIHC	LIHC-G3-A3CH-NT	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~436~+~chr15~54622325~+	13.47	3.21	2.07	1.00	UNC13C^ENSG00000137766.15
LIHC	LIHC-G3-A3CH-NT	RNA	chr11	HBV	NC_003977_3182nt_Hepatitis_B_virus~1824~+~chr11~82265736~+	0.00	2.56	-8.00	0.30	RP11-179A16.1^ENSG00000245832.5
LIHC	LIHC-G3-A3CH-NT	RNA	chr6	HBV	chr6~84548290~+~NC_003977_3182nt_Hepatitis_B_virus~1738~-	0.00	5.52	-9.11	0.26	RP1-90L14.1^ENSG00000231776.4
LIHC	LIHC-G3-A3CH-NT	RNA	chr2	HBV	NC_003977_3182nt_Hepatitis_B_virus~1734~+~chr2~200370977~+	18.83	19.58	-0.06	0.62	SPATS2L^ENSG00000196141.11,RNY4P34^ENSG00000201649.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr12	HBV	NC_003977_3182nt_Hepatitis_B_virus~1817~+~chr12~21179622~+	22.37	20.19	0.15	0.92	SLCO1B1^ENSG00000134538.2
LIHC	LIHC-G3-A3CH-NT	RNA	chr8	HBV	NC_003977_3182nt_Hepatitis_B_virus~1795~+~chr8~52207243~+	8.50	6.24	0.44	0.75	ST18^ENSG00000147488.10,RP11-26M5.2^ENSG00000253551.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr10	HBV	chr10~31194570~+~NC_003977_3182nt_Hepatitis_B_virus~1851~-	8.85	4.31	1.03	0.74	RP11-192P3.4^ENSG00000272381.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr18	HBV	chr18~69845703~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	28.73	22.05	0.38	1.00	DOK6^ENSG00000206052.9,CD226^ENSG00000150637.7
LIHC	LIHC-G3-A3CH-NT	RNA	chr14	HBV	chr14~19368655~+~NC_003977_3182nt_Hepatitis_B_virus~1809~-	0.00	3.95	-8.63	0.32	LINC01297^ENSG00000274827.3,CTD-2311B13.9^ENSG00000278301.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr20	HBV	NC_003977_3182nt_Hepatitis_B_virus~1794~+~chr20~50323855~+	26.23	27.85	-0.09	0.17	LINC01270^ENSG00000203999.7,LINC01271^ENSG00000233077.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr4	HBV	chr4~17492923~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	21.29	20.14	0.08	0.86	QDPR^ENSG00000151552.10
LIHC	LIHC-G3-A3CH-NT	RNA	chr16	HBV	NC_003977_3182nt_Hepatitis_B_virus~1740~+~chr16~17984350~+	0.00	0.92	-6.54	0.50	CTA-481E9.4^ENSG00000259929.4
LIHC	LIHC-G3-A3CH-NT	RNA	chr21	HBV	chr21~6905449~+~NC_003977_3182nt_Hepatitis_B_virus~1736~-	10.87	2.26	2.26	0.95	CH507-210P18.4^ENSG00000278955.1,CH507-210P18.3^ENSG00000280172.1,CH507-210P18.5^ENSG00000279751.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr21	HBV	chr21~13770497~+~NC_003977_3182nt_Hepatitis_B_virus~1736~-	0.00	1.19	-6.91	0.44	FEM1AP1^ENSG00000229231.1,AL050303.7^ENSG00000224922.1,TERF1P1^ENSG00000173231.6
LIHC	LIHC-G3-A3CH-NT	RNA	chr6	HBV	NC_003977_3182nt_Hepatitis_B_virus~3129~+~chr6~165518823~+	12.27	11.42	0.10	0.75	PDE10A^ENSG00000112541.12
LIHC	LIHC-G3-A3CH-NT	RNA	chr1	HBV	NC_003977_3182nt_Hepatitis_B_virus~1831~+~chr1~46926130~+	23.77	20.66	0.20	0.96	CYP4A11^ENSG00000187048.11
LIHC	LIHC-G3-A3CH-NT	RNA	chr5	HBV	chr5~29607423~+~NC_003977_3182nt_Hepatitis_B_virus~1826~-	0.00	0.20	-4.41	0.49	UBL5P1^ENSG00000248418.2
LIHC	LIHC-G3-A3CH-NT	RNA	chr14	HBV	NC_003977_3182nt_Hepatitis_B_virus~1809~+~chr14~19031364~+	0.00	4.63	-8.86	0.22	CTD-2314B22.1^ENSG00000258314.3,RP11-146E13.8^ENSG00000274369.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr10	HBV	chr10~62084636~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	15.64	15.77	-0.01	0.46	ARID5B^ENSG00000150347.13
LIHC	LIHC-G3-A3CH-NT	RNA	chr12	HBV	NC_003977_3182nt_Hepatitis_B_virus~1830~+~chr12~72653618~+	11.86	8.92	0.41	0.66	TRHDE^ENSG00000072657.7
LIHC	LIHC-G3-A3CH-NT	RNA	chr22	HBV	NC_003977_3182nt_Hepatitis_B_virus~1809~+~chr22~15753991~+	0.00	5.15	-9.01	0.29	LA16c-83F12.6^ENSG00000225255.5,GRAMD4P2^ENSG00000235992.1
LIHC	LIHC-G3-A3CH-NT	RNA	chr8	HBV	NC_003977_3182nt_Hepatitis_B_virus~1830~+~chr8~33604891~+	21.09	14.82	0.51	0.73	DUSP26^ENSG00000133878.7,RP11-317N12.1^ENSG00000253642.4
LIHC	LIHC-G3-A3CH-NT	RNA	chr5	HBV	NC_003977_3182nt_Hepatitis_B_virus~1810~+~chr5~135954897~+	34.52	29.82	0.21	0.82	LECT2^ENSG00000145826.7,FBXL21^ENSG00000164616.13
BLCA	BLCA-GC-A3I6-TP	RNA	chr20	HPV16	HPV16~3383~-~chr20~31721654~+	58.69	41.70	0.49	1.00	BCL2L1^ENSG00000171552.11,RP11-243J16.7^ENSG00000236559.1,ABALON^ENSG00000281376.1
BLCA	BLCA-GC-A3I6-TP	RNA	chr20	HPV16	HPV16~6074~+~chr20~31712239~+	58.69	41.70	0.49	1.00	BCL2L1^ENSG00000171552.11,RP11-243J16.7^ENSG00000236559.1,ABALON^ENSG00000281376.1
LIHC	LIHC-DD-AADC-TP	RNA	chr10	HBV	chr10~125156931~+~NC_003977_3182nt_Hepatitis_B_virus~1826~-	17.37	15.14	0.20	0.91	CTBP2^ENSG00000175029.15,MRPS21P6^ENSG00000214298.3
LIHC	LIHC-DD-AADC-TP	RNA	chr10	HBV	NC_003977_3182nt_Hepatitis_B_virus~283~-~chr10~125158634~+	17.37	15.14	0.20	0.91	CTBP2^ENSG00000175029.15,MRPS21P6^ENSG00000214298.3
LIHC	LIHC-DD-AADC-TP	RNA	chr21	HBV	chr21~8441571~+~NC_003977_3182nt_Hepatitis_B_virus~1763~-	0.00	9.16	-9.84	0.29	MIR6724-3^ENSG00000275692.1,pRNA^ENSG00000278775.1,FP236383.7^ENSG00000276737.1,FP236383.5^ENSG00000275783.1,FP236383.1^ENSG00000274519.1,CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
LIHC	LIHC-DD-AADC-TP	RNA	chr21	HBV	chr21~8397351~+~NC_003977_3182nt_Hepatitis_B_virus~1763~-	0.00	9.29	-9.86	0.37	CH507-528H12.1^ENSG00000280441.1,MIR6724-3^ENSG00000277379.1,pRNA^ENSG00000274868.1,FP236383.8^ENSG00000276796.1,FP236383.6^ENSG00000276322.1,FP236383.11^ENSG00000277244.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
LIHC	LIHC-DD-AADC-TP	RNA	chr21	HBV	chr21~8258534~+~NC_003977_3182nt_Hepatitis_B_virus~1763~-	11.53	15.32	-0.41	0.13	MIR6724-2^ENSG00000274060.1,pRNA^ENSG00000277671.1,FP671120.5^ENSG00000276104.1,FP671120.1^ENSG00000274426.1,CH507-513H4.5^ENSG00000281383.1,RNA5-8S5^ENSG00000277739.1,FP671120.6^ENSG00000278047.1
LIHC	LIHC-DD-AADC-TP	RNA	chr21	HBV	chr21~8214313~+~NC_003977_3182nt_Hepatitis_B_virus~1763~-	12.09	18.37	-0.60	0.27	CH507-513H4.1^ENSG00000278996.1,MIR6724-3^ENSG00000275950.1,pRNA^ENSG00000275664.1,FP671120.2^ENSG00000275252.1,MIR3648-2^ENSG00000275708.1,MIR3687-2^ENSG00000277437.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
LIHC	LIHC-DD-AADC-TP	RNA	chr10	HBV	NC_003977_3182nt_Hepatitis_B_virus~339~-~chr10~125160317~+	17.37	15.14	0.20	0.91	CTBP2^ENSG00000175029.15,MRPS21P6^ENSG00000214298.3
LIHC	LIHC-DD-AADC-TP	RNA	chr10	HBV	NC_003977_3182nt_Hepatitis_B_virus~26~-~chr10~125156951~+	17.37	15.14	0.20	0.91	CTBP2^ENSG00000175029.15,MRPS21P6^ENSG00000214298.3
LIHC	LIHC-DD-AADG-TP	RNA	chr6	HBV	NC_003977_3182nt_Hepatitis_B_virus~1826~+~chr6~127147290~+	21.53	10.55	1.03	1.00	RSPO3^ENSG00000146374.12
LIHC	LIHC-DD-AADG-TP	RNA	chr6	HBV	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr6~127148647~+	21.53	10.55	1.03	1.00	RSPO3^ENSG00000146374.12
LIHC	LIHC-DD-AADG-TP	RNA	chr6	HBV	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr6~127148647~+	21.53	10.55	1.03	1.00	RSPO3^ENSG00000146374.12
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	HPV16~881~+~chr9~5579830~+	34.21	17.61	0.96	1.00	PDCD1LG2^ENSG00000197646.7,RP11-574F11.3^ENSG00000231509.1
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	HPV16~227~+~chr9~5557617~+	22.09	15.46	0.51	1.00	PDCD1LG2^ENSG00000197646.7
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	chr9~5578120~+~HPV16~3951~+	34.21	17.61	0.96	1.00	PDCD1LG2^ENSG00000197646.7,RP11-574F11.3^ENSG00000231509.1
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	HPV16~229~+~chr9~5569951~+	22.09	15.46	0.51	1.00	PDCD1LG2^ENSG00000197646.7
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	HPV16~2609~+~chr9~5578450~+	34.21	17.61	0.96	1.00	PDCD1LG2^ENSG00000197646.7,RP11-574F11.3^ENSG00000231509.1
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	HPV16~227~+~chr9~5563161~+	22.09	15.46	0.51	1.00	PDCD1LG2^ENSG00000197646.7
HNSC	HNSC-HL-7533-TP	RNA	chr9	HPV16	HPV16~874~+~chr9~5563159~+	22.09	15.46	0.51	1.00	PDCD1LG2^ENSG00000197646.7
LGG	LGG-FG-5962-TP	RNA	chr9	NC_009333_137969nt_Human_gammaherpesvirus_8	NC_009333_137969nt_Human_gammaherpesvirus_8~126436~+~chr9~119313215~+	0.00	17.61	-10.78	0.00	BRINP1^ENSG00000078725.11
LIHC	LIHC-DD-AAE0-TP	RNA	chr19	HBV	chr19~11654147~+~NC_003977_3182nt_Hepatitis_B_virus~1786~-	15.52	11.78	0.40	1.00	CTD-2006C1.6^ENSG00000267500.1
CESC	CESC-VS-A9UR-TP	RNA	chr5	HPV16	HPV16~881~+~chr5~68439094~+	10.32	8.80	0.23	0.38	CTC-537E7.3^ENSG00000248884.1
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	chr11~102952174~+~HPV18~930~-	23.50	14.33	0.71	0.99	MMP13^ENSG00000137745.10
