sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id	sample_read_count	mapped_rpm
GTEX-WYBS-0326-SM-3NM8S	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	62	0	3451	0.02	Nerve_Tibial	72956738	0.849818696663768
GTEX-X4EO-0004-SM-4QARM	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	83308	141	127216	0.74	Cells_EBV-transformed_lymphocytes	33757054	2467.86938220379
GTEX-X4EO-0004-SM-4QARM	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	24267	148	84420	0.489	Cells_EBV-transformed_lymphocytes	33757054	718.87197265496
GTEX-X4EO-0004-SM-4QARM	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	204	0	12137	0.08	Cells_EBV-transformed_lymphocytes	33757054	6.04318137477281
GTEX-WZTO-1626-SM-4PQYR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	64	5	4078	0.024	Artery_Aorta	31975342	2.00154231344891
GTEX-PLZ5-0326-SM-3P614	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1464	0	39555	0.26	Adrenal_Gland	58904399	24.8538313751406
GTEX-WEY5-0001-SM-3P61Z	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	319979	233	133754	0.778	Cells_EBV-transformed_lymphocytes	67934141	4710.13536477925
GTEX-WEY5-0001-SM-3P61Z	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	127911	821	102272	0.592	Cells_EBV-transformed_lymphocytes	67934141	1882.86770270636
GTEX-WEY5-0001-SM-3P61Z	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2502	0	50583	0.332	Cells_EBV-transformed_lymphocytes	67934141	36.8297878381946
GTEX-1R9JW-0226-SM-EVR4K	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	1954	0	48197	0.281	Thyroid	29559149	66.104744761089
GTEX-1R9JW-0226-SM-EVR4K	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	664	21	23293	0.135	Thyroid	29559149	22.4634342483946
GTEX-SE5C-1826-SM-2XCE4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	2654	0.015	Muscle_Skeletal	48555585	1.02974765930634
GTEX-ZT9W-1426-SM-4YCD2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	130	0	6633	0.039	Esophagus_Gastroesophageal_Junction	59505835	2.18465970606076
GTEX-13OVL-0011-R6a-SM-5L3G4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	187	0	11284	0.066	Brain_Nucleus_accumbens_basal_ganglia	41501240	4.50588946257991
GTEX-13OVL-0011-R6a-SM-5L3G4	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	0	3353	0.019	Brain_Nucleus_accumbens_basal_ganglia	41501240	1.20478327876468
GTEX-PLZ6-0926-SM-3P5ZQ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1582	0	38484	0.253	Colon_Transverse	64631502	24.4772278385237
GTEX-PLZ6-0926-SM-3P5ZQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	84	0	4623	0.027	Colon_Transverse	64631502	1.29967581443489
GTEX-X3Y1-0226-SM-3P5Z5	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2722	0	52936	0.348	Heart_Atrial_Appendage	59582930	45.6842253309799
GTEX-X3Y1-0226-SM-3P5Z5	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	70	0	4203	0.024	Heart_Atrial_Appendage	59582930	1.17483312754173
GTEX-P4PP-1426-SM-3NM9L	NC_001702_8135nt_Murine_type_C_retrovirus	8135	60	0	1409	0.173	Colon_Transverse	67543800	0.88831247279543
GTEX-P4PP-1426-SM-3NM9L	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3152	0.018	Colon_Transverse	67543800	0.829091641275735
GTEX-1GMR2-0001-SM-EYYWA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	201282	402	132198	0.769	Cells_EBV-transformed_lymphocytes	58663110	3431.1511953594
GTEX-1GMR2-0001-SM-EYYWA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	67944	947	98199	0.568	Cells_EBV-transformed_lymphocytes	58663110	1158.20657991027
GTEX-1LB8K-2926-SM-EVR4X	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	54	0	3298	0.019	Pituitary	44955994	1.20117464202882
GTEX-WYJK-0005-SM-3NMA1	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	156	0	8891	0.052	Whole_Blood	70206171	2.22202689276417
GTEX-WYJK-0005-SM-3NMA1	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	76	0	4455	0.026	Whole_Blood	70206171	1.08252592211588
GTEX-OXRL-0726-SM-3NM9A	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	164	0	9233	0.054	Esophagus_Muscularis	70251843	2.33445832873025
GTEX-OXRL-0726-SM-3NM9A	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	63	0	3604	0.021	Esophagus_Muscularis	70251843	0.896773626280523
GTEX-1LVA9-2526-SM-EVR5H	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3562	0.021	Minor_Salivary_Gland	45912893	1.43750471136724
GTEX-Y5V6-1326-SM-4VDTF	NC_001716_153080nt_Human_betaherpesvirus_7	153080	76	0	5235	0.034	Stomach	55452427	1.37054416031241
GTEX-YEC3-0002-SM-4W1YI	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	135331	130	118758	0.691	Cells_EBV-transformed_lymphocytes	66362099	2039.28148806746
GTEX-YEC3-0002-SM-4W1YI	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	47094	108	79233	0.459	Cells_EBV-transformed_lymphocytes	66362099	709.652056062904
GTEX-VJYA-0005-SM-3P5ZD	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2046	5	46833	0.308	Whole_Blood	57125880	35.8156408268897
GTEX-VJYA-0005-SM-3P5ZD	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74	0	4089	0.024	Whole_Blood	57125880	1.29538485884156
GTEX-X638-0003-SM-47JZ1	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	519170	2379	140291	0.816	Cells_EBV-transformed_lymphocytes	42017311	12356.0977045866
GTEX-X638-0003-SM-47JZ1	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	474722	2447	127479	0.738	Cells_EBV-transformed_lymphocytes	42017311	11298.2480006871
GTEX-X4EP-0526-SM-3P5YW	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1751	5	41490	0.273	Lung	56667361	30.8996213887567
GTEX-X4EP-0526-SM-3P5YW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94	0	5749	0.033	Lung	56667361	1.65880320419368
GTEX-X4EP-0526-SM-3P5YW	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	60	0	3633	0.021	Lung	56667361	1.05881055586831
GTEX-QCQG-0326-SM-2I3ES	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1021	0	596	0.114	Lung	47270461	21.5991123928324
GTEX-QCQG-0326-SM-2I3ES	NC_001405_35937nt_Human_mastadenovirus_C	35937	382	588	1976	0.055	Lung	47270461	8.08115664452691
GTEX-P44G-0011-R10A-SM-2I3FF	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	966	0	596	0.114	Brain_Frontal_Cortex_BA9	53436255	18.0776141591509
GTEX-P44G-0011-R10A-SM-2I3FF	NC_001405_35937nt_Human_mastadenovirus_C	35937	388	596	1975	0.055	Brain_Frontal_Cortex_BA9	53436255	7.26098788172936
GTEX-145LS-2326-SM-5TDCY	NC_000898_162114nt_Human_betaherpesvirus_6B	162114	78	0	4674	0.029	Ovary	30487240	2.55844740291348
GTEX-X4EP-0726-SM-3P5YJ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1502	6	37827	0.248	Nerve_Tibial	73437724	20.4527035723493
GTEX-X4EP-0726-SM-3P5YJ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	54	0	3282	0.019	Nerve_Tibial	73437724	0.735316906063156
GTEX-PLZ6-0626-SM-3P61B	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2228	10	47240	0.31	Esophagus_Muscularis	61934811	35.9733074829275
GTEX-PLZ6-0626-SM-3P61B	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	4066	0.024	Esophagus_Muscularis	61934811	1.06563657714238
GTEX-ZE9C-0011-R6a-SM-4WWCW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	53	0	3534	0.021	Brain_Nucleus_accumbens_basal_ganglia	47493451	1.11594333290289
GTEX-WY7C-0126-SM-4ONCO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	3219	0.019	Spleen	43605827	1.14663574664001
GTEX-1IKOH-0001-SM-EAZDF	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	241914	528	135468	0.788	Cells_EBV-transformed_lymphocytes	52242901	4630.56215044413
GTEX-1IKOH-0001-SM-EAZDF	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	94417	689	106927	0.619	Cells_EBV-transformed_lymphocytes	52242901	1807.26946997067
GTEX-1MGNQ-0826-SM-EVR41	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	321	0	12020	0.07	Lung	66646796	4.816435586791
GTEX-1MGNQ-0826-SM-EVR41	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	126	5	6658	0.039	Lung	66646796	1.89056350135721
GTEX-XBED-0006-SM-47JXO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	15	3333	0.019	Whole_Blood	39633719	1.2615520637869
GTEX-11I78-1726-SM-5A5M3	NC_001716_153080nt_Human_betaherpesvirus_7	153080	648	0	34718	0.227	Stomach	47860072	13.5394698110776
GTEX-1R9PM-1026-SM-EVR3N	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	78	0	4026	0.023	Esophagus_Muscularis	55228381	1.41231733734871
GTEX-P44H-1026-SM-3NM96	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	254	0	13262	0.077	Artery_Aorta	67434371	3.76662518287596
GTEX-P44H-1026-SM-3NM96	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	88	0	4661	0.027	Artery_Aorta	67434371	1.30497250430348
GTEX-SSA3-0002-SM-3P61R	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	281908	289	132926	0.774	Cells_EBV-transformed_lymphocytes	62496809	4510.75830127583
GTEX-SSA3-0002-SM-3P61R	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	118049	558	105836	0.613	Cells_EBV-transformed_lymphocytes	62496809	1888.88043867968
GTEX-SSA3-0002-SM-3P61R	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	10635	35	91063	0.598	Cells_EBV-transformed_lymphocytes	62496809	170.168688132541
GTEX-13OW8-3026-SM-5L3G8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3527	0.021	Pituitary	38326292	1.46113795720181
GTEX-12696-0002-SM-5SI6U	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	102392	56	128851	0.75	Cells_EBV-transformed_lymphocytes	45814703	2234.91572126965
GTEX-12696-0002-SM-5SI6U	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	39063	87	91068	0.527	Cells_EBV-transformed_lymphocytes	45814703	852.630213492817
GTEX-X3Y1-0726-SM-3P5YU	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1452	0	37996	0.25	Pancreas	51546665	28.1686506779828
GTEX-X3Y1-0726-SM-3P5YU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3679	0.021	Pancreas	51546665	1.28039321263558
GTEX-X4XX-2926-SM-3NMB1	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	134	0	8181	0.048	Brain_Cerebellum	68124290	1.96699297710112
GTEX-X4XX-2926-SM-3NMB1	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	64	0	3705	0.021	Brain_Cerebellum	68124290	0.939459332346803
GTEX-ZXES-0004-SM-57WCW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	177507	141	129804	0.755	Cells_EBV-transformed_lymphocytes	33879939	5239.29514749126
GTEX-ZXES-0004-SM-57WCW	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	71214	560	94549	0.547	Cells_EBV-transformed_lymphocytes	33879939	2101.95183645401
GTEX-1EWIQ-0001-SM-EVR3B	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	796391	784	135546	0.789	Cells_EBV-transformed_lymphocytes	74039932	10756.2362428966
GTEX-1EWIQ-0001-SM-EVR3B	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	366916	2346	108864	0.63	Cells_EBV-transformed_lymphocytes	74039932	4955.65014835508
GTEX-S7PM-0011-R5A-SM-3NM8G	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	125	0	7090	0.041	Brain_Caudate_basal_ganglia	57252600	2.18330695898527
GTEX-13OVJ-0011-R7a-SM-5L3G1	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	64	0	4220	0.025	Brain_Putamen_basal_ganglia	41874160	1.52838886797968
GTEX-NPJ8-0011-R8a-SM-2HMLG	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1264	10	598	0.114	Brain_Hypothalamus	68422510	18.4734526693043
GTEX-NPJ8-0011-R8a-SM-2HMLG	NC_001405_35937nt_Human_mastadenovirus_C	35937	552	1057	1981	0.055	Brain_Hypothalamus	68422510	8.06752046950631
GTEX-WHPG-2626-SM-3NMBR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	171	0	9858	0.057	Skin_Not_Sun_Exposed_Suprapubic	58579065	2.91913160443923
GTEX-WHPG-2626-SM-3NMBR	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	68	17	4281	0.025	Skin_Not_Sun_Exposed_Suprapubic	58579065	1.16082426375361
GTEX-Q2AG-0011-R3A-SM-2HMJ9	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	776	0	596	0.114	Brain_Anterior_cingulate_cortex_BA24	55796674	13.9076390108844
GTEX-Q2AG-0011-R3A-SM-2HMJ9	NC_001405_35937nt_Human_mastadenovirus_C	35937	182	205	1897	0.053	Brain_Anterior_cingulate_cortex_BA24	55796674	3.26184317007856
GTEX-WK11-1126-SM-4OOSJ	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	64	0	1509	0.181	Esophagus_Muscularis	153166602	0.4178456606356
GTEX-XBEC-0326-SM-4AT4M	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	68	0	1892	0.361	Adipose_Subcutaneous	29696851	2.28980507057802
GTEX-XBEC-0326-SM-4AT4M	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	127	0	1515	0.182	Adipose_Subcutaneous	29696851	4.27654770534425
GTEX-ZQUD-0003-SM-4YCD3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	285935	115	133110	0.775	Cells_EBV-transformed_lymphocytes	45440190	6292.55731545137
GTEX-ZQUD-0003-SM-4YCD3	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	116271	451	99265	0.575	Cells_EBV-transformed_lymphocytes	45440190	2558.77011077639
GTEX-X261-2426-SM-4PQZU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3069	0.018	Minor_Salivary_Gland	40151884	1.39470416880065
GTEX-XBEC-0626-SM-4QARY	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	200	0	10947	0.072	Muscle_Skeletal	43258293	4.62339094147797
GTEX-18A7B-0008-SM-EAZBQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	62	0	3750	0.022	Cells_Cultured_fibroblasts	67119258	0.923728924416894
GTEX-1N2DW-1126-SM-EVR59	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	58	0	3229	0.019	Lung	36260263	1.59954714062609
GTEX-X4EO-0426-SM-4QASA	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	344	0	16642	0.109	Adipose_Subcutaneous	40762989	8.43902786422262
GTEX-12WSL-0002-SM-664MF	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	231495	86	132249	0.77	Cells_EBV-transformed_lymphocytes	62762835	3688.40891269491
GTEX-12WSL-0002-SM-664MF	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	96504	208	99216	0.574	Cells_EBV-transformed_lymphocytes	62762835	1537.59784751597
GTEX-WYVS-0326-SM-3NM9V	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	145	0	7949	0.046	Thyroid	71437888	2.02973525757088
GTEX-WYVS-0326-SM-3NM9V	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	0	3101	0.018	Thyroid	71437888	0.699908709507202
GTEX-ZEX8-0004-SM-4WKFQ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	147350	164	130104	0.757	Cells_EBV-transformed_lymphocytes	46635262	3159.62629308269
GTEX-ZEX8-0004-SM-4WKFQ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	56820	406	93496	0.541	Cells_EBV-transformed_lymphocytes	46635262	1218.39135373572
GTEX-S4Q7-0008-SM-3NM8A	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	76	0	4637	0.027	Cells_Cultured_fibroblasts	81803720	0.92905310418646
GTEX-1H1ZS-0126-SM-9YFKQ	NC_006273_235646nt_Human_betaherpesvirus_5	235646	885	0	21567	0.092	Breast_Mammary_Tissue	28072330	31.5257052050899
GTEX-13RTJ-2126-SM-5S2PZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	554	0	19881	0.116	Prostate	37341184	14.8361658805463
GTEX-13RTJ-2126-SM-5S2PZ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	246	0	10178	0.059	Prostate	37341184	6.58790037295014
GTEX-WZTO-0011-R3B-SM-3NMC6	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	130	0	7020	0.041	Brain_Anterior_cingulate_cortex_BA24	58457667	2.22383147791375
GTEX-WZTO-0011-R3B-SM-3NMC6	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	54	0	3058	0.018	Brain_Anterior_cingulate_cortex_BA24	58457667	0.923745383133405
GTEX-WHSE-0011-R7A-SM-3P5YZ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2289	0	49540	0.325	Brain_Putamen_basal_ganglia	61760665	37.0624247650183
GTEX-WHSE-0011-R7A-SM-3P5YZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	78	0	5159	0.03	Brain_Putamen_basal_ganglia	61760665	1.26293976918804
GTEX-XUYS-0002-SM-47JXL	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	138344	234	128044	0.745	Cells_EBV-transformed_lymphocytes	43469347	3182.56448618839
GTEX-XUYS-0002-SM-47JXL	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	43709	286	89196	0.516	Cells_EBV-transformed_lymphocytes	43469347	1005.51314930036
GTEX-YB5E-0001-SM-4VDSV	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	114159	236	127354	0.741	Cells_EBV-transformed_lymphocytes	61715847	1849.75181495929
GTEX-YB5E-0001-SM-4VDSV	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	31785	69	86804	0.502	Cells_EBV-transformed_lymphocytes	61715847	515.0216928887
GTEX-QV31-0626-SM-447C5	NC_001716_153080nt_Human_betaherpesvirus_7	153080	76	0	5290	0.035	Stomach	29154579	2.6067946307851
GTEX-ZT9W-0003-SM-4YCE6	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	369254	381	132523	0.771	Cells_EBV-transformed_lymphocytes	51627113	7152.32711153149
GTEX-ZT9W-0003-SM-4YCE6	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	174684	1571	103550	0.599	Cells_EBV-transformed_lymphocytes	51627113	3383.57095427746
GTEX-X88G-0126-SM-47JZ3	NC_006273_235646nt_Human_betaherpesvirus_5	235646	620	0	20434	0.087	Skin_Sun_Exposed_Lower_leg	39899497	15.5390430109933
GTEX-1RAZA-2126-SM-EVR4A	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	106	0	5454	0.032	Testis	76020184	1.39436652771059
GTEX-12ZZW-2326-SM-5DUW2	NC_006273_235646nt_Human_betaherpesvirus_5	235646	410	0	11897	0.05	Adipose_Visceral_Omentum	29777802	13.7686455165495
GTEX-1H11D-0001-SM-EYYVW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	113128	158	129981	0.756	Cells_EBV-transformed_lymphocytes	35980181	3144.17540034054
GTEX-1H11D-0001-SM-EYYVW	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	35820	221	93352	0.54	Cells_EBV-transformed_lymphocytes	35980181	995.54807687043
GTEX-WH7G-2626-SM-3NMBE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	108	0	5963	0.035	Nerve_Tibial	52655572	2.05106498510737
GTEX-WH7G-2626-SM-3NMBE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	68	0	4021	0.023	Nerve_Tibial	52655572	1.29141128691945
GTEX-1GMR3-0004-SM-EVR3D	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	317347	523	134054	0.78	Cells_EBV-transformed_lymphocytes	71323540	4449.40057658383
GTEX-1GMR3-0004-SM-EVR3D	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	117582	717	103938	0.602	Cells_EBV-transformed_lymphocytes	71323540	1648.57212639754
GTEX-ZQUD-0005-SM-4YCE5	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	124	6	7360	0.043	Whole_Blood	58894076	2.10547492077132
GTEX-ZQUD-0005-SM-4YCE5	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	50	10	3147	0.018	Whole_Blood	58894076	0.848981822891661
GTEX-ZXG5-0011-R6a-SM-57WBZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3100	0.018	Brain_Nucleus_accumbens_basal_ganglia	71107250	0.731289706745796
GTEX-X4LF-0226-SM-4QAS8	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	316	0	15641	0.103	Spleen	35492145	8.90337847994253
GTEX-11TT1-0004-SM-5S2NT	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	104871	54	121779	0.709	Cells_EBV-transformed_lymphocytes	34201118	3066.30327113868
GTEX-11TT1-0004-SM-5S2NT	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	40057	235	82685	0.479	Cells_EBV-transformed_lymphocytes	34201118	1171.21902272318
GTEX-WHPG-1026-SM-3NMBA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	148	0	8724	0.051	Heart_Atrial_Appendage	55169868	2.68262378296791
GTEX-WHPG-1026-SM-3NMBA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	56	0	3496	0.02	Heart_Atrial_Appendage	55169868	1.01504683679867
GTEX-T6MN-0002-SM-3NMAH	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	125387	170	130488	0.759	Cells_EBV-transformed_lymphocytes	65911258	1902.36089864951
GTEX-T6MN-0002-SM-3NMAH	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	44008	345	94238	0.545	Cells_EBV-transformed_lymphocytes	65911258	667.685632703293
GTEX-VUSG-0003-SM-3NMDK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	161648	173	129390	0.753	Cells_EBV-transformed_lymphocytes	58453739	2765.40051612438
GTEX-VUSG-0003-SM-3NMDK	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	63514	152	96489	0.559	Cells_EBV-transformed_lymphocytes	58453739	1086.56864533507
GTEX-ZF28-0011-R5a-SM-4WWCZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	62	0	3239	0.019	Brain_Caudate_basal_ganglia	44931452	1.37987973324343
GTEX-X585-1826-SM-4QAS3	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	255	0	13543	0.089	Spleen	38534922	6.61737423524563
GTEX-WOFM-0001-SM-4OOT2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	237195	251	133044	0.774	Cells_EBV-transformed_lymphocytes	48457792	4894.87841294956
GTEX-WOFM-0001-SM-4OOT2	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	94432	1142	100292	0.581	Cells_EBV-transformed_lymphocytes	48457792	1948.74747904321
GTEX-1I1GT-0003-SM-EZ6M8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	403209	274	134516	0.783	Cells_EBV-transformed_lymphocytes	66879773	6028.86316614741
GTEX-1I1GT-0003-SM-EZ6M8	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	173281	1533	105039	0.608	Cells_EBV-transformed_lymphocytes	66879773	2590.93283704776
GTEX-WHSE-2926-SM-3NMBG	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	172	0	9487	0.055	Brain_Cerebellum	58816415	2.92435368595655
GTEX-WHSE-2926-SM-3NMBG	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	98	0	5999	0.035	Brain_Cerebellum	58816415	1.66620151874268
GTEX-P4PP-0626-SM-3NM9X	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	100	0	5298	0.031	Esophagus_Mucosa	66759371	1.49791704897879
GTEX-P4PP-0626-SM-3NM9X	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	52	0	2862	0.017	Esophagus_Mucosa	66759371	0.778916865468969
GTEX-ZGAY-2126-SM-4YCFB	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	72	12	4261	0.025	Colon_Transverse	42590231	1.69052851579979
GTEX-ZGAY-2126-SM-4YCFB	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	52	10	3076	0.018	Colon_Transverse	42590231	1.22093726141096
GTEX-X585-0226-SM-4QAS2	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	243	0	12064	0.079	Skin_Sun_Exposed_Lower_leg	34580365	7.0271091701895
GTEX-1AYD5-0226-SM-79ONV	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	52	0	3124	0.018	Spleen	34515000	1.50659133709981
GTEX-P4QS-1126-SM-3NMD5	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	202	0	11502	0.067	Kidney_Cortex	73271389	2.75687417362867
GTEX-P4QS-1126-SM-3NMD5	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	84	0	5223	0.03	Kidney_Cortex	73271389	1.14642292368717
GTEX-1RAZR-1426-SM-EVR4M	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	108	0	5777	0.034	Esophagus_Gastroesophageal_Junction	60844767	1.775008851624
GTEX-Q2AG-0011-R7A-SM-2HMJP	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	782	11	684	0.13	Brain_Putamen_basal_ganglia	59903163	13.054402486226
GTEX-Q2AG-0011-R7A-SM-2HMJP	NC_001405_35937nt_Human_mastadenovirus_C	35937	258	463	1918	0.053	Brain_Putamen_basal_ganglia	59903163	4.30695120389553
GTEX-RWSA-0926-SM-47JXW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	76	0	4859	0.028	Artery_Aorta	43586520	1.74365836042887
GTEX-18A67-0008-SM-EAZBP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	58	0	3407	0.02	Cells_Cultured_fibroblasts	67263688	0.862278024362863
GTEX-XOT4-1426-SM-4B65T	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	4032	0.023	Lung	40287026	1.48931320966705
GTEX-1HFI7-0001-SM-EZ6LY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	206730	294	132042	0.768	Cells_EBV-transformed_lymphocytes	32342426	6391.91382860395
