humanchr	human_coord	Chromosome	Start	End	Gene_ID	min_dist_from_exon_end	exon_insert_type
chr17	39204607	chr17	39204525	39204648	RPL19^ENSG00000108298.8	41	within_exon
chr9	19378424	chr9	19378368	19378514	RPS6^ENSG00000137154.11	56	within_exon
chr12	112917564	chr12	112917547	112918462	OAS1^ENSG00000089127.11	17	within_exon
chr19	2272808	chr19	2272735	2272809	OAZ1^ENSG00000104904.11	1	at_ref_exon_boundary
chr17	16440224	chr17	16440185	16440253	LRRC75A-AS1^ENSG00000175061.16	29	within_exon
chr1	206685433	chr1	206684944	206685508	MAPKAPK2^ENSG00000162889.9	75	within_exon
chr8	144792032	chr8	144791992	144792057	RPL8^ENSG00000161016.14	25	within_exon
chr19	54201194	chr19	54201160	54201281	RPS9^ENSG00000170889.12	34	within_exon
chr14	105856147	chr14	105857513	105857572	MIR4539^ENSG00000265612.1	1366	external
chr1	228224512	chr1	228224459	228224734	OBSCN^ENSG00000154358.18	53	within_exon
chr6	43225974	chr6	43226033	43226143	DNPH1^ENSG00000112667.11	59	external
chr6	34238765	chr6	34238791	34238957	HMGA1^ENSG00000137309.18	26	external
chr6	13288946	chr6	13290018	13290490	RP1-257A7.5^ENSG00000272379.1	1072	external
chr5	93683243	chr5	93682838	93683667	NPM1P27^ENSG00000249353.2	405	within_exon
chr5	359317	chr5	353730	353911	AHRR^ENSG00000063438.15	5406	external
chr5	357147	chr5	353730	353911	AHRR^ENSG00000063438.15	3236	external
chr4	959444	chr4	958888	960721	DGKQ^ENSG00000145214.12	556	within_exon
chr3	184150391	chr3	184149704	184150435	RP11-778D9.4^ENSG00000228205.1	44	within_exon
chr3	122574703	chr3	122571678	122575203	DTX3L^ENSG00000163840.8	500	within_exon
chr14	45250784	chr14	45250031	45250138	MIS18BP1^ENSG00000129534.12	646	external
chr14	105978786	chr14	105978520	105979146	AB019441.29^ENSG00000225200.2	266	within_exon
chr13	21377675	chr13	21377667	21377874	ZDHHC20-IT1^ENSG00000236953.1	8	within_exon
chr13	110637204	chr13	110637129	110637249	CARKD^ENSG00000213995.10	45	within_exon
chrX	12977047	chrX	12976777	12977081	TMSB4X^ENSG00000205542.9	34	within_exon
chr9	71911707	chr9	71911661	71911836	C9orf85^ENSG00000155621.13	46	within_exon
chr10	24381166	chr10	24380869	24381067	KIAA1217^ENSG00000120549.14	99	external
chr8	143920988	chr8	143921932	143922395	PLEC^ENSG00000178209.13	944	external
chr17	48430107	chr17	48430075	48430219	SKAP1^ENSG00000141293.14	32	within_exon
chr19	4685625	chr19	4685626	4685747	DPP9^ENSG00000142002.15	1	at_ref_exon_boundary
chr1	28466625	chr1	28466382	28466768	PHACTR4^ENSG00000204138.11	143	within_exon
chr2	88857424	chr2	88861525	88861563	AC096579.13^ENSG00000240040.4	4101	external
chrX	65741671	chrX	65739729	65741931	MSN^ENSG00000147065.15	260	within_exon
chr11	75404821	chr11	75404672	75404855	RPS3^ENSG00000149273.13	34	within_exon
chr19	55265355	chr19	55265278	55265389	HSPBP1^ENSG00000133265.9	34	within_exon
chr7	44975605	chr7	44975484	44975649	MYO1G^ENSG00000136286.13	44	within_exon
chr11	64766973	chr11	64766900	64767079	SF1^ENSG00000168066.19	73	within_exon
chr5	138925341	chr5	138925256	138925407	CTNNA1^ENSG00000044115.19	66	within_exon
chr17	78125871	chr17	78125726	78125884	TMC6^ENSG00000141524.14	13	within_exon
chr14	106268788	chr14	106264688	106264715	IGHVIII-22-2^ENSG00000254045.1	4073	external
chr14	105854705	chr14	105857513	105857572	MIR4539^ENSG00000265612.1	2808	external
chr12	122208142	chr12	122208316	122208577	DIABLO^ENSG00000184047.14	174	external
chr11	810015	chr11	810003	810357	RPLP2^ENSG00000177600.7	12	within_exon
chr1	153932769	chr1	153932642	153932777	DENND4B^ENSG00000198837.8	8	within_exon
chr1	1046629	chr1	1046397	1046735	AGRN^ENSG00000188157.12	106	within_exon
chrX	51901700	chrX	51901553	51902354	MAGED1^ENSG00000179222.16	147	within_exon
chr19	55388330	chr19	55388243	55388343	RPL28^ENSG00000108107.11	13	within_exon
chr22	23894459	chr22	23894450	23894582	MIF^ENSG00000240972.1	9	within_exon
chr14	106810954	chr14	106821174	106821414	IGHVII-74-1^ENSG00000254134.1	10220	external
chr14	105854719	chr14	105857513	105857572	MIR4539^ENSG00000265612.1	2794	external
chr14	105708127	chr14	105704367	105704602	AL928768.3^ENSG00000253701.2	3525	external
chr22	38738098	chr22	38738173	38738265	SUN2^ENSG00000100242.14	75	external
chr2	230875771	chr2	230875620	230875808	ITM2C^ENSG00000135916.14	37	within_exon
chr5	150402151	chr5	150402152	150402250	CD74^ENSG00000019582.13	1	at_ref_exon_boundary
chr7	128463503	chr7	128466563	128466685	RP11-155G14.5^ENSG00000272601.1	3060	external
chr20	58911111	chr20	58910683	58911179	GNAS^ENSG00000087460.22	68	within_exon
chr13	72781681	chr13	72781605	72782094	DIS3^ENSG00000083520.13	76	within_exon
chr11	83193905	chr11	83193876	83194728	ANKRD42^ENSG00000137494.12	29	within_exon
chr5	36877038	chr5	36877001	36877022	NIPBL^ENSG00000164190.15	16	external
chr16	18792911	chr16	18792879	18793370	ARL6IP1^ENSG00000170540.13	32	within_exon
chr22	39314782	chr22	39314686	39314846	RPL3^ENSG00000100316.14	64	within_exon
chr11	6214746	chr11	6214733	6215355	FAM160A2^ENSG00000051009.9	13	within_exon
chr19	41869057	chr19	41869031	41869192	RPS19^ENSG00000105372.5	26	within_exon
chr7	133035092	chr7	133035749	133035987	CHCHD3^ENSG00000106554.10	657	external
chr2	231455497	chr2	231455442	231455624	NCL^ENSG00000115053.14	55	within_exon
chr22	50198949	chr22	50199090	50199328	RP3-402G11.26^ENSG00000273253.2	141	external
chr22	24416447	chr22	24414534	24417739	SPECC1L^ENSG00000100014.18	1292	within_exon
chr20	63741386	chr20	63741370	63741479	SLC2A4RG^ENSG00000125520.12	16	within_exon
chr1	171557896	chr1	171557240	171558143	PRRC2C^ENSG00000117523.14	247	within_exon
chr19	45691867	chr19	45691887	45692333	SNRPD2^ENSG00000125743.9	20	external
chr19	10783059	chr19	10783016	10783120	DNM2^ENSG00000079805.15	43	within_exon
chr17	48937126	chr17	48936996	48937124	SNF8^ENSG00000159210.8	2	external
chr15	22855810	chr15	22853212	22853268	NIPA2^ENSG00000140157.13	2542	external
chr12	48957460	chr12	48957310	48957462	ARF3^ENSG00000134287.8	2	within_exon
chr12	132769196	chr12	132768915	132773294	GOLGA3^ENSG00000090615.11	281	within_exon
chr12	131753345	chr12	131753123	131753363	SFSWAP^ENSG00000061936.8	18	within_exon
chr5	474287	chr5	474883	475132	SLC9A3^ENSG00000066230.9	596	external
chr5	150446886	chr5	150446802	150446937	RPS14^ENSG00000164587.10	51	within_exon
chr8	22747299	chr8	22747503	22747570	RP11-459E5.1^ENSG00000253125.1	204	external
chr3	143120975	chr3	143120644	143124014	CHST2^ENSG00000175040.5	331	within_exon
chrX	12975305	chrX	12975244	12975443	TMSB4X^ENSG00000205542.9	61	within_exon
chr22	30902951	chr22	30902219	30902781	EIF4HP2^ENSG00000237977.1	170	external
chr1	38022799	chr1	38022699	38022809	UTP11L^ENSG00000183520.10	10	within_exon
chr16	30067472	chr16	30067450	30067687	ALDOA^ENSG00000149925.15	22	within_exon
chr11	110127771	chr11	110131004	110131106	ZC3H12C^ENSG00000149289.9	3233	external
chr22	44190567	chr22	44190551	44190666	PARVG^ENSG00000138964.15	16	within_exon
chr16	85918499	chr16	85918417	85918489	IRF8^ENSG00000140968.9	10	external
chr10	119443581	chr10	119443544	119443752	GRK5^ENSG00000198873.11	37	within_exon
chr21	8399552	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1439	external
chr21	8216518	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1435	external
chr21	8216337	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1616	external
chr21	8399337	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1654	external
chr21	8260532	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1527	external
chr21	8443572	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1532	external
chr21	8216303	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1650	external
chr21	8398634	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2357	external
chr21	8215600	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2353	external
chr21	8259829	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	824	external
chr21	8442863	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	823	external
chr21	8443195	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1155	external
chr21	8398966	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2025	external
chr21	8260161	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1156	external
chr21	8215932	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2021	external
chr21	8444897	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	326	external
chr21	8400665	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	326	external
chr21	8217627	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	326	external
chr21	8442667	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	627	external
chr21	8445731	chr21	8445991	8446046	FP236383.3^ENSG00000274735.1	260	external
chr21	8398438	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2553	external
chr21	8259633	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	628	external
chr21	8215404	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2549	external
chr21	8218461	chr21	8218721	8218776	FP671120.4^ENSG00000275530.1	260	external
chr21	8260646	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1641	external
chr21	8443686	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1537	external
chr21	8399451	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1540	external
chr21	8216417	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1536	external
chr21	8443111	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1071	external
chr21	8398882	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2109	external
chr21	8215848	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2105	external
chr21	8445466	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	195	external
chr21	8218196	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	195	external
chr21	8260077	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1072	external
chr11	320701	chr11	320565	320683	IFITM3^ENSG00000142089.14	18	external
chr16	177370	chr16	177283	177520	HBA1^ENSG00000206172.7	87	within_exon
chr21	8437964	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	335	within_exon
chr21	8393754	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	335	within_exon
chr21	8254927	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	335	within_exon
chr21	8210719	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	335	within_exon
chr16	173559	chr16	173472	173675	HBA2^ENSG00000188536.11	87	within_exon
chr21	8442865	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	825	external
chr21	8398636	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2355	external
chr21	8259831	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	826	external
chr21	8215602	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2351	external
chr21	8442855	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	815	external
chr21	8398626	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2365	external
chr21	8215592	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2361	external
chr21	8259821	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	816	external
chr21	8437939	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	310	within_exon
chr21	8393729	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	310	within_exon
chr21	8210694	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	310	within_exon
chr21	8443135	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1095	external
chr21	8398906	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2085	external
chr21	8260101	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1096	external
chr21	8215872	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2081	external
chr21	8445594	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	323	external
chr21	8218324	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	323	external
chr21	8392948	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	471	external
chr21	8209913	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	471	external
chr21	8438157	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	394	within_exon
chr21	8393947	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	394	within_exon
chr21	8210912	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	394	within_exon
chr21	8255120	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	394	within_exon
chr21	8437898	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	269	within_exon
chr21	8393688	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	269	within_exon
chr21	8254861	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	269	within_exon
chr21	8210653	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	269	within_exon
chr21	8445701	chr21	8445991	8446046	FP236383.3^ENSG00000274735.1	290	external
chr21	8443689	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1534	external
chr21	8401469	chr21	8401760	8401816	FP236383.10^ENSG00000277105.1	291	external
chr21	8218431	chr21	8218721	8218776	FP671120.4^ENSG00000275530.1	290	external
chr21	8399454	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1537	external
chr21	8216420	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1533	external
chr21	8399513	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1478	external
chr21	8216479	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1474	external
chr21	8443748	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1475	external
chr21	8260708	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1703	external
chr15	44717604	chr15	44717607	44718877	B2M^ENSG00000166710.16	3	external
chr16	176967	chr16	176929	177274	HBA1^ENSG00000206172.7	38	within_exon
chr21	8443158	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1118	external
chr21	8398929	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2062	external
chr21	8260124	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1119	external
chr21	8215895	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2058	external
chr16	172972	chr16	172890	172958	HBA2^ENSG00000188536.11	14	external
chr21	8442982	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	942	external
chr21	8398753	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2238	external
chr21	8259948	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	943	external
chr21	8215719	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2234	external
chr21	8442536	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	496	external
chr21	8442878	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	838	external
chr21	8445420	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	149	external
chr21	8398307	chr21	8395607	8395759	RNA5-8S5^ENSG00000275215.1	2548	external
chr21	8259502	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	497	external
chr21	8215273	chr21	8212572	8212724	RNA5-8S5^ENSG00000278233.1	2549	external
chr21	8398649	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2342	external
chr21	8259844	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	839	external
chr21	8215615	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2338	external
chr21	8401188	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	149	external
chr21	8218150	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	149	external
chr21	8393734	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	315	within_exon
chr21	8210699	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	315	within_exon
chr21	8437828	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	199	within_exon
chr21	8393618	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	199	within_exon
chr21	8210583	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	199	within_exon
chr6	31354511	chr6	31354479	31354526	HLA-B^ENSG00000234745.8	15	within_exon
chr21	8254791	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	199	within_exon
chr21	8445551	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	280	external
chr21	8401319	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	280	external
chr21	8218281	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	280	external
chr21	8442507	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	467	external
chr6	31355105	chr6	31355107	31355223	HLA-B^ENSG00000234745.8	2	external
chr21	8259473	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	468	external
chr21	8398278	chr21	8395607	8395759	RNA5-8S5^ENSG00000275215.1	2519	external
chr21	8215244	chr21	8212572	8212724	RNA5-8S5^ENSG00000278233.1	2520	external
chr11	314357	chr11	313853	314356	IFITM1^ENSG00000185885.14	1	at_ref_exon_boundary
chr21	8438300	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	251	within_exon
chr21	8255263	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	251	within_exon
chr21	8259816	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	811	external
chr16	173147	chr16	173125	173463	HBA2^ENSG00000188536.11	22	within_exon
chr16	176951	chr16	176929	177274	HBA1^ENSG00000206172.7	22	within_exon
chr21	8260143	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1138	external
chr21	8438200	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	351	within_exon
chr21	8443177	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1137	external
chr21	8398948	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2043	external
chr21	8215914	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2039	external
chr21	8393990	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	351	within_exon
chr21	8210955	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	351	within_exon
chr15	44715595	chr15	44715546	44715701	B2M^ENSG00000166710.16	49	within_exon
chr11	314942	chr11	314922	314962	IFITM1^ENSG00000185885.14	20	within_exon
chr21	8438028	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	399	within_exon
chr21	8393818	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	399	within_exon
chr21	8210783	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	399	within_exon
chr21	8443923	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1300	external
chr21	8260883	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1878	external
chr6	31356402	chr6	31356167	31356442	HLA-B^ENSG00000234745.8	40	within_exon
chr14	34546836	chr14	34546714	34546877	RNU1-27P^ENSG00000206596.1	41	within_exon
chr1	16896102	chr1	16895980	16896143	RNU1-2^ENSG00000207005.1	41	within_exon
chr1	16740638	chr1	16740516	16740679	RNU1-4^ENSG00000207389.1	41	within_exon
chr1	146376929	chr1	146376807	146376970	RNU1-1^ENSG00000273768.1	41	within_exon
chr21	8445367	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	96	external
chr21	8218097	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	96	external
chr21	8437056	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	573	external
chr21	8392846	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	573	external
chr21	8254021	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	571	external
chr21	8209811	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	573	external
chr21	8988352	chr21	8987370	8987430	MIR3687-1^ENSG00000264063.1	922	external
chr16	67811117	chr16	67814302	67814401	TSNAXIP1^ENSG00000102904.13	3185	external
chr1	48196341	chr1	48205965	48206051	RP5-1024N4.2^ENSG00000223720.1	9624	external
chr13	104228782	chr13	104814327	104815069	RPL7P45^ENSG00000225823.1	585545	external
chr6	31356700	chr6	31356688	31356905	HLA-B^ENSG00000234745.8	12	within_exon
chr11	314066	chr11	313997	314356	IFITM1^ENSG00000185885.14	69	within_exon
chr6	73519914	chr6	73519883	73520059	EEF1A1^ENSG00000156508.16	31	within_exon
chr21	8441946	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	3	external
chr21	8437114	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	515	external
chr21	8258911	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	3	external
chr21	8214688	chr21	8212572	8212724	RNA5-8S5^ENSG00000278233.1	1964	external
chr21	8392904	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	515	external
chr21	8254079	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	513	external
chr21	8209869	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	515	external
chr7	5528698	chr7	5528281	5528719	ACTB^ENSG00000075624.12	21	within_exon
chr21	8255276	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	238	within_exon
chr7	5527588	chr7	5527151	5527611	ACTB^ENSG00000075624.12	23	within_exon
chr21	8444047	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1176	external
chr19	49499528	chr19	49499512	49499688	RPS11^ENSG00000142534.5	16	within_exon
chr15	44717747	chr15	44717607	44717765	B2M^ENSG00000166710.16	18	within_exon
chr21	8399812	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1179	external
chr21	8216778	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1175	external
chr21	8438000	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	371	within_exon
chr21	8399583	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1408	external
chr21	8393790	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	371	within_exon
chr21	8210755	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	371	within_exon
chr21	8216549	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1404	external
chr21	8445857	chr21	8445991	8446046	FP236383.3^ENSG00000274735.1	134	external
chr21	8254296	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	296	external
chr21	8398886	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2105	external
chr21	8254963	chr21	8254592	8255514	CH507-513H4.5^ENSG00000281383.1	371	within_exon
chr21	8443818	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1405	external
chr21	8260778	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1773	external
chr21	8401625	chr21	8401760	8401816	FP236383.10^ENSG00000277105.1	135	external
chr21	8218587	chr21	8218721	8218776	FP671120.4^ENSG00000275530.1	134	external
chr21	8215852	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2101	external
chr6	31355560	chr6	31355317	31355592	HLA-B^ENSG00000234745.8	32	within_exon
chr14	98973420	chr14	98973314	98973471	AL162151.3^ENSG00000234648.1	51	within_exon
chr21	8443115	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	1075	external
chr21	8260081	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1076	external
chr17	17384027	chr17	17383377	17384012	RPL13P12^ENSG00000215030.5	15	external
chr15	44717950	chr15	44717844	44718145	B2M^ENSG00000166710.16	106	within_exon
chr13	45341085	chr13	45341042	45341086	TPT1^ENSG00000133112.15	1	at_ref_exon_boundary
chr21	8217468	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	485	external
chr6	31356264	chr6	31356167	31356957	HLA-B^ENSG00000234745.8	97	within_exon
chr6	31354523	chr6	31354479	31354526	HLA-B^ENSG00000234745.8	3	within_exon
chr22	39522278	chr22	39521773	39522683	ATF4^ENSG00000128272.13	405	within_exon
chr1	1014410	chr1	1013984	1014435	ISG15^ENSG00000187608.7	25	within_exon
chr21	8437877	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	248	within_exon
chr22	19523822	chr22	19523027	19524400	CLDN5^ENSG00000184113.9	578	within_exon
chr21	8393667	chr21	8393419	8394341	CH507-513H4.4^ENSG00000280614.1	248	within_exon
chr21	8210632	chr21	8210384	8211306	CH507-513H4.6^ENSG00000280800.1	248	within_exon
chr6	31356718	chr6	31356688	31356905	HLA-B^ENSG00000234745.8	30	within_exon
chr11	308302	chr11	308320	308438	IFITM2^ENSG00000185201.15	18	external
chr6	31356284	chr6	31356167	31356957	HLA-B^ENSG00000234745.8	117	within_exon
chr12	124912440	chr12	124911646	124912180	UBC^ENSG00000150991.13	260	external
chr21	8442866	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	826	external
chr21	8259832	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	827	external
chr16	173178	chr16	173125	173463	HBA2^ENSG00000188536.11	53	within_exon
chr21	8398637	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	2354	external
chr21	8215603	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	2350	external
chr3	101576935	chr3	101576489	101576947	RP11-234A1.1^ENSG00000242299.1	12	within_exon
chr11	314984	chr11	314922	314962	IFITM1^ENSG00000185885.14	22	external
chrX	23786026	chrX	23785686	23786000	SAT1^ENSG00000130066.15	26	external
chr21	8260900	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1895	external
chr21	8260274	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1269	external
chr15	44715430	chr15	44715434	44715701	B2M^ENSG00000166710.16	4	external
chr6	31271125	chr6	31271099	31271868	HLA-C^ENSG00000204525.13	26	within_exon
chr7	133035782	chr7	133035749	133035987	CHCHD3^ENSG00000106554.10	33	within_exon
chr6	73518833	chr6	73518698	73518848	EEF1A1^ENSG00000156508.16	15	within_exon
chr21	8444542	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	681	external
chr21	8443846	chr21	8445223	8445271	FP236383.12^ENSG00000277644.1	1377	external
chr21	8438398	chr21	8437629	8438551	CH507-513H4.3^ENSG00000281181.1	153	within_exon
chr15	44717986	chr15	44717607	44718067	B2M^ENSG00000166710.16	81	within_exon
chr12	7919592	chr12	7919231	7919528	SLC2A3^ENSG00000059804.14	64	external
chr11	320683	chr11	320565	320683	IFITM3^ENSG00000142089.14	0	external
chr1	91387285	chr1	91385614	91385834	HFM1^ENSG00000162669.14	1451	external
chr7	5528087	chr7	5528004	5528098	ACTB^ENSG00000075624.12	11	within_exon
chr6	31828993	chr6	31827735	31830255	HSPA1B^ENSG00000204388.6	1258	within_exon
chr15	44715422	chr15	44715423	44715458	B2M^ENSG00000166710.16	1	at_ref_exon_boundary
chr16	176982	chr16	176929	177274	HBA1^ENSG00000206172.7	53	within_exon
chr21	8400307	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	684	external
chr21	8217272	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	681	external
chr21	8399611	chr21	8400991	8401039	FP236383.4^ENSG00000275209.1	1380	external
chr21	8260806	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	1801	external
chr21	8216577	chr21	8217953	8218001	FP671120.7^ENSG00000278597.1	1376	external
