sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
HNSC-DQ-7591-TP	HPV35~884~+~chr17~33816956~+	chr17	33816956	HPV35	884	2882	chr17:33801901	2	SPACA3;RP1-29G21.1;RP11-40A13.2;RP11-40A13.1;AA06;RP11-31I22.4;RP11-31I22.3;RP11-31I22.2;RP11-118G23.2;RP11-118G23.1;ASIC2	AC024610.1;RP11-17M24.1;RP11-17M24.2;RP11-1086I4.2;TLK2P1;CTC-304I17.1;CTC-304I17.4;CTC-304I17.3;RNA5SP438;CTC-304I17.2
LIHC-DD-A119-NT	chr17~32848468~+~NC_003977_3182nt_Hepatitis_B_virus~1821~-	chr17	32848468	NC_003977_3182nt_Hepatitis_B_virus	1821	18	chr17:33801901	2	CDK5R1;RP11-466A19.1;RP11-466A19.4;RP11-466A19.6;RP11-466A19.8;RP11-466A19.7;RP11-466A19.3;RP11-466A19.5;RP11-220C2.1;Y_RNA;MYO1D	AC084809.2;AC084809.3;TMEM98;SPACA3;RP1-29G21.1;RP11-40A13.2;RP11-40A13.1;AA06;RP11-31I22.4;ASIC2
HNSC-CN-A49C-TP	HPV16~881~+~chr17~39706989~+	chr17	39706989	HPV16	881	314	chr17:39852967	8	CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4
CESC-Q1-A73R-TP	chr17~39672170~+~HPV16~6469~+	chr17	39672170	HPV16	6469	1111	chr17:39852967	8	RNU6-981P;CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3	ERBB2;MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3
CESC-LP-A5U3-TP	HPV16~881~+~chr17~39706989~+	chr17	39706989	HPV16	881	1080	chr17:39852967	8	CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4
HNSC-CN-A499-TP	chr17~39852967~+~HPV16~806~-	chr17	39852967	HPV16	806	24	chr17:39852967	8	STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1;GRB7;KRT8P34;AC079199.2;IKZF3	ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6;CSF3;MIR6884
CESC-DS-A0VM-TP	chr17~39767783~+~HPV16~7011~+	chr17	39767783	HPV16	7011	38	chr17:39852967	8	AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1;GRB7;IKZF3	KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA;PSMD3;RP11-387H17.6
CESC-DS-A7WF-TP	chr17~39702246~+~HPV16~115~-	chr17	39702246	HPV16	115	18	chr17:39852967	8	CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4
CESC-VS-A9V5-TP	HPV16~3347~-~chr17~39737484~+	chr17	39737484	HPV16	3347	291	chr17:39852967	8	NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2;MIR4728;MIEN1	GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4;LRRC3C;GSDMA
CESC-C5-A1M9-TP	chr17~39717481~+~HPV16~578~-	chr17	39717481	HPV16	578	681	chr17:39852967	8	CDK12;RNU6-233P;RP11-390P24.1;NEUROD2;AC087491.2;PPP1R1B;STARD3;TCAP;PNMT;PGAP3;ERBB2	MIR4728;MIEN1;GRB7;IKZF3;KRT8P34;AC079199.2;ZPBP2;GSDMB;ORMDL3;RP11-387H17.4
CESC-C5-A907-TP	HPV18~6384~-~chr17~43103878~+	chr17	43103878	HPV18	6384	12	chr17:42539982	2	AARSD1;PTGES3L;RP11-376M2.2;RUNDC1;AC055866.1;RPL27;IFI35;VAT1;RND2;RPL21P4;BRCA1	NBR2;CTD-3199J23.6;RP11-242D8.1;RP11-242D8.2;RP11-242D8.3;NBR1;TMEM106A;RNU2-1;RNU2-1;RNU2-1
CESC-DS-A7WH-TP	chr17~42539982~+~HPV16~883~-	chr17	42539982	HPV16	883	14	chr17:42539982	2	STAT3;AC107993.1;PTRF;RNU7-97P;ATP6V0A1;MIR548AT;RP11-194N12.2;RP11-400F19.18;MIR5010;PTP4A2P1;NAGLU	HSD17B1P1;HSD17B1;RP11-400F19.6;COASY;MLX;PSMC3IP;FAM134C;RP11-400F19.12;TUBG1;ATP5LP7
HNSC-P3-A6T6-TP	HPV16~881~+~chr17~50867495~+	chr17	50867495	HPV16	881	801	chr17:51636010	2	Y_RNA;ANKRD40;RP11-294J22.7;LUC7L3;LINC00483;MIR8059;RP11-294J22.5;WFIKKN2;RP11-506D12.5;RPL5P33;TOB1;TOB1-AS1	RP11-700H6.4;RP11-700H6.1;RP11-700H6.2;SPAG9;RP11-481C4.1;NME1;NME1-NME2;NME1-NME2;RP11-481C4.2;MBTD1
CESC-VS-A9U6-TP	chr17~51649255~+~HPV33~895~-	chr17	51649255	HPV33	895	1384	chr17:51636010	2	RP11-481C4.2;MBTD1;RP11-421E14.2;UTP18;RP11-1018N14.1;RP11-1018N14.3;RP11-1018N14.4;RP11-1018N14.2;RP11-1018N14.5;RPL7P48;CA10	CTB-43I4.1;AC004108.1;RP11-429O1.1;AC102948.2;C17orf112;RP11-750B16.1;AC091154.1;RP11-146P2.1;CTD-2535P7.1;CTD-2535P7.2
CESC-VS-A8EB-TP	chr17~60122077~+~HPV16~881~-	chr17	60122077	HPV16	881	885	chr17:60023568	4	AC005702.4;AC005702.3;AC005702.2;MIR4737;HEATR6;RP11-178C3.6;CTD-2319I12.2;WFDC21P;AC025048.1;CTD-2319I12.3	CTD-2319I12.9;CTD-2319I12.4;CTD-2319I12.5;CA4;FAM106DP;Metazoa_SRP;SCARNA20;RP11-3K24.1;RP11-3K24.3;AC104763.1
CESC-VS-A9V2-TP	HPV16~3633~+~chr17~59839767~+	chr17	59839767	HPV16	3633	332	chr17:60023568	4	MIR4729;YPEL2;RP11-567L7.5;LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;RP11-619I22.1;VMP1	MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1
CESC-C5-A7UC-TP	HPV45~930~+~chr17~59735337~+	chr17	59735337	HPV45	930	879	chr17:60023568	4	RP11-567L7.3;MIR4729;YPEL2;RP11-567L7.5;LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;VMP1	RP11-619I22.1;MIR21;RNU6-450P;TUBD1;NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1
CESC-C5-A907-TP	chr17~59860425~+~HPV18~930~-	chr17	59860425	HPV18	930	1333	chr17:60023568	4	LINC01476;RNU4-13P;DHX40;RP11-758H9.2;CLTC;PTRH2;VMP1;RP11-619I22.1;MIR21;RNU6-450P;TUBD1	NDUFB8P2;RP5-1073F15.1;RPS6KB1;RNFT1;RP11-178C3.2;DHX40P1;TBC1D3P1;RP11-178C3.7;RP11-178C3.8;AC005702.1
CESC-JX-A5QV-TP	HPV16~7128~-~chr17~81827043~+	chr17	81827043	HPV16	7128	117	chr17:82279733	3	AC139530.1;ARL16;HGS;MIR6786;RP13-1032I1.11;RP13-1032I1.7;MRPL12;SLC25A10;Metazoa_SRP;GCGR;FAM195B	PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3;ARHGDIA;RP11-498C9.16;RP11-498C9.15;ALYREF;ANAPC11
LIHC-G3-AAV0-TP	chr17~82291564~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr17	82291564	NC_003977_3182nt_Hepatitis_B_virus	461	35	chr17:82279733	3	FASN;RP11-1376P16.2;CCDC57;RP11-1376P16.1;RP13-516M14.2;MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D;RP13-516M14.4	RP13-516M14.1;CD7;SECTM1;TEX19;RP13-20L14.2;UTS2R;RP13-20L14.1;RP13-20L14.4;OGFOD3;Y_RNA
LIHC-CC-A9FS-TP	chr17~83247401~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	chr17	83247401	NC_003977_3182nt_Hepatitis_B_virus	1823	10	chr17:82279733	3	RP11-1197K16.2;B3GNTL1;METRNL;AC144831.3;AC144831.1;AC139099.7;AC139099.4;AC139099.6;AC139099.5;FLJ43681	
LIHC-DD-A11A-TP	chr17~83247314~+~NC_003977_3182nt_Hepatitis_B_virus~485~-	chr17	83247314	NC_003977_3182nt_Hepatitis_B_virus	485	16	chr17:82279733	3	RP11-1197K16.2;B3GNTL1;METRNL;AC144831.3;AC144831.1;AC139099.7;AC139099.4;AC139099.6;AC139099.5;FLJ43681	
HNSC-HD-7754-TP	HPV16~3357~-~chr17~81869541~+	chr17	81869541	HPV16	3357	259	chr17:82279733	3	MRPL12;SLC25A10;Metazoa_SRP;GCGR;FAM195B;PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3;ARHGDIA	RP11-498C9.16;RP11-498C9.15;ALYREF;ANAPC11;NPB;PCYT2;SIRT7;MAFG;RP11-498C9.12;MAFG-AS1
LIHC-CC-A7IG-TP	NC_003977_3182nt_Hepatitis_B_virus~1764~+~chr17~8663823~+	chr17	8663823	NC_003977_3182nt_Hepatitis_B_virus	1764	260	chr17:8663775	2	ODF4;KRBA2;RP11-849F2.5;RPL26;RNF222;NDEL1;RNU7-43P;MYH10;RP11-713H12.2;RP11-713H12.1	CCDC42;SPDYE4;MFSD6L;PIK3R6;PIK3R5;CTB-41I6.1;CTB-41I6.2;NTN1;RP11-85B7.2;RP11-85B7.5
LIHC-CC-A9FU-TP	NC_003977_3182nt_Hepatitis_B_virus~2474~+~chr17~7688449~+	chr17	7688449	NC_003977_3182nt_Hepatitis_B_virus	2474	13	chr17:8663775	2	CD68;AC113189.5;MPDU1;SOX15;FXR2;SHBG;SAT2;ATP1B2;TP53;RP11-199F11.2;WRAP53	EFNB3;RPL29P2;DNAH2;KDM6B;TMEM88;CYB5D1;RP11-1099M24.6;NAA38;CHD3;SCARNA21
LIHC-G3-AAV0-TP	chr18~15204517~+~NC_003977_3182nt_Hepatitis_B_virus~1785~-	chr18	15204517	NC_003977_3182nt_Hepatitis_B_virus	1785	30	chr18:15204517	2	RP11-527H14.4;LINC01443;LINC01444;RP11-527H14.1;RP11-805F19.3;RP11-805F19.4;AP005242.1;RP11-805F19.2;RP11-805F19.1;RP11-454P7.3	BNIP3P3;RP11-454P7.1;AP005901.1;RNU6-721P;ROCK1;AC036178.1;RP11-254G11.1;RNU6-120P;EXOGP1;RP11-699A5.2
LIHC-G3-A3CH-NT	chr18~15060138~+~NC_003977_3182nt_Hepatitis_B_virus~1794~-	chr18	15060138	NC_003977_3182nt_Hepatitis_B_virus	1794	10	chr18:15204517	2	RP11-1157N2__B.2;MIR3156-2;RP11-527H14.6;FGF7P1;RP11-527H14.4;LINC01443;LINC01444;RP11-527H14.1;RP11-805F19.3;RP11-805F19.4;AP005242.1	RP11-805F19.2;RP11-805F19.1;RP11-454P7.3;BNIP3P3;RP11-454P7.1;AP005901.1;RNU6-721P;ROCK1;AC036178.1;RP11-254G11.1
CESC-C5-A1BN-TP	chr18~63686427~+~HPV45~930~-	chr18	63686427	HPV45	930	1646	chr18:63661245	3	RP11-635N19.1;VPS4B;RP11-635N19.2;RP11-635N19.3;SERPINB5;ATP5G1P6;SERPINB12;SERPINB13;SERPINB4;SERPINB3;SERPINB11	SERPINB7;SERPINB2;SERPINB10;HMSD;SERPINB8;RPL12P39;LINC00305;AC100848.1;LINC01538;RP11-146N18.1
HNSC-CQ-5323-TP	HPV16~881~+~chr18~63655356~+	chr18	63655356	HPV16	881	410	chr18:63661245	3	KDSR;RP11-635N19.1;VPS4B;RP11-635N19.2;RP11-635N19.3;SERPINB5;ATP5G1P6;SERPINB12;SERPINB13;SERPINB4;SERPINB3;SERPINB11	SERPINB7;SERPINB2;SERPINB10;HMSD;SERPINB8;RPL12P39;LINC00305;AC100848.1;LINC01538;RP11-146N18.1
CESC-LP-A5U2-TP	HPV16~881~+~chr18~63236502~+	chr18	63236502	HPV16	881	208	chr18:63661245	3	RPL17P44;RP11-640A1.4;ACTBP9;RP11-120K19.4;RP11-120K19.3;ZCCHC2;RN7SL705P;RNU6-142P;PHLPP1;RP11-299P2.1;BCL2	RP11-28F1.2;KDSR;RP11-635N19.1;VPS4B;RP11-635N19.2;RP11-635N19.3;SERPINB5;ATP5G1P6;SERPINB12;SERPINB13
CESC-DS-A7WF-TP	chr19~10930191~+~HPV16~881~-	chr19	10930191	HPV16	881	698	chr19:11654147	2	MIR638;DNM2;MIR4748;MIR199A1;MIR6793;TMED1;AC007229.3;C19orf38;CARM1;YIPF2;C19orf52	Metazoa_SRP;SMARCA4;CTC-215O4.4;uc_338;LDLR;MIR6886;SPC24;KANK2;CTC-510F12.3;CTC-510F12.2
LIHC-DD-AAE0-TP	chr19~11654147~+~NC_003977_3182nt_Hepatitis_B_virus~1786~-	chr19	11654147	NC_003977_3182nt_Hepatitis_B_virus	1786	22	chr19:11654147	2	RN7SL833P;ECSIT;CTC-398G3.1;CTC-398G3.2;CNN1;ELOF1;ACP5;GAPDHP76;ZNF627;CTD-2006C1.6	HNRNPA1P10;CTC-499B15.4;CTC-499B15.6;ZNF823;CTC-499B15.1;ZNF441;CTC-499B15.7;ZNF491;ZNF440;CTC-499B15.8
CESC-C5-A2LX-TP	HPV16~1187~+~chr19~1259509~+	chr19	1259509	HPV16	1187	33	chr19:1259509	2	HMHA1;POLR2E;GPX4;SBNO2;STK11;HMGB2P1;C19orf26;AC004221.2;ATP5D;MIDN;CIRBP	CIRBP-AS1;C19orf24;EFNA2;RPS15P9;AC005330.2;MUM1;AC004623.3;AC004623.2;LLNLR-307A6.1;NDUFS7
CESC-C5-A8XK-TP	chr19~1219091~+~HPV16~954~+	chr19	1219091	HPV16	954	140	chr19:1259509	2	TMEM259;RNU6-2;CNN2;AC011558.5;ABCA7;HMHA1;POLR2E;GPX4;SBNO2;HMGB2P1;STK11	C19orf26;AC004221.2;ATP5D;MIDN;CIRBP;CIRBP-AS1;C19orf24;EFNA2;RPS15P9;AC005330.2
LIHC-CC-5258-TP	NC_003977_3182nt_Hepatitis_B_virus~1829~+~chr19~35723125~+	chr19	35723125	NC_003977_3182nt_Hepatitis_B_virus	1829	65	chr19:35723125	7	AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;KMT2B	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13;ARHGAP33
LIHC-DD-A116-TP	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr19~35722994~+	chr19	35722994	NC_003977_3182nt_Hepatitis_B_virus	340	11	chr19:35723125	7	AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;KMT2B	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13;ARHGAP33
LIHC-DD-AAD1-TP	NC_003977_3182nt_Hepatitis_B_virus~1805~+~chr19~35722700~+	chr19	35722700	NC_003977_3182nt_Hepatitis_B_virus	1805	16	chr19:35723125	7	AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;KMT2B	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13;ARHGAP33
LIHC-CC-A9FS-TP	NC_003977_3182nt_Hepatitis_B_virus~1811~+~chr19~35723016~+	chr19	35723016	NC_003977_3182nt_Hepatitis_B_virus	1811	27	chr19:35723125	7	AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;KMT2B	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13;ARHGAP33
LIHC-DD-AADK-TP	NC_003977_3182nt_Hepatitis_B_virus~1818~+~chr19~35722273~+	chr19	35722273	NC_003977_3182nt_Hepatitis_B_virus	1818	27	chr19:35723125	7	AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;KMT2B	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13;ARHGAP33
LIHC-DD-AAVW-TP	NC_003977_3182nt_Hepatitis_B_virus~1795~+~chr19~35722033~+	chr19	35722033	NC_003977_3182nt_Hepatitis_B_virus	1795	25	chr19:35723125	7	AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32;KMT2B	IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13;ARHGAP33
LIHC-DD-AACD-TP	chr19~35709105~+~NC_003977_3182nt_Hepatitis_B_virus~344~+	chr19	35709105	NC_003977_3182nt_Hepatitis_B_virus	344	10	chr19:35723125	7	ATP4A;AC002115.5;AC002115.9;HAUS5;RBM42;ETV2;COX6B1;UPK1A-AS1;UPK1A;AC002314.4;ZBTB32	KMT2B;IGFLR1;U2AF1L4;PSENEN;AC002398.11;LIN37;AC002398.12;HSPB6;PROSER3;AC002398.13
LIHC-G3-AAV0-TP	NC_003977_3182nt_Hepatitis_B_virus~1919~-~chr19~39306367~+	chr19	39306367	NC_003977_3182nt_Hepatitis_B_virus	1919	19	chr19:38869780	2	PAK4;NCCRP1;SYCN;IFNL3P1;IFNL3;IFNL4;MSRB1P1;IFNL4P1;IFNL2;IFNL1	LRFN1;CTC-246B18.8;GMFG;CTC-246B18.10;SAMD4B;RN7SL566P;PAF1;MED29;ZFP36;MIR4530
CESC-LP-A4AW-TP	HPV16~881~+~chr19~38873550~+	chr19	38873550	HPV16	881	61	chr19:38869780	2	CTD-2540F13.2;CAPN12;LGALS7;LGALS7B;RNU6-140P;LGALS4;AC104534.2;ECH1;HNRNPL;AC008982.2;CTC-360G5.6;RINL	SIRT2;NFKBIB;CCER2;SARS2;MRPS12;CTC-360G5.9;FBXO17;FBXO27;CTB-189B5.3;PAPL
CESC-Q1-A6DT-TP	chr19~37932693~+~HPV16~408~+	chr19	37932693	HPV16	408	137	chr19:38869780	2	ZNF781;CTD-2528L19.3;ZNF607;CTD-2528L19.6;ZNF573;CTD-2554C21.1;CTD-2554C21.2;CTD-2554C21.3;AC016582.2;WDR87;SIPA1L3	CTC-244M17.1;AC011465.1;CTC-450M9.1;CTB-102L5.7;Metazoa_SRP;CTB-102L5.8;DPF1;PPP1R14A;SPINT2;Y_RNA
LIHC-DD-A116-NT	chr19~53568008~+~NC_003977_3182nt_Hepatitis_B_virus~1749~-	chr19	53568008	NC_003977_3182nt_Hepatitis_B_virus	1749	42	chr19:53568008	2	ZNF765;RPL39P36;CTD-2224J9.7;TPM3P9;ZNF761;TPM3P6;ZNF813;CTD-2224J9.4;CTD-2224J9.8;CTB-167G5.7;ZNF331	CTB-167G5.6;CTB-167G5.3;RN7SL317P;DPRX;RNU6-698P;CTC-339O9.2;MIR512-1;MIR512-2;MIR1323;MIR498
LIHC-DD-A1EL-NT	NC_003977_3182nt_Hepatitis_B_virus~1820~+~chr19~53327394~+	chr19	53327394	NC_003977_3182nt_Hepatitis_B_virus	1820	162	chr19:53568008	2	NDUFV2P1;CTD-2245F17.6;ZNF677;VN1R2;VN1R4;CTD-2245F17.9;FAM90A27P;BIRC8;FAM90A28P;VN1R6P	ZNF845;ZNF525;CTD-3141N22.1;ZNF765;RPL39P36;CTD-2224J9.7;TPM3P9;ZNF761;TPM3P6;ZNF813
CESC-UC-A7PF-TP	chr1~9850777~+~HPV16~881~-	chr1	9850777	HPV16	881	831	chr1:10637409	2	RP13-15M17.1;TMEM201;PIK3CD-AS1;RP11-558F24.2;PIK3CD-AS2;PIK3CD;CLSTN1;MZT1P1;AL357140.1;RP11-84A14.5;CTNNBIP1	LZIC;RP11-84A14.4;RN7SKP269;NMNAT1;MIR5697;RP11-807G9.2;RBP7;RP11-496H15.2;PGAM1P11;UBE4B
CESC-DG-A2KJ-TP	chr1~10637409~+~HPV18~930~-	chr1	10637409	HPV18	930	19	chr1:10637409	2	RN7SL731P;PGD;RP4-736L20.3;APITD1;APITD1-CORT;CORT;RP5-1113E3.3;DFFA;PEX14;RN7SL614P;CASZ1	RP4-734G22.3;HSPE1P24;C1orf127;CFL1P6;AL713997.1;Y_RNA;TARDBP;RP4-635E18.8;MASP2;SRM
CESC-EA-A3HQ-TP	chr1~12497212~+~HPV16~882~-	chr1	12497212	HPV16	882	1129	chr1:12611746	2	Metazoa_SRP;RNU6-777P;RP11-426M1.2;TNFRSF8;MIR7846;TNFRSF1B;MIR4632;RP5-1118D24.2;SNORA70;AC243836.1;VPS13D	SNORA59A;RP5-888M10.2;RNU6ATAC18P;MIR6730;DHRS3;RP11-474O21.5;AADACL4;RP11-474O21.2;AADACL3;C1orf158
CESC-C5-A7X8-TP	HPV18~930~+~chr1~12611746~+	chr1	12611746	HPV18	930	68	chr1:12611746	2	TNFRSF1B;MIR4632;RP5-1118D24.2;SNORA70;VPS13D;AC243836.1;SNORA59A;RP5-888M10.2;RNU6ATAC18P;MIR6730;DHRS3	RP11-474O21.5;AADACL4;RP11-474O21.2;AADACL3;C1orf158;PRAMEF12;PRAMEF1;RP5-845O24.8;PRAMEF11;PRAMEF11
CESC-VS-A950-TP	HPV35~884~+~chr1~151347631~+	chr1	151347631	HPV35	884	6591	chr1:151599829	2	VPS72;PIP5K1A;PSMD4;RP11-126K1.2;ZNF687;RN7SL444P;PI4KB;RP11-126K1.9;RP11-126K1.8;RFX5;RP11-126K1.6	SELENBP1;PSMB4;POGZ;RNY4P25;CGN;SNORA44;MIR554;RP11-74C1.4;RP11-74C1.2;TUFT1
LIHC-DD-AADV-TP	chr1~151599829~+~NC_003977_3182nt_Hepatitis_B_virus~1760~-	chr1	151599829	NC_003977_3182nt_Hepatitis_B_virus	1760	18	chr1:151599829	2	SELENBP1;PSMB4;POGZ;RNY4P25;CGN;SNORA44;MIR554;RP11-74C1.4;RP11-74C1.2;TUFT1	RP11-404E16.1;RNU6-1062P;SNX27;RP11-98D18.1;CELF3;RIIAD1;RNU6-662P;RP11-98D18.15;RP11-98D18.7;MRPL9
HNSC-CN-A49C-TP	chr1~15812370~+~HPV16~881~-	chr1	15812370	HPV16	881	157	chr1:15807664	3	AL121992.1;PLEKHM2;RP11-288I21.1;SLC25A34;RP11-169K16.4;TMEM82;Metazoa_SRP;FBLIM1;RP11-169K16.6;UQCRHL	RP11-169K16.8;FLJ37453;SPEN;RP1-134O19.3;ZBTB17;RP11-5P18.1;RP11-5P18.3;RP11-5P18.11;TBC1D3P6;RP11-5P18.5
CESC-Q1-A5R2-TP	chr1~15338964~+~HPV16~881~-	chr1	15338964	HPV16	881	2848	chr1:15807664	3	RP4-704D23.1;AL034395.1;TBCAP2;KAZN;TMEM51-AS1;C1orf195;TMEM51;RP1-21O18.3;RP5-903E17.2;RP3-467K16.7;FHAD1;RP3-467K16.2	RP3-467K16.4;EFHD2;CTRC;CELA2A;CELA2B;CASP9;SCARNA21;DNAJC16;RP4-680D5.8;AGMAT
HNSC-KU-A6H7-TP	chr1~15740223~+~HPV16~881~-	chr1	15740223	HPV16	881	1827	chr1:15807664	3	RP4-680D5.2;CHCHD2P6;RNU7-179P;RP4-680D5.4;DDI2;RSC1A1;RP4-680D5.9;AL121992.1;PLEKHM2;RP11-288I21.1;SLC25A34;RP11-169K16.4	TMEM82;Metazoa_SRP;FBLIM1;RP11-169K16.6;UQCRHL;RP11-169K16.8;FLJ37453;SPEN;RP1-134O19.3;ZBTB17
LIHC-DD-A116-NT	chr1~161221536~+~NC_003977_3182nt_Hepatitis_B_virus~1828~-	chr1	161221536	NC_003977_3182nt_Hepatitis_B_virus	1828	13	chr1:161222933	2	DEDD;ACA64;UFC1;RP11-297K8.2;USP21;PPOX;B4GALT3;ADAMTS4;NDUFS2;FCER1G	APOA2;MIR5187;TOMM40L;NR1I3;PCP4L1;MPZ;SDHC;CFAP126;RRM2P2;RNU6-481P
LIHC-DD-AACA-TR	chr1~161222933~+~NC_003977_3182nt_Hepatitis_B_virus~1054~+	chr1	161222933	NC_003977_3182nt_Hepatitis_B_virus	1054	11	chr1:161222933	2	DEDD;ACA64;UFC1;RP11-297K8.2;USP21;PPOX;B4GALT3;ADAMTS4;NDUFS2;FCER1G;APOA2	MIR5187;TOMM40L;NR1I3;PCP4L1;MPZ;SDHC;CFAP126;RRM2P2;RNU6-481P;RP11-122G18.7
LIHC-DD-A116-NT	NC_003977_3182nt_Hepatitis_B_virus~1801~+~chr1~1647087~+	chr1	1647087	NC_003977_3182nt_Hepatitis_B_virus	1801	11	chr1:1647087	2	ATAD3A;TMEM240;SSU72;RP5-832C2.5;AL645728.1;RP11-345P4.11;Metazoa_SRP;C1orf233;RP11-345P4.9;MIB2;MMP23B;CDK11B	RP11-345P4.10;RP11-345P4.7;RP11-345P4.6;SLC35E2B;MMP23A;CDK11A;RP1-283E3.4;SLC35E2;NADK;GNB1
CESC-Q1-A73P-TP	HPV18~930~+~chr1~1180033~+	chr1	1180033	HPV18	930	2220	chr1:1647087	2	RP11-54O7.18;RP11-465B22.3;RNF223;C1orf159;LINC01342;MIR200B;MIR200A;MIR429;RP11-465B22.8;TTLL10-AS1;TTLL10	TNFRSF18;TNFRSF4;SDF4;B3GALT6;FAM132A;RP5-902P8.12;UBE2J2;RP5-902P8.10;SCNN1D;MIR6726
CESC-MU-A8JM-TP	chr1~171203989~+~HPV16~881~-	chr1	171203989	HPV16	881	3604	chr1:171636710	2	RP11-545I10.2;RP1-79C4.1;RP1-79C4.4;PRRX1;MROH9;BX284613.1;RP5-1092L12.2;MIR1295A;FMO3;FMO6P;FMO2;RP1-127D3.4	RP1-45C12.1;Y_RNA;FMO1;HMGB1P11;FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53
CESC-EK-A3GM-TP	chr1~171638723~+~HPV45~930~-	chr1	171638723	HPV45	930	1193	chr1:171636710	2	FMO4;RP4-798A17.5;TOP1P1;GM2AP2;RNU6-290P;CYCSP53;RN7SL425P;RNU6-773P;PRRC2C;Z98750.1;MYOC	PFN1P1;RPL4P3;VAMP4;RP4-560B9.5;RP4-560B9.6;RP4-560B9.4;SCARNA20;METTL13;RP4-612B18.3;RP4-612B18.1
