hotspot	Chromosome	hotspot_coord	virus_genome	hotspot_virus_tally	insert_genes	insert_gene_count	hotspot_name
chr20:46772958	chr20	46772958	HPV11	1	SLC2A10~RN7SKP33	4	chr20:46772958^SLC2A10~RN7SKP33
chr20:46772958	chr20	46772958	HPV16	1	SLC2A10~RN7SKP33	4	chr20:46772958^SLC2A10~RN7SKP33
chr20:46772958	chr20	46772958	HPV33	1	SLC2A10~RN7SKP33	4	chr20:46772958^SLC2A10~RN7SKP33
chr20:46772958	chr20	46772958	HPV58	1	SLC2A10~RN7SKP33	4	chr20:46772958^SLC2A10~RN7SKP33
chr20:47753731	chr20	47753731	HPV16	5	SULF2	4	chr20:47753731^SULF2
chr20:48581647	chr20	48581647	HPV16	1	RNU7-144P~PREX1	3	chr20:48581647^RNU7-144P~PREX1
chr20:48581647	chr20	48581647	HPV33	1	RNU7-144P~PREX1	3	chr20:48581647^RNU7-144P~PREX1
chr20:48581647	chr20	48581647	HPV59	1	RNU7-144P~PREX1	3	chr20:48581647^RNU7-144P~PREX1
chr20:49082852	chr20	49082852	Eppstein-Barr	1	ARFGEF2~SNAP23P	1	chr20:49082852^ARFGEF2~SNAP23P
chr20:49082852	chr20	49082852	HPV16	2	ARFGEF2~SNAP23P	1	chr20:49082852^ARFGEF2~SNAP23P
chr20:49082852	chr20	49082852	NC_009333_137969nt_Human_gammaherpesvirus_8	1	ARFGEF2~SNAP23P	1	chr20:49082852^ARFGEF2~SNAP23P
chr20:49273570	chr20	49273570	Eppstein-Barr	1	ZFAS1	2	chr20:49273570^ZFAS1
chr20:49273570	chr20	49273570	HPV16	1	ZFAS1	2	chr20:49273570^ZFAS1
chr20:49273570	chr20	49273570	HPV33	1	ZFAS1	2	chr20:49273570^ZFAS1
chr20:49944717	chr20	49944717	Eppstein-Barr	1	KRT18P4~RNU6-147P	1	chr20:49944717^KRT18P4~RNU6-147P
chr20:49944717	chr20	49944717	HPV16	1	KRT18P4~RNU6-147P	1	chr20:49944717^KRT18P4~RNU6-147P
chr20:49944717	chr20	49944717	HPV18	1	KRT18P4~RNU6-147P	1	chr20:49944717^KRT18P4~RNU6-147P
chr20:50101145	chr20	50101145	HPV16	2	CEBPB	1	chr20:50101145^CEBPB
chr20:50101145	chr20	50101145	HPV58	1	CEBPB	1	chr20:50101145^CEBPB
chr20:50101145	chr20	50101145	NC_009333_137969nt_Human_gammaherpesvirus_8	1	CEBPB	1	chr20:50101145^CEBPB
chr20:50376108	chr20	50376108	HBV	1	LINC01271~RN7SL636P	4	chr20:50376108^LINC01271~RN7SL636P
chr20:50376108	chr20	50376108	HPV16	3	LINC01271~RN7SL636P	4	chr20:50376108^LINC01271~RN7SL636P
chr20:51958295	chr20	51958295	HPV11	1	RNU7-6P~ERP29P1	3	chr20:51958295^RNU7-6P~ERP29P1
chr20:51958295	chr20	51958295	HPV16	1	RNU7-6P~ERP29P1	3	chr20:51958295^RNU7-6P~ERP29P1
chr20:51958295	chr20	51958295	HPV45	1	RNU7-6P~ERP29P1	3	chr20:51958295^RNU7-6P~ERP29P1
chr20:52296658	chr20	52296658	HPV16	2	LINC01524	3	chr20:52296658^LINC01524
chr20:52296658	chr20	52296658	HPV33	1	LINC01524	3	chr20:52296658^LINC01524
chr20:53609283	chr20	53609283	Eppstein-Barr	2	AC005808.3	1	chr20:53609283^AC005808.3
chr20:53609283	chr20	53609283	HPV11	1	AC005808.3	1	chr20:53609283^AC005808.3
chr20:53609283	chr20	53609283	HPV33	1	AC005808.3	1	chr20:53609283^AC005808.3
chr20:53609283	chr20	53609283	HPV58	1	AC005808.3	1	chr20:53609283^AC005808.3
chr20:56171550	chr20	56171550	HPV16	2	CBLN4~RNA5SP487	3	chr20:56171550^CBLN4~RNA5SP487
chr20:56171550	chr20	56171550	HPV33	1	CBLN4~RNA5SP487	3	chr20:56171550^CBLN4~RNA5SP487
chr20:56768581	chr20	56768581	HPV11	1	RP5-897D18.1~RNU6-929P	4	chr20:56768581^RP5-897D18.1~RNU6-929P
chr20:56768581	chr20	56768581	HPV16	1	RP5-897D18.1~RNU6-929P	4	chr20:56768581^RP5-897D18.1~RNU6-929P
chr20:56768581	chr20	56768581	HPV33	1	RP5-897D18.1~RNU6-929P	4	chr20:56768581^RP5-897D18.1~RNU6-929P
chr20:56768581	chr20	56768581	HPV58	1	RP5-897D18.1~RNU6-929P	4	chr20:56768581^RP5-897D18.1~RNU6-929P
chr20:57403254	chr20	57403254	Eppstein-Barr	2	RAE1	1	chr20:57403254^RAE1
chr20:57403254	chr20	57403254	HPV16	1	RAE1	1	chr20:57403254^RAE1
chr20:58127910	chr20	58127910	HPV11	1	C20orf85	1	chr20:58127910^C20orf85
chr20:58127910	chr20	58127910	HPV16	1	C20orf85	1	chr20:58127910^C20orf85
chr20:58127910	chr20	58127910	HPV33	1	C20orf85	1	chr20:58127910^C20orf85
chr20:58907540	chr20	58907540	Eppstein-Barr	3	GNAS	4	chr20:58907540^GNAS
chr20:58907540	chr20	58907540	HPV16	2	GNAS	4	chr20:58907540^GNAS
chr20:58907540	chr20	58907540	HPV31	1	GNAS	4	chr20:58907540^GNAS
chr20:58907540	chr20	58907540	NC_001806_152222nt_Human_alphaherpesvirus_1	1	GNAS	4	chr20:58907540^GNAS
chr20:59349803	chr20	59349803	HPV16	2	EDN3~AL035250.1	2	chr20:59349803^EDN3~AL035250.1
chr20:59349803	chr20	59349803	HPV33	1	EDN3~AL035250.1	2	chr20:59349803^EDN3~AL035250.1
chr20:61296932	chr20	61296932	HPV16	2	CDH4	3	chr20:61296932^CDH4
chr20:61296932	chr20	61296932	HPV33	1	CDH4	3	chr20:61296932^CDH4
chr20:61402317	chr20	61402317	HPV16	2	CDH4	3	chr20:61402317^CDH4
chr20:61402317	chr20	61402317	HPV58	1	CDH4	3	chr20:61402317^CDH4
chr20:61942348	chr20	61942348	Eppstein-Barr	1	TAF4	4	chr20:61942348^TAF4
chr20:61942348	chr20	61942348	HPV16	5	TAF4	4	chr20:61942348^TAF4
chr20:61942348	chr20	61942348	HPV33	1	TAF4	4	chr20:61942348^TAF4
chr20:61942348	chr20	61942348	NC_001702_8135nt_Murine_type_C_retrovirus	1	TAF4	4	chr20:61942348^TAF4
chr20:62291654	chr20	62291654	Eppstein-Barr	1	RPS21	3	chr20:62291654^RPS21
chr20:62291654	chr20	62291654	HPV16	3	RPS21	3	chr20:62291654^RPS21
chr20:62291654	chr20	62291654	HPV33	1	RPS21	3	chr20:62291654^RPS21
chr20:62291654	chr20	62291654	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RPS21	3	chr20:62291654^RPS21
chr20:62291654	chr20	62291654	NC_001702_8135nt_Murine_type_C_retrovirus	2	RPS21	3	chr20:62291654^RPS21
chr20:62291654	chr20	62291654	NC_007815_8197nt_PreXMRV_1	1	RPS21	3	chr20:62291654^RPS21
chr20:62654927	chr20	62654927	Eppstein-Barr	1	SLCO4A1	2	chr20:62654927^SLCO4A1
chr20:62654927	chr20	62654927	HPV16	1	SLCO4A1	2	chr20:62654927^SLCO4A1
chr20:62654927	chr20	62654927	HPV18	1	SLCO4A1	2	chr20:62654927^SLCO4A1
chr20:62654927	chr20	62654927	NC_001806_152222nt_Human_alphaherpesvirus_1	1	SLCO4A1	2	chr20:62654927^SLCO4A1
chr20:62825619	chr20	62825619	Eppstein-Barr	5	OGFR	6	chr20:62825619^OGFR
chr20:62825619	chr20	62825619	HPV16	1	OGFR	6	chr20:62825619^OGFR
chr20:62825619	chr20	62825619	NC_001806_152222nt_Human_alphaherpesvirus_1	1	OGFR	6	chr20:62825619^OGFR
chr20:62991330	chr20	62991330	Eppstein-Barr	2	RP11-305P22.9	2	chr20:62991330^RP11-305P22.9
chr20:62991330	chr20	62991330	HPV11	1	RP11-305P22.9	2	chr20:62991330^RP11-305P22.9
chr20:62991330	chr20	62991330	HPV16	2	RP11-305P22.9	2	chr20:62991330^RP11-305P22.9
chr20:62991330	chr20	62991330	HPV33	1	RP11-305P22.9	2	chr20:62991330^RP11-305P22.9
chr20:63283884	chr20	63283884	HPV11	1	NKAIN4	2	chr20:63283884^NKAIN4
chr20:63283884	chr20	63283884	HPV16	1	NKAIN4	2	chr20:63283884^NKAIN4
chr20:63283884	chr20	63283884	NC_001806_152222nt_Human_alphaherpesvirus_1	1	NKAIN4	2	chr20:63283884^NKAIN4
chr20:63514879	chr20	63514879	Eppstein-Barr	5	PPDPF	3	chr20:63514879^PPDPF
chr20:63514879	chr20	63514879	HPV16	3	PPDPF	3	chr20:63514879^PPDPF
chr20:63514879	chr20	63514879	NC_001806_152222nt_Human_alphaherpesvirus_1	2	PPDPF	3	chr20:63514879^PPDPF
chr20:63795459	chr20	63795459	Eppstein-Barr	1	ZBTB46	2	chr20:63795459^ZBTB46
chr20:63795459	chr20	63795459	HPV16	1	ZBTB46	2	chr20:63795459^ZBTB46
chr20:63795459	chr20	63795459	HPV33	1	ZBTB46	2	chr20:63795459^ZBTB46
chr20:63795459	chr20	63795459	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ZBTB46	2	chr20:63795459^ZBTB46
chr20:63795459	chr20	63795459	NC_001702_8135nt_Murine_type_C_retrovirus	1	ZBTB46	2	chr20:63795459^ZBTB46
chr20:63930063	chr20	63930063	Eppstein-Barr	6	DNAJC5	5	chr20:63930063^DNAJC5
chr20:63930063	chr20	63930063	HPV16	2	DNAJC5	5	chr20:63930063^DNAJC5
chr20:63930063	chr20	63930063	HPV33	1	DNAJC5	5	chr20:63930063^DNAJC5
chr20:63930063	chr20	63930063	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	DNAJC5	5	chr20:63930063^DNAJC5
chr20:63930063	chr20	63930063	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	DNAJC5	5	chr20:63930063^DNAJC5
chr20:63930063	chr20	63930063	NC_001806_152222nt_Human_alphaherpesvirus_1	1	DNAJC5	5	chr20:63930063^DNAJC5
chr20:64052500	chr20	64052500	HPV16	2	ZNF512B;PRPF6	2	chr20:64052500^ZNF512B;PRPF6
chr20:64052500	chr20	64052500	NC_001806_152222nt_Human_alphaherpesvirus_1	1	ZNF512B;PRPF6	2	chr20:64052500^ZNF512B;PRPF6
chr20:64052500	chr20	64052500	NC_007815_8197nt_PreXMRV_1	1	ZNF512B;PRPF6	2	chr20:64052500^ZNF512B;PRPF6
chr20:64156883	chr20	64156883	HPV16	5	MYT1	5	chr20:64156883^MYT1
chr20:64156883	chr20	64156883	HPV33	2	MYT1	5	chr20:64156883^MYT1
chr20:64156883	chr20	64156883	HPV58	1	MYT1	5	chr20:64156883^MYT1
chr20:9193466	chr20	9193466	HPV11	1	PLCB4	4	chr20:9193466^PLCB4
chr20:9193466	chr20	9193466	HPV16	3	PLCB4	4	chr20:9193466^PLCB4
chr20:9386518	chr20	9386518	HPV16	3	PLCB4	3	chr20:9386518^PLCB4
chr21:10392948	chr21	10392948	HBV	1	VN1R7P~RP11-589M2.1	3	chr21:10392948^VN1R7P~RP11-589M2.1
chr21:10392948	chr21	10392948	HPV11	1	VN1R7P~RP11-589M2.1	3	chr21:10392948^VN1R7P~RP11-589M2.1
chr21:10392948	chr21	10392948	HPV16	3	VN1R7P~RP11-589M2.1	3	chr21:10392948^VN1R7P~RP11-589M2.1
chr21:10615351	chr21	10615351	HPV16	2	AF254982.2~AP001464.4	1	chr21:10615351^AF254982.2~AP001464.4
chr21:10615351	chr21	10615351	HPV33	1	AF254982.2~AP001464.4	1	chr21:10615351^AF254982.2~AP001464.4
chr21:11083395	chr21	11083395	HPV16	3	AF254982.2~AP001464.4	3	chr21:11083395^AF254982.2~AP001464.4
chr21:11316495	chr21	11316495	HPV11	1	AF254982.2~AP001464.4	3	chr21:11316495^AF254982.2~AP001464.4
chr21:11316495	chr21	11316495	HPV16	2	AF254982.2~AP001464.4	3	chr21:11316495^AF254982.2~AP001464.4
chr21:11468346	chr21	11468346	HPV11	1	AF254982.2~AP001464.4	4	chr21:11468346^AF254982.2~AP001464.4
chr21:11468346	chr21	11468346	HPV16	3	AF254982.2~AP001464.4	4	chr21:11468346^AF254982.2~AP001464.4
chr21:11623291	chr21	11623291	HPV16	2	AF254982.2~AP001464.4	3	chr21:11623291^AF254982.2~AP001464.4
chr21:11623291	chr21	11623291	HPV18	1	AF254982.2~AP001464.4	3	chr21:11623291^AF254982.2~AP001464.4
chr21:11777036	chr21	11777036	HPV16	3	AF254982.2~AP001464.4	4	chr21:11777036^AF254982.2~AP001464.4
chr21:11777036	chr21	11777036	HPV18	1	AF254982.2~AP001464.4	4	chr21:11777036^AF254982.2~AP001464.4
chr21:11938479	chr21	11938479	HPV16	3	AF254982.2~AP001464.4	3	chr21:11938479^AF254982.2~AP001464.4
chr21:12099394	chr21	12099394	HPV16	3	AF254982.2~AP001464.4	3	chr21:12099394^AF254982.2~AP001464.4
chr21:18880261	chr21	18880261	Eppstein-Barr	1	PPIAP22	2	chr21:18880261^PPIAP22
chr21:18880261	chr21	18880261	HPV18	1	PPIAP22	2	chr21:18880261^PPIAP22
chr21:18880261	chr21	18880261	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	PPIAP22	2	chr21:18880261^PPIAP22
chr21:18986612	chr21	18986612	HPV16	3	AL157359.3~AP000431.1	1	chr21:18986612^AL157359.3~AP000431.1
chr21:19828218	chr21	19828218	HPV16	3	C1QBPP~AP000946.2	2	chr21:19828218^C1QBPP~AP000946.2
chr21:20820375	chr21	20820375	HPV16	3	PPIAP1~AP001136.2	2	chr21:20820375^PPIAP1~AP001136.2
chr21:22152601	chr21	22152601	HPV16	3	AP000705.6~RNU4-45P	1	chr21:22152601^AP000705.6~RNU4-45P
chr21:25356201	chr21	25356201	HPV16	1	RPL13AP7	2	chr21:25356201^RPL13AP7
chr21:25356201	chr21	25356201	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RPL13AP7	2	chr21:25356201^RPL13AP7
chr21:25356201	chr21	25356201	NC_001702_8135nt_Murine_type_C_retrovirus	1	RPL13AP7	2	chr21:25356201^RPL13AP7
chr21:29066614	chr21	29066614	Eppstein-Barr	2	CCT8	1	chr21:29066614^CCT8
chr21:29066614	chr21	29066614	HBV	1	CCT8	1	chr21:29066614^CCT8
chr21:32503593	chr21	32503593	HPV16	2	EXOSC3P1~SNORA33	2	chr21:32503593^EXOSC3P1~SNORA33
chr21:32503593	chr21	32503593	HPV33	1	EXOSC3P1~SNORA33	2	chr21:32503593^EXOSC3P1~SNORA33
chr21:33293004	chr21	33293004	Eppstein-Barr	1	AP000295.10~USF1P1	1	chr21:33293004^AP000295.10~USF1P1
chr21:33293004	chr21	33293004	HPV16	1	AP000295.10~USF1P1	1	chr21:33293004^AP000295.10~USF1P1
chr21:33293004	chr21	33293004	HPV33	1	AP000295.10~USF1P1	1	chr21:33293004^AP000295.10~USF1P1
chr21:33293004	chr21	33293004	NC_009333_137969nt_Human_gammaherpesvirus_8	1	AP000295.10~USF1P1	1	chr21:33293004^AP000295.10~USF1P1
chr21:33553335	chr21	33553335	Eppstein-Barr	3	SON	4	chr21:33553335^SON
chr21:33553335	chr21	33553335	NC_001702_8135nt_Murine_type_C_retrovirus	1	SON	4	chr21:33553335^SON
chr21:34635694	chr21	34635694	HPV16	2	CLIC6	1	chr21:34635694^CLIC6
chr21:34635694	chr21	34635694	HPV33	1	CLIC6	1	chr21:34635694^CLIC6
chr21:38091168	chr21	38091168	HPV16	2	DSCR4	4	chr21:38091168^DSCR4
chr21:38091168	chr21	38091168	HPV33	1	DSCR4	4	chr21:38091168^DSCR4
chr21:38091168	chr21	38091168	HPV58	1	DSCR4	4	chr21:38091168^DSCR4
chr21:38773187	chr21	38773187	HPV16	2	ERG~LINC00114	1	chr21:38773187^ERG~LINC00114
chr21:38773187	chr21	38773187	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ERG~LINC00114	1	chr21:38773187^ERG~LINC00114
chr21:39895010	chr21	39895010	HPV16	2	PCP4	3	chr21:39895010^PCP4
chr21:39895010	chr21	39895010	HPV33	1	PCP4	3	chr21:39895010^PCP4
chr21:39895010	chr21	39895010	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	PCP4	3	chr21:39895010^PCP4
chr21:41439768	chr21	41439768	Eppstein-Barr	1	MX1	1	chr21:41439768^MX1
chr21:41439768	chr21	41439768	HPV16	1	MX1	1	chr21:41439768^MX1
chr21:41439768	chr21	41439768	NC_001702_8135nt_Murine_type_C_retrovirus	1	MX1	1	chr21:41439768^MX1
chr21:41789248	chr21	41789248	HPV16	3	PRDM15	1	chr21:41789248^PRDM15
chr21:43308136	chr21	43308136	HPV16	1	CRYAA~LINC00322	2	chr21:43308136^CRYAA~LINC00322
chr21:43308136	chr21	43308136	HPV33	1	CRYAA~LINC00322	2	chr21:43308136^CRYAA~LINC00322
chr21:43308136	chr21	43308136	HPV58	1	CRYAA~LINC00322	2	chr21:43308136^CRYAA~LINC00322
chr21:43770589	chr21	43770589	Eppstein-Barr	3	PDXK	2	chr21:43770589^PDXK
chr21:43770589	chr21	43770589	HPV16	1	PDXK	2	chr21:43770589^PDXK
chr21:43770589	chr21	43770589	HPV18	1	PDXK	2	chr21:43770589^PDXK
chr21:43944072	chr21	43944072	Eppstein-Barr	2	AGPAT3	4	chr21:43944072^AGPAT3
chr21:43944072	chr21	43944072	HPV16	2	AGPAT3	4	chr21:43944072^AGPAT3
chr21:44403535	chr21	44403535	Eppstein-Barr	1	TRPM2	3	chr21:44403535^TRPM2
chr21:44403535	chr21	44403535	HPV11	1	TRPM2	3	chr21:44403535^TRPM2
chr21:44403535	chr21	44403535	HPV16	2	TRPM2	3	chr21:44403535^TRPM2
chr21:44403535	chr21	44403535	HPV33	1	TRPM2	3	chr21:44403535^TRPM2
chr21:44403535	chr21	44403535	HPV58	1	TRPM2	3	chr21:44403535^TRPM2
chr21:44929267	chr21	44929267	Eppstein-Barr	5	ITGB2;ITGB2-AS1	4	chr21:44929267^ITGB2;ITGB2-AS1
chr21:44929267	chr21	44929267	HPV16	2	ITGB2;ITGB2-AS1	4	chr21:44929267^ITGB2;ITGB2-AS1
chr21:44929267	chr21	44929267	HPV33	1	ITGB2;ITGB2-AS1	4	chr21:44929267^ITGB2;ITGB2-AS1
chr21:45490786	chr21	45490786	HPV11	1	COL18A1;SLC19A1	2	chr21:45490786^COL18A1;SLC19A1
chr21:45490786	chr21	45490786	HPV16	1	COL18A1;SLC19A1	2	chr21:45490786^COL18A1;SLC19A1
chr21:45490786	chr21	45490786	HPV33	1	COL18A1;SLC19A1	2	chr21:45490786^COL18A1;SLC19A1
chr21:45490786	chr21	45490786	NC_001806_152222nt_Human_alphaherpesvirus_1	1	COL18A1;SLC19A1	2	chr21:45490786^COL18A1;SLC19A1
chr21:45746206	chr21	45746206	HPV16	4	PCBP3	4	chr21:45746206^PCBP3
chr21:45919202	chr21	45919202	Eppstein-Barr	1	PCBP3	5	chr21:45919202^PCBP3
chr21:45919202	chr21	45919202	HPV11	1	PCBP3	5	chr21:45919202^PCBP3
chr21:45919202	chr21	45919202	HPV16	4	PCBP3	5	chr21:45919202^PCBP3
chr21:45919202	chr21	45919202	HPV18	1	PCBP3	5	chr21:45919202^PCBP3
chr21:46061386	chr21	46061386	HPV16	2	AP001476.2~AP001476.4	3	chr21:46061386^AP001476.2~AP001476.4
chr21:46061386	chr21	46061386	HPV33	1	AP001476.2~AP001476.4	3	chr21:46061386^AP001476.2~AP001476.4
chr21:46061386	chr21	46061386	NC_001702_8135nt_Murine_type_C_retrovirus	1	AP001476.2~AP001476.4	3	chr21:46061386^AP001476.2~AP001476.4
chr21:46244743	chr21	46244743	Eppstein-Barr	3	LSS	4	chr21:46244743^LSS
chr21:46244743	chr21	46244743	HPV16	1	LSS	4	chr21:46244743^LSS
chr21:46244743	chr21	46244743	NC_001702_8135nt_Murine_type_C_retrovirus	1	LSS	4	chr21:46244743^LSS
chr21:46244743	chr21	46244743	NC_001806_152222nt_Human_alphaherpesvirus_1	1	LSS	4	chr21:46244743^LSS
chr21:46244743	chr21	46244743	NC_007815_8197nt_PreXMRV_1	1	LSS	4	chr21:46244743^LSS
chr21:46376647	chr21	46376647	HPV16	1	PCNT	2	chr21:46376647^PCNT
chr21:46376647	chr21	46376647	HPV18	2	PCNT	2	chr21:46376647^PCNT
chr21:46691397	chr21	46691397	HBV	1	RPL23AP4~	2	chr21:46691397^RPL23AP4~
chr21:46691397	chr21	46691397	HPV16	1	RPL23AP4~	2	chr21:46691397^RPL23AP4~
chr21:46691397	chr21	46691397	HPV59	1	RPL23AP4~	2	chr21:46691397^RPL23AP4~
chr21:5127258	chr21	5127258	HPV16	1	CH507-9B2.5	1	chr21:5127258^CH507-9B2.5
chr21:5127258	chr21	5127258	HPV33	1	CH507-9B2.5	1	chr21:5127258^CH507-9B2.5
chr21:5127258	chr21	5127258	NC_009333_137969nt_Human_gammaherpesvirus_8	1	CH507-9B2.5	1	chr21:5127258^CH507-9B2.5
chr21:5326680	chr21	5326680	HPV16	3	RP11-717F1.1~CH507-24F1.1	3	chr21:5326680^RP11-717F1.1~CH507-24F1.1
chr21:8226118	chr21	8226118	Eppstein-Barr	15	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HBV	5	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV11	1	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV16	46	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV18	5	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV31	3	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV33	4	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV58	2	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	HPV59	2	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_001362_8323nt_Friend_murine_leukemia_virus	1	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	2	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_001501_8332nt_Moloney_murine_leukemia_virus	8	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	3	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_001702_8135nt_Murine_type_C_retrovirus	13	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_001806_152222nt_Human_alphaherpesvirus_1	4	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_006430_15246nt_Mammalian_orthorubulavirus_5	2	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_007815_8197nt_PreXMRV_1	5	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8226118	chr21	8226118	NC_009333_137969nt_Human_gammaherpesvirus_8	1	CH507-513H4.1	92	chr21:8226118^CH507-513H4.1
chr21:8421126	chr21	8421126	Eppstein-Barr	22	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HBV	5	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV11	1	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV16	51	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV18	6	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV31	3	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV33	3	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV58	2	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	HPV59	2	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_001362_8323nt_Friend_murine_leukemia_virus	1	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	3	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_001501_8332nt_Moloney_murine_leukemia_virus	8	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	3	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_001702_8135nt_Murine_type_C_retrovirus	13	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_001806_152222nt_Human_alphaherpesvirus_1	4	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_006430_15246nt_Mammalian_orthorubulavirus_5	2	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_007815_8197nt_PreXMRV_1	5	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8421126	chr21	8421126	NC_009333_137969nt_Human_gammaherpesvirus_8	1	CH507-528H12.1	98	chr21:8421126^CH507-528H12.1
chr21:8630115	chr21	8630115	HPV16	2	FP236383.3~bP-2168N6.2	1	chr21:8630115^FP236383.3~bP-2168N6.2
chr21:8630115	chr21	8630115	HPV33	1	FP236383.3~bP-2168N6.2	1	chr21:8630115^FP236383.3~bP-2168N6.2
chr21:8814141	chr21	8814141	HPV11	1	bP-2189O9.4~bP-2189O9.1	6	chr21:8814141^bP-2189O9.4~bP-2189O9.1
chr21:8814141	chr21	8814141	HPV16	6	bP-2189O9.4~bP-2189O9.1	6	chr21:8814141^bP-2189O9.4~bP-2189O9.1
chr21:8814141	chr21	8814141	HPV33	1	bP-2189O9.4~bP-2189O9.1	6	chr21:8814141^bP-2189O9.4~bP-2189O9.1
chr21:8814141	chr21	8814141	HPV58	1	bP-2189O9.4~bP-2189O9.1	6	chr21:8814141^bP-2189O9.4~bP-2189O9.1
chr21:8994096	chr21	8994096	HPV11	1	MIR3687-1~bP-2171C21.3	17	chr21:8994096^MIR3687-1~bP-2171C21.3
chr21:8994096	chr21	8994096	HPV16	7	MIR3687-1~bP-2171C21.3	17	chr21:8994096^MIR3687-1~bP-2171C21.3
chr21:8994096	chr21	8994096	HPV58	2	MIR3687-1~bP-2171C21.3	17	chr21:8994096^MIR3687-1~bP-2171C21.3
chr21:8994096	chr21	8994096	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	MIR3687-1~bP-2171C21.3	17	chr21:8994096^MIR3687-1~bP-2171C21.3
chr21:8994096	chr21	8994096	NC_001362_8323nt_Friend_murine_leukemia_virus	1	MIR3687-1~bP-2171C21.3	17	chr21:8994096^MIR3687-1~bP-2171C21.3
