#sample	entry	chrB	orientA	score	coordB	chrA	coordA	end	orientB	virus_brkend_grp	match	total	multiqc_index
subset.insertion_seqs.fa	chr18~71123620~+~HPV33~7830~+	HPV33	+	4	7830	chr18	71123620	71123660	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr17~62561210~+~HPV33~7830~+	HPV33	+	4	7830	chr17	62561210	62561250	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr15~30327942~+~HPV33~7830~+	HPV33	+	4	7830	chr15	30327942	30327982	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr14~24584193~+~HPV33~7830~+	HPV33	+	4	7830	chr14	24584193	24584232	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr13~30781670~+~HPV33~7830~+	HPV33	+	4	7830	chr13	30781670	30781710	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr13~24548806~+~HPV33~7830~+	HPV33	+	4	7830	chr13	24548806	24548846	+	HPV33:7830	41	2	
subset.insertion_seqs.fa	chr12~61000740~+~HPV33~7830~+	HPV33	+	4	7830	chr12	61000740	61000780	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr11~106542091~+~HPV33~7830~+	HPV33	+	4	7830	chr11	106542091	106542130	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr10~25202636~+~HPV33~7830~+	HPV33	+	4	7830	chr10	25202636	25202676	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr1~47053299~+~HPV33~7830~+	HPV33	+	4	7830	chr1	47053299	47053338	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr1~672944~+~HPV33~7830~+	HPV33	+	4	7830	chr1	672944	672984	+	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr1~153453648~+~HPV33~7830~+	HPV33	+	4	7830	chr1	153453648	153453688	+	HPV33:7830	41	2	
subset.insertion_seqs.fa	chrY~8117639~+~HPV33~7830~-	HPV33	+	1	7830	chrY	8117639	8117602	-	HPV33:7830	37	1	
subset.insertion_seqs.fa	chrY~20810550~+~HPV33~7830~-	HPV33	+	4	7830	chrY	20810550	20810510	-	HPV33:7830	41	2	
subset.insertion_seqs.fa	chrX~95432065~+~HPV33~7830~-	HPV33	+	4	7830	chrX	95432065	95432026	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chrX~64669994~+~HPV33~7830~-	HPV33	+	4	7830	chrX	64669994	64669954	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr9~138333606~+~HPV33~7830~-	HPV33	+	4	7830	chr9	138333606	138333566	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr9~10098123~+~HPV33~7830~-	HPV33	+	4	7830	chr9	10098123	10098084	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr6~88436825~+~HPV33~7830~-	HPV33	+	4	7830	chr6	88436825	88436786	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr5~162583808~+~HPV33~7830~-	HPV33	+	4	7830	chr5	162583808	162583768	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr5~63848503~+~HPV33~7830~-	HPV33	+	4	7830	chr5	63848503	63848464	-	HPV33:7830	41	2	
subset.insertion_seqs.fa	chr3~40347188~+~HPV33~7830~-	HPV33	+	4	7830	chr3	40347188	40347148	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr20~54934596~+~HPV33~7830~-	HPV33	+	4	7830	chr20	54934596	54934556	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr20~39922380~+~HPV33~7830~-	HPV33	+	4	7830	chr20	39922380	39922340	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr2~196277756~+~HPV33~7830~-	HPV33	+	4	7830	chr2	196277756	196277716	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr2~34309783~+~HPV33~7830~-	HPV33	+	4	7830	chr2	34309783	34309744	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr2~195228421~+~HPV33~7830~-	HPV33	+	1	7830	chr2	195228421	195228384	-	HPV33:7830	36	1	
subset.insertion_seqs.fa	chr15~101889670~+~HPV33~7830~-	HPV33	+	4	7830	chr15	101889670	101889630	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr15~45268797~+~HPV33~7830~-	HPV33	+	4	7830	chr15	45268797	45268758	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr15~32202844~+~HPV33~7830~-	HPV33	+	4	7830	chr15	32202844	32202804	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr14~80488764~+~HPV33~7830~-	HPV33	+	4	7830	chr14	80488764	80488724	-	HPV33:7830	41	2	
subset.insertion_seqs.fa	chr13~18521142~+~HPV33~7830~-	HPV33	+	4	7830	chr13	18521142	18521102	-	HPV33:7830	41	2	
subset.insertion_seqs.fa	chr12~74092306~+~HPV33~7830~-	HPV33	+	4	7830	chr12	74092306	74092266	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr12~11150450~+~HPV33~7830~-	HPV33	+	4	7830	chr12	11150450	11150410	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr12~77659740~+~HPV33~7830~-	HPV33	+	4	7830	chr12	77659740	77659700	-	HPV33:7830	41	2	
subset.insertion_seqs.fa	chr11~55700219~+~HPV33~7830~-	HPV33	+	4	7830	chr11	55700219	55700180	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr10~56711833~+~HPV33~7830~-	HPV33	+	4	7830	chr10	56711833	56711794	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr1~210933143~+~HPV33~7830~-	HPV33	+	4	7830	chr1	210933143	210933104	-	HPV33:7830	42	2	
subset.insertion_seqs.fa	chr7~81785166~+~HPV33~7830~+	HPV33	+	1	7830	chr7	81785166	81785209	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr7~24675773~+~HPV33~7830~+	HPV33	+	1	7830	chr7	24675773	24675816	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr6~88448779~+~HPV33~7830~+	HPV33	+	1	7830	chr6	88448779	88448822	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr6~33044122~+~HPV33~7830~+	HPV33	+	1	7830	chr6	33044122	33044165	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~102683494~+~HPV33~7830~+	HPV33	+	1	7830	chr5	102683494	102683537	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr4~99423259~+~HPV33~7830~+	HPV33	+	1	7830	chr4	99423259	99423302	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr2~228001951~+~HPV33~7830~+	HPV33	+	1	7830	chr2	228001951	228001994	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr19~143507~+~HPV33~7830~+	HPV33	+	1	7830	chr19	143507	143550	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr14~27193200~+~HPV33~7830~+	HPV33	+	1	7830	chr14	27193200	27193243	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr14~19319587~+~HPV33~7830~+	HPV33	+	1	7830	chr14	19319587	19319630	+	HPV33:7830	39	1	
subset.insertion_seqs.fa	chr13~78158224~+~HPV33~7830~+	HPV33	+	1	7830	chr13	78158224	78158267	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~59412376~+~HPV33~7830~+	HPV33	+	1	7830	chr11	59412376	59412419	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr11~73877~+~HPV33~7830~+	HPV33	+	1	7830	chr11	73877	73920	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr11~132197880~+~HPV33~7830~+	HPV33	+	1	7830	chr11	132197880	132197923	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr11~63094362~+~HPV33~7830~+	HPV33	+	1	7830	chr11	63094362	63094405	+	HPV33:7830	39	1	
subset.insertion_seqs.fa	chr1~203612223~+~HPV33~7830~+	HPV33	+	1	7830	chr1	203612223	203612266	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr1~176308760~+~HPV33~7830~+	HPV33	+	1	7830	chr1	176308760	176308803	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	KI270719.1~130615~+~HPV33~7830~+	HPV33	+	0	7830	KI270719.1	130615	130658	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chrX~73386631~+~HPV33~7830~-	HPV33	+	1	7830	chrX	73386631	73386588	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr8~2419383~+~HPV33~7830~-	HPV33	+	1	7830	chr8	2419383	2419340	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr7~137334823~+~HPV33~7830~-	HPV33	+	1	7830	chr7	137334823	137334780	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~127545417~+~HPV33~7830~-	HPV33	+	1	7830	chr5	127545417	127545374	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~46008346~+~HPV33~7830~-	HPV33	+	1	7830	chr5	46008346	46008303	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~53680472~+~HPV33~7830~-	HPV33	+	1	7830	chr5	53680472	53680429	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr2~147772261~+~HPV33~7830~-	HPV33	+	1	7830	chr2	147772261	147772218	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr2~149881335~+~HPV33~7830~-	HPV33	+	1	7830	chr2	149881335	149881292	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr14~27265391~+~HPV33~7830~-	HPV33	+	1	7830	chr14	27265391	27265348	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr12~42068740~+~HPV33~7830~-	HPV33	+	1	7830	chr12	42068740	42068697	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr11~21716144~+~HPV33~7830~-	HPV33	+	1	7830	chr11	21716144	21716101	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr11~7386928~+~HPV33~7830~-	HPV33	+	1	7830	chr11	7386928	7386885	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr1~210834315~+~HPV33~7830~-	HPV33	+	1	7830	chr1	210834315	210834272	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chrY~19988260~+~HPV33~7830~+	HPV33	+	1	7830	chrY	19988260	19988298	+	HPV33:7830	36	1	
subset.insertion_seqs.fa	chrX~144637308~+~HPV33~7830~+	HPV33	+	1	7830	chrX	144637308	144637350	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chrX~47252386~+~HPV33~7830~+	HPV33	+	1	7830	chrX	47252386	47252428	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr9~106538150~+~HPV33~7830~+	HPV33	+	1	7830	chr9	106538150	106538192	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr9~30456231~+~HPV33~7830~+	HPV33	+	1	7830	chr9	30456231	30456272	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr8~108109765~+~HPV33~7830~+	HPV33	+	1	7830	chr8	108109765	108109807	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr8~63615841~+~HPV33~7830~+	HPV33	+	1	7830	chr8	63615841	63615883	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr7~136107799~+~HPV33~7830~+	HPV33	+	1	7830	chr7	136107799	136107841	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr7~63379685~+~HPV33~7830~+	HPV33	+	1	7830	chr7	63379685	63379727	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr7~121970183~+~HPV33~7830~+	HPV33	+	1	7830	chr7	121970183	121970225	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr6~74389647~+~HPV33~7830~+	HPV33	+	1	7830	chr6	74389647	74389689	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr6~50916222~+~HPV33~7830~+	HPV33	+	1	7830	chr6	50916222	50916264	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr6~67259338~+~HPV33~7830~+	HPV33	+	1	7830	chr6	67259338	67259380	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr5~175134137~+~HPV33~7830~+	HPV33	+	1	7830	chr5	175134137	175134179	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr5~28502435~+~HPV33~7830~+	HPV33	+	1	7830	chr5	28502435	28502477	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr5~71264294~+~HPV33~7830~+	HPV33	+	1	7830	chr5	71264294	71264336	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~34211773~+~HPV33~7830~+	HPV33	+	1	7830	chr5	34211773	34211815	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr4~176073486~+~HPV33~7830~+	HPV33	+	1	7830	chr4	176073486	176073528	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr4~175581236~+~HPV33~7830~+	HPV33	+	1	7830	chr4	175581236	175581278	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr4~34622626~+~HPV33~7830~+	HPV33	+	1	7830	chr4	34622626	34622668	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr3~182822499~+~HPV33~7830~+	HPV33	+	1	7830	chr3	182822499	182822541	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr3~173254263~+~HPV33~7830~+	HPV33	+	1	7830	chr3	173254263	173254305	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr3~41803867~+~HPV33~7830~+	HPV33	+	1	7830	chr3	41803867	41803909	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr3~41559258~+~HPV33~7830~+	HPV33	+	1	7830	chr3	41559258	41559300	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr21~10161626~+~HPV33~7830~+	HPV33	+	1	7830	chr21	10161626	10161668	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr20~55568451~+~HPV33~7830~+	HPV33	+	1	7830	chr20	55568451	55568493	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~142499359~+~HPV33~7830~+	HPV33	+	1	7830	chr2	142499359	142499401	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~234192697~+~HPV33~7830~+	HPV33	+	1	7830	chr2	234192697	234192739	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~206904878~+~HPV33~7830~+	HPV33	+	1	7830	chr2	206904878	206904920	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~194280837~+~HPV33~7830~+	HPV33	+	1	7830	chr2	194280837	194280879	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~162095477~+~HPV33~7830~+	HPV33	+	1	7830	chr2	162095477	162095519	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~156962720~+~HPV33~7830~+	HPV33	+	1	7830	chr2	156962720	156962762	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~148398035~+~HPV33~7830~+	HPV33	+	1	7830	chr2	148398035	148398077	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~194068835~+~HPV33~7830~+	HPV33	+	1	7830	chr2	194068835	194068877	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr18~69706916~+~HPV33~7830~+	HPV33	+	1	7830	chr18	69706916	69706958	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr18~37096459~+~HPV33~7830~+	HPV33	+	1	7830	chr18	37096459	37096501	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr17~26664234~+~HPV33~7830~+	HPV33	+	1	7830	chr17	26664234	26664276	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr16~20756015~+~HPV33~7830~+	HPV33	+	1	7830	chr16	20756015	20756057	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr15~21314538~+~HPV33~7830~+	HPV33	+	1	7830	chr15	21314538	21314580	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr15~20745488~+~HPV33~7830~+	HPV33	+	1	7830	chr15	20745488	20745530	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr15~84388428~+~HPV33~7830~+	HPV33	+	1	7830	chr15	84388428	84388470	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr15~62006486~+~HPV33~7830~+	HPV33	+	1	7830	chr15	62006486	62006528	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr14~39550583~+~HPV33~7830~+	HPV33	+	1	7830	chr14	39550583	39550625	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr13~105408670~+~HPV33~7830~+	HPV33	+	1	7830	chr13	105408670	105408712	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr13~65614574~+~HPV33~7830~+	HPV33	+	1	7830	chr13	65614574	65614616	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr13~65351939~+~HPV33~7830~+	HPV33	+	1	7830	chr13	65351939	65351981	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr12~37823755~+~HPV33~7830~+	HPV33	+	1	7830	chr12	37823755	37823797	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr12~11212988~+~HPV33~7830~+	HPV33	+	1	7830	chr12	11212988	11213030	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr11~56836332~+~HPV33~7830~+	HPV33	+	1	7830	chr11	56836332	56836374	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~38941806~+~HPV33~7830~+	HPV33	+	1	7830	chr11	38941806	38941848	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~29787465~+~HPV33~7830~+	HPV33	+	1	7830	chr11	29787465	29787507	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~103136607~+~HPV33~7830~+	HPV33	+	1	7830	chr11	103136607	103136649	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr11~35754886~+~HPV33~7830~+	HPV33	+	1	7830	chr11	35754886	35754928	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr11~4298663~+~HPV33~7830~+	HPV33	+	1	7830	chr11	4298663	4298705	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr11~86824861~+~HPV33~7830~+	HPV33	+	1	7830	chr11	86824861	86824903	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr11~23646651~+~HPV33~7830~+	HPV33	+	1	7830	chr11	23646651	23646693	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr10~110982237~+~HPV33~7830~+	HPV33	+	1	7830	chr10	110982237	110982279	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr10~108857796~+~HPV33~7830~+	HPV33	+	1	7830	chr10	108857796	108857838	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr10~39446873~+~HPV33~7830~+	HPV33	+	1	7830	chr10	39446873	39446915	+	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr1~228892427~+~HPV33~7830~+	HPV33	+	1	7830	chr1	228892427	228892469	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~178896843~+~HPV33~7830~+	HPV33	+	1	7830	chr1	178896843	178896885	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~118735267~+~HPV33~7830~+	HPV33	+	1	7830	chr1	118735267	118735309	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~92630049~+~HPV33~7830~+	HPV33	+	1	7830	chr1	92630049	92630091	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~69995785~+~HPV33~7830~+	HPV33	+	1	7830	chr1	69995785	69995827	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~55127449~+~HPV33~7830~+	HPV33	+	1	7830	chr1	55127449	55127491	+	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~247985491~+~HPV33~7830~+	HPV33	+	1	7830	chr1	247985491	247985533	+	HPV33:7830	39	1	
subset.insertion_seqs.fa	KI270727.1~442323~+~HPV33~7830~+	HPV33	+	1	7830	KI270727.1	442323	442365	+	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr9~110422750~+~HPV33~7830~-	HPV33	+	1	7830	chr9	110422750	110422708	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr8~113270605~+~HPV33~7830~-	HPV33	+	1	7830	chr8	113270605	113270563	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr8~94337833~+~HPV33~7830~-	HPV33	+	1	7830	chr8	94337833	94337792	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr7~144537684~+~HPV33~7830~-	HPV33	+	1	7830	chr7	144537684	144537642	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr7~113741593~+~HPV33~7830~-	HPV33	+	1	7830	chr7	113741593	113741551	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr7~42788487~+~HPV33~7830~-	HPV33	+	1	7830	chr7	42788487	42788445	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr7~89575791~+~HPV33~7830~-	HPV33	+	1	7830	chr7	89575791	89575749	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr6~170653315~+~HPV33~7830~-	HPV33	+	1	7830	chr6	170653315	170653273	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr6~49686833~+~HPV33~7830~-	HPV33	+	1	7830	chr6	49686833	49686791	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr6~46533956~+~HPV33~7830~-	HPV33	+	1	7830	chr6	46533956	46533914	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr6~33460719~+~HPV33~7830~-	HPV33	+	1	7830	chr6	33460719	33460677	-	HPV33:7830	38	1	
subset.insertion_seqs.fa	chr5~181380999~+~HPV33~7830~-	HPV33	+	1	7830	chr5	181380999	181380957	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr5~59307991~+~HPV33~7830~-	HPV33	+	1	7830	chr5	59307991	59307949	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr5~161784366~+~HPV33~7830~-	HPV33	+	1	7830	chr5	161784366	161784324	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~69881885~+~HPV33~7830~-	HPV33	+	1	7830	chr5	69881885	69881843	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr5~4621054~+~HPV33~7830~-	HPV33	+	1	7830	chr5	4621054	4621012	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr4~144897142~+~HPV33~7830~-	HPV33	+	1	7830	chr4	144897142	144897100	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr4~127865304~+~HPV33~7830~-	HPV33	+	1	7830	chr4	127865304	127865262	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr4~44977029~+~HPV33~7830~-	HPV33	+	1	7830	chr4	44977029	44976987	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr4~43098647~+~HPV33~7830~-	HPV33	+	1	7830	chr4	43098647	43098605	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr4~29006568~+~HPV33~7830~-	HPV33	+	1	7830	chr4	29006568	29006527	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr3~120951935~+~HPV33~7830~-	HPV33	+	1	7830	chr3	120951935	120951893	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr3~154000391~+~HPV33~7830~-	HPV33	+	1	7830	chr3	154000391	154000349	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr3~19753533~+~HPV33~7830~-	HPV33	+	1	7830	chr3	19753533	19753491	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr3~26977727~+~HPV33~7830~-	HPV33	+	1	7830	chr3	26977727	26977685	-	HPV33:7830	39	1	
subset.insertion_seqs.fa	chr20~30991087~+~HPV33~7830~-	HPV33	+	1	7830	chr20	30991087	30991045	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr20~25112599~+~HPV33~7830~-	HPV33	+	1	7830	chr20	25112599	25112557	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr20~41549273~+~HPV33~7830~-	HPV33	+	1	7830	chr20	41549273	41549231	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr2~13809684~+~HPV33~7830~-	HPV33	+	1	7830	chr2	13809684	13809642	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~57592056~+~HPV33~7830~-	HPV33	+	1	7830	chr2	57592056	57592014	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~228843612~+~HPV33~7830~-	HPV33	+	1	7830	chr2	228843612	228843570	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~208817265~+~HPV33~7830~-	HPV33	+	1	7830	chr2	208817265	208817223	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~207006552~+~HPV33~7830~-	HPV33	+	1	7830	chr2	207006552	207006510	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~195157836~+~HPV33~7830~-	HPV33	+	1	7830	chr2	195157836	195157794	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~158528267~+~HPV33~7830~-	HPV33	+	1	7830	chr2	158528267	158528225	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr2~110075565~+~HPV33~7830~-	HPV33	+	1	7830	chr2	110075565	110075523	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr18~63629817~+~HPV33~7830~-	HPV33	+	1	7830	chr18	63629817	63629775	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr17~64366604~+~HPV33~7830~-	HPV33	+	1	7830	chr17	64366604	64366562	-	HPV33:7830	40	1	
subset.insertion_seqs.fa	chr16~76326578~+~HPV33~7830~-	HPV33	+	1	7830	chr16	76326578	76326536	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr16~54580995~+~HPV33~7830~-	HPV33	+	1	7830	chr16	54580995	54580953	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr15~37621768~+~HPV33~7830~-	HPV33	+	1	7830	chr15	37621768	37621726	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr14~80623089~+~HPV33~7830~-	HPV33	+	1	7830	chr14	80623089	80623047	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr12~85966679~+~HPV33~7830~-	HPV33	+	1	7830	chr12	85966679	85966637	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr12~80483156~+~HPV33~7830~-	HPV33	+	1	7830	chr12	80483156	80483114	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr12~18664787~+~HPV33~7830~-	HPV33	+	1	7830	chr12	18664787	18664745	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~124237320~+~HPV33~7830~-	HPV33	+	1	7830	chr11	124237320	124237278	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~88648283~+~HPV33~7830~-	HPV33	+	1	7830	chr11	88648283	88648241	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~88033007~+~HPV33~7830~-	HPV33	+	1	7830	chr11	88033007	88032965	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr11~55753155~+~HPV33~7830~-	HPV33	+	1	7830	chr11	55753155	55753113	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr10~107049046~+~HPV33~7830~-	HPV33	+	1	7830	chr10	107049046	107049004	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~225173890~+~HPV33~7830~-	HPV33	+	1	7830	chr1	225173890	225173848	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~199607447~+~HPV33~7830~-	HPV33	+	1	7830	chr1	199607447	199607405	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~195157022~+~HPV33~7830~-	HPV33	+	1	7830	chr1	195157022	195156980	-	HPV33:7830	42	1	
subset.insertion_seqs.fa	chr1~210847360~+~HPV33~7830~-	HPV33	+	1	7830	chr1	210847360	210847318	-	HPV33:7830	41	1	
subset.insertion_seqs.fa	chr15~21496294~-~HPV35~264~+	HPV35	-	4	264	chr15	21496294	21496262	+	HPV35:264	43	5	
