sample_name	chrA	coordA	orientA	chrB	coordB	orientB	Support_reads_pair_softclip	Confidence	total
rep3.HPV18	chr2	76163482	-	HPV18	730	+	191+28	high	219
rep3.HPV18	chr5	68893199	+	HPV18	865	+	189+30	high	219
rep3.HPV18	chr5	68893201	+	HPV18	865	+	189+50	high	239
rep3.HPV18	chr21	22867476	-	HPV18	1454	+	172+37	high	209
rep3.HPV18	chr21	32445647	+	HPV18	1339	+	180+35	high	215
rep3.HPV18	chr21	32445649	+	HPV18	1339	+	180+27	high	207
rep3.HPV18	chr22	16983341	-	HPV18	1792	+	173+38	high	211
rep3.HPV18	chr1	147307222	-	HPV18	1835	+	82+21	high	103
rep3.HPV18	chr22	33893101	-	HPV18	2603	+	0+47	high	47
rep3.HPV18	chr7	93930665	+	HPV18	2665	+	171+37	high	208
rep3.HPV18	chr2	100731541	+	HPV18	2887	+	193+28	high	221
rep3.HPV18	chr15	98510652	-	HPV18	1962	+	184+42	high	226
rep3.HPV18	chr7	23280971	+	HPV18	3149	+	171+41	high	212
rep3.HPV18	chr18	8383371	+	HPV18	3209	+	173+36	high	209
rep3.HPV18	chr19	42931909	+	HPV18	3601	+	169+37	high	206
rep3.HPV18	chr9	7868994	-	HPV18	3717	+	183+37	high	220
rep3.HPV18	chr11	97996639	+	HPV18	3765	+	0+20	high	20
rep3.HPV18	chr11	97996654	+	HPV18	3765	+	171+37	high	208
rep3.HPV18	chr1	198277531	-	HPV18	3924	+	191+49	high	240
rep3.HPV18	chrX	14348189	-	HPV18	3983	+	191+30	high	221
rep3.HPV18	chrX	14348191	-	HPV18	3983	+	191+50	high	241
rep3.HPV18	chr5	14407088	-	HPV18	3547	+	170+40	high	210
rep3.HPV18	chr8	49790249	+	HPV18	4136	+	173+21	high	194
rep3.HPV18	chr8	49790255	+	HPV18	4136	+	0+38	high	38
rep3.HPV18	chr11	107332101	+	HPV18	4359	+	174+37	high	211
rep3.HPV18	chr5	176911948	-	HPV18	4406	+	174+37	high	211
rep3.HPV18	chr17	48613757	-	HPV18	4317	+	189+30	high	219
rep3.HPV18	chr3	114991292	+	HPV18	4476	+	143+37	high	180
rep3.HPV18	chr20	15505499	-	HPV18	4592	+	184+42	high	226
rep3.HPV18	chr21	38374592	-	HPV18	4976	+	173+37	high	210
rep3.HPV18	chr17	16945691	+	HPV18	5109	+	188+29	high	217
rep3.HPV18	chr11	33833307	+	HPV18	4901	+	169+40	high	209
rep3.HPV18	chr5	141652726	+	HPV18	5269	+	188+48	high	236
rep3.HPV18	chr5	141652728	+	HPV18	5269	+	188+30	high	218
rep3.HPV18	chr12	7102784	-	HPV18	5307	+	171+41	high	212
rep3.HPV18	chr21	29583106	-	HPV18	5163	+	171+38	high	209
rep3.HPV18	chr6	90645579	+	HPV18	5580	+	184+46	high	230
rep3.HPV18	chr21	26641133	+	HPV18	5855	+	184+42	high	226
rep3.HPV18	chrX	133800051	-	HPV18	5500	+	173+39	high	212
rep3.HPV18	chrX	133800057	-	HPV18	5500	+	173+21	high	194
rep3.HPV18	chr8	4166738	+	HPV18	6180	+	170+39	high	209
rep3.HPV18	chr14	30002187	-	HPV18	6359	+	173+37	high	210
rep3.HPV18	chr16	25165282	+	HPV18	6911	+	183+44	high	227
rep3.HPV18	chr7	81860124	+	HPV18	7180	+	183+46	high	229
rep3.HPV18	chrY	4920515	-	HPV18	7249	+	115+33	high	148
rep3.HPV18	chr5	77002018	-	HPV18	7786	+	184+43	high	227
rep3.HPV18	chr20	7492834	-	HPV18	6767	+	174+37	high	211
rep3.HPV18	chr11	112505594	+	HPV18	6512	+	184+44	high	228
rep3.HPV18	chr12	33804426	+	HPV18	6657	+	190+48	high	238
rep3.HPV18	chr7	72521323	+	HPV18	1995	+	193+49	low	242
rep3.HPV31	chr15	59294763	+	HPV31	1066	-	172+37	high	209
rep3.HPV31	chr15	71816165	+	HPV31	5794	+	169+46	high	215
rep3.HPV31	chr15	26476477	+	HPV31	3246	+	181+41	high	222
rep3.HPV31	chr21	31943330	+	HPV31	1919	-	181+39	high	220
rep3.HPV31	chr21	27716054	+	HPV31	5034	+	170+34	high	204
rep3.HPV31	chr6	29746384	+	HPV31	5851	+	180+33	high	213
rep3.HPV31	chr6	141738874	+	HPV31	2420	-	168+43	high	211
rep3.HPV31	chr6	83516178	+	HPV31	3475	+	164+38	high	202
rep3.HPV31	chr22	17917313	+	HPV31	6007	-	179+34	high	213
rep3.HPV31	chr13	23231527	+	HPV31	4269	+	186+35	high	221
rep3.HPV31	chr14	69897787	+	HPV31	3216	+	168+44	high	212
rep3.HPV31	chr14	84956562	+	HPV31	7194	+	178+34	high	212
rep3.HPV31	chr14	105724691	+	HPV31	4455	+	157+35	high	192
rep3.HPV31	chr11	59607451	+	HPV31	5325	+	168+46	high	214
rep3.HPV31	chr11	115742399	+	HPV31	3922	-	179+33	high	212
rep3.HPV31	chr11	79766355	+	HPV31	6952	+	168+46	high	214
rep3.HPV31	chr7	9952831	+	HPV31	4098	+	180+23	high	203
rep3.HPV31	chr9	87763203	+	HPV31	2129	+	168+45	high	213
rep3.HPV31	chr16	67510102	+	HPV31	3506	-	183+38	high	221
rep3.HPV31	chr5	104544479	+	HPV31	5649	+	168+45	high	213
rep3.HPV31	chr5	146930926	+	HPV31	1637	-	0+39	high	39
rep3.HPV31	chr5	151799206	+	HPV31	2195	+	178+35	high	213
rep3.HPV31	chr8	104727532	+	HPV31	2498	-	175+38	high	213
rep3.HPV31	chr2	115146618	+	HPV31	6239	-	181+31	high	212
rep3.HPV31	chr20	4675432	+	HPV31	5255	+	173+40	high	213
rep3.HPV31	chr3	16838578	-	HPV31	815	+	169+44	high	213
rep3.HPV31	chr4	136020220	-	HPV31	948	+	178+34	high	212
rep3.HPV31	chr4	164483091	+	HPV31	1266	+	174+40	high	214
rep3.HPV31	chr20	28495476	+	HPV31	1385	+	0+20	high	20
rep3.HPV31	chr3	102345147	+	HPV31	2055	+	168+45	high	213
rep3.HPV31	chr18	6877740	+	HPV31	2683	+	181+42	high	223
rep3.HPV31	chr4	19957764	-	HPV31	2933	+	182+37	high	219
rep3.HPV31	chr13	23231529	+	HPV31	4269	+	186+27	high	213
rep3.HPV31	chr16	18258232	+	HPV31	4509	+	40+12	high	52
rep3.HPV31	chr3	139235803	+	HPV31	4811	+	183+39	high	222
rep3.HPV31	chr3	96448427	-	HPV31	5159	+	176+37	high	213
rep3.HPV31	chr3	96448429	-	HPV31	5159	+	176+28	high	204
rep3.HPV31	chr14	20221297	+	HPV31	5399	+	125+13	high	138
rep3.HPV31	chr3	198022127	+	HPV31	5523	+	174+37	high	211
rep3.HPV31	chr3	70750163	-	HPV31	6732	+	0+47	high	47
rep3.HPV31	chr3	70750176	-	HPV31	6732	+	171+21	high	192
rep3.HPV31	chr4	151859953	+	HPV31	6476	+	174+37	high	211
rep3.HPV31	chr1	103322148	-	HPV31	6797	+	179+38	high	217
rep3.HPV31	chr12	29662626	+	HPV31	101	+	179+39	high	218
rep3.HPV31	chr10	120592391	+	HPV31	7395	+	170+42	high	212
rep3.HPV31	chr6	52275465	+	HPV31	630	+	182+38	low	220
rep3.HPV31	chr22	16555453	+	HPV31	4741	-	167+35	low	202
rep3.HPV31	chr13	80131388	+	HPV31	3290	+	178+34	low	212
rep3.HPV31	chr16	16453686	+	HPV31	4509	-	0+21	low	21
rep3.HPV31	chr20	30563430	+	HPV31	6331	-	120+26	low	146
rep3.HPV33	chr11	96360835	+	HPV33	3702	-	176+36	high	212
rep3.HPV33	chr5	42782868	+	HPV33	4914	-	118+52	high	170
rep3.HPV33	chr10	113462	+	HPV33	887	+	169+46	high	215
rep3.HPV33	chr10	2103699	+	HPV33	5334	-	189+33	high	222
rep3.HPV33	chr10	31383793	+	HPV33	6321	-	171+43	high	214
rep3.HPV33	chr3	12133290	+	HPV33	2674	+	175+45	high	220
rep3.HPV33	chr3	190481875	+	HPV33	93	-	177+38	high	215
rep3.HPV33	chr20	39333998	+	HPV33	4238	-	173+38	high	211
rep3.HPV33	chr20	46299366	+	HPV33	1738	+	191+35	high	226
rep3.HPV33	chr20	15080170	+	HPV33	4520	-	175+37	high	212
rep3.HPV33	chr14	54149810	+	HPV33	5860	+	189+34	high	223
rep3.HPV33	chr14	24983475	+	HPV33	6844	-	178+45	high	223
rep3.HPV33	chr14	91996282	+	HPV33	3735	-	177+35	high	212
rep3.HPV33	chr17	60497851	+	HPV33	6173	-	189+35	high	224
rep3.HPV33	chr17	27828481	+	HPV33	7406	+	173+38	high	211
rep3.HPV33	chr12	130946714	+	HPV33	7032	+	191+34	high	225
rep3.HPV33	chrY	3011248	+	HPV33	5565	+	169+48	high	217
rep3.HPV33	chrX	40062040	+	HPV33	3486	+	193+34	high	227
rep3.HPV33	chrX	143434733	+	HPV33	500	+	178+47	high	225
rep3.HPV33	chr16	25961777	+	HPV33	5101	-	189+36	high	225
rep3.HPV33	chr16	55425604	+	HPV33	4745	-	176+37	high	213
rep3.HPV33	chr16	79128774	+	HPV33	3338	-	176+36	high	212
rep3.HPV33	chr16	27618766	+	HPV33	657	+	179+35	high	214
rep3.HPV33	chr16	83687558	+	HPV33	6028	-	179+35	high	214
rep3.HPV33	chr10	113465	+	HPV33	887	+	169+26	high	195
rep3.HPV33	chr15	30911937	-	HPV33	1194	+	0+38	high	38
rep3.HPV33	chr1	38935586	-	HPV33	1634	+	189+31	high	220
rep3.HPV33	chr7	158597189	+	HPV33	1296	+	196+32	high	228
rep3.HPV33	chr1	12204478	-	HPV33	2090	+	189+34	high	223
rep3.HPV33	chr7	39017126	-	HPV33	2311	+	169+45	high	214
rep3.HPV33	chr9	18349339	+	HPV33	3107	+	171+49	high	220
rep3.HPV33	chr19	6651776	-	HPV33	3225	+	169+49	high	218
rep3.HPV33	chr15	39116971	+	HPV33	2531	+	189+33	high	222
rep3.HPV33	chr4	140160037	-	HPV33	3394	+	171+43	high	214
rep3.HPV33	chr6	16590634	-	HPV33	3524	+	182+27	high	209
rep3.HPV33	chr13	55231553	+	HPV33	3580	+	176+38	high	214
rep3.HPV33	chr11	96360833	-	HPV33	3702	+	176+29	high	205
rep3.HPV33	chr4	8755205	+	HPV33	4145	+	173+35	high	208
rep3.HPV33	chr8	99473505	-	HPV33	4056	+	176+37	high	213
rep3.HPV33	chr16	55425606	-	HPV33	4745	+	176+28	high	204
rep3.HPV33	chr19	42716819	+	HPV33	5382	+	109+27	high	136
rep3.HPV33	chr2	46256073	-	HPV33	5414	+	191+35	high	226
rep3.HPV33	chr9	127170067	+	HPV33	6230	+	175+47	high	222
rep3.HPV33	chr2	111514518	-	HPV33	6573	+	116+30	high	146
rep3.HPV33	chr22	50402014	+	HPV33	6669	+	163+48	high	211
rep3.HPV33	chr7	51358172	+	HPV33	7479	+	191+30	high	221
rep3.HPV33	chr13	103353815	-	HPV33	6815	+	169+51	high	220
rep3.HPV33	chr8	100632678	+	HPV33	2270	+	171+49	high	220
rep3.HPV33	chr19	50816945	+	HPV33	7763	+	0+41	high	41
rep3.HPV33	chrX	90493354	+	HPV33	7339	+	133+43	low	176
rep3.HPV33	chr1	227774409	+	HPV33	2	+	176+37	low	213
rep3.HPV33	chr1	171098664	+	HPV33	3053	-	0+31	low	31
rep3.HPV35	chr20	55785383	+	HPV35	1398	-	169+30	high	199
rep3.HPV35	chr8	65597196	+	HPV35	7278	+	191+42	high	233
rep3.HPV35	chr6	7039789	+	HPV35	1663	-	190+28	high	218
rep3.HPV35	chr6	20652749	+	HPV35	3156	-	195+30	high	225
rep3.HPV35	chr10	76289875	+	HPV35	2978	-	178+45	high	223
rep3.HPV35	chr10	105261460	+	HPV35	3245	-	195+30	high	225
rep3.HPV35	chr17	3800310	+	HPV35	6669	+	154+31	high	185
rep3.HPV35	chr17	16016594	+	HPV35	2309	-	169+34	high	203
rep3.HPV35	chr17	78025821	+	HPV35	3769	-	176+45	high	221
rep3.HPV35	chr17	44779590	+	HPV35	7138	+	179+46	high	225
rep3.HPV35	chr18	53387516	+	HPV35	5798	+	168+32	high	200
rep3.HPV35	chr18	64850322	+	HPV35	5733	+	170+31	high	201
rep3.HPV35	chr21	28388123	+	HPV35	1244	+	196+30	high	226
rep3.HPV35	chr1	24063039	+	HPV35	1141	+	169+33	high	202
rep3.HPV35	chr16	81004376	-	HPV35	1364	+	192+30	high	222
rep3.HPV35	chr4	179026457	+	HPV35	2033	+	170+32	high	202
rep3.HPV35	chr9	70503506	+	HPV35	2150	+	194+29	high	223
rep3.HPV35	chr1	155808639	-	HPV35	1300	+	196+32	high	228
rep3.HPV35	chr11	103629120	+	HPV35	2330	+	170+31	high	201
rep3.HPV35	chr12	22480157	+	HPV35	2670	+	168+57	high	225
rep3.HPV35	chr11	116916028	-	HPV35	3173	+	170+32	high	202
rep3.HPV35	chr4	66851500	-	HPV35	3484	+	169+33	high	202
rep3.HPV35	chrX	87590584	+	HPV35	3614	+	0+34	high	34
rep3.HPV35	chr19	16423678	+	HPV35	3544	+	188+44	high	232
rep3.HPV35	chr12	92435319	-	HPV35	3815	+	191+42	high	233
rep3.HPV35	chr7	144461927	-	HPV35	4007	+	191+42	high	233
rep3.HPV35	chr22	22105339	-	HPV35	4272	+	192+44	high	236
rep3.HPV35	chr11	77860577	+	HPV35	4132	+	168+29	high	197
rep3.HPV35	chr3	78858826	-	HPV35	4478	+	191+41	high	232
rep3.HPV35	chr3	78858832	-	HPV35	4478	+	0+30	high	30
rep3.HPV35	chr21	31036410	-	HPV35	4624	+	192+44	high	236
rep3.HPV35	chr12	77348752	-	HPV35	4689	+	194+41	high	235
rep3.HPV35	chr14	75479925	-	HPV35	4518	+	192+29	high	221
rep3.HPV35	chr14	26472166	+	HPV35	5984	+	195+28	high	223
rep3.HPV35	chr12	42696350	-	HPV35	6038	+	193+45	high	238
rep3.HPV35	chr7	123030400	-	HPV35	6083	+	169+32	high	201
rep3.HPV35	chr7	155060555	+	HPV35	6856	+	178+46	high	224
rep3.HPV35	chr2	1894278	+	HPV35	7182	+	171+33	high	204
rep3.HPV35	chr15	85780685	+	HPV35	7328	+	175+46	high	221
rep3.HPV35	chr3	193846854	-	HPV35	7427	+	173+45	high	218
rep3.HPV35	chr5	129293867	+	HPV35	7623	+	188+43	high	231
rep3.HPV35	chr1	100067688	+	HPV35	2101	-	191+42	high	233
rep3.HPV35	chr19	14533122	+	HPV35	4770	-	195+28	high	223
rep3.HPV35	chr16	20447030	-	HPV35	4916	+	105+19	low	124
rep3.HPV35	chrX	71839407	+	HPV35	7785	+	0+17	low	17
rep3.HPV35	chr5	94681583	+	HPV35	4821	+	0+46	low	46
rep3.HPV39	chr4	33037145	+	HPV39	7123	-	162+37	high	199
rep3.HPV39	chr21	24073946	+	HPV39	6917	-	168+53	high	221
rep3.HPV39	chr6	82730018	+	HPV39	5422	-	166+48	high	214
rep3.HPV39	chr6	158519646	+	HPV39	4123	+	168+59	high	227
rep3.HPV39	chr5	74951048	+	HPV39	457	+	170+37	high	207
rep3.HPV39	chr5	19117182	-	HPV39	801	+	0+48	high	48
rep3.HPV39	chr12	66767074	+	HPV39	870	+	175+40	high	215
rep3.HPV39	chrY	13466831	+	HPV39	1100	+	0+47	high	47
rep3.HPV39	chr17	3895589	-	HPV39	1220	+	169+54	high	223
rep3.HPV39	chr5	25824173	+	HPV39	1463	+	168+57	high	225
rep3.HPV39	chr2	176059368	+	HPV39	1253	+	175+36	high	211
rep3.HPV39	chr5	96163272	+	HPV39	1724	+	169+39	high	208
rep3.HPV39	chr5	112315260	+	HPV39	2009	+	179+39	high	218
rep3.HPV39	chr15	88214789	+	HPV39	1858	+	176+37	high	213
rep3.HPV39	chr1	80549547	-	HPV39	2105	+	177+37	high	214
rep3.HPV39	chr3	148458171	+	HPV39	2475	+	166+46	high	212
rep3.HPV39	chr22	39396620	-	HPV39	2638	+	0+45	high	45
rep3.HPV39	chr12	3329082	-	HPV39	2690	+	175+37	high	212
rep3.HPV39	chr2	202528633	+	HPV39	2838	+	165+44	high	209
rep3.HPV39	chr19	28415102	-	HPV39	3136	+	180+40	high	220
rep3.HPV39	chr10	62823003	+	HPV39	3186	+	0+46	high	46
rep3.HPV39	chr19	47618773	-	HPV39	3229	+	177+37	high	214
rep3.HPV39	chr18	48336035	-	HPV39	3046	+	0+46	high	46
rep3.HPV39	chr8	79945560	+	HPV39	3933	+	166+47	high	213
rep3.HPV39	chr18	63444012	-	HPV39	3526	+	171+39	high	210
rep3.HPV39	chr20	54621883	+	HPV39	4022	+	177+39	high	216
rep3.HPV39	chr15	48067540	-	HPV39	4422	+	169+37	high	206
rep3.HPV39	chr2	118369831	+	HPV39	4850	+	171+36	high	207
rep3.HPV39	chr8	69378226	-	HPV39	4596	+	174+37	high	211
rep3.HPV39	chr7	21188964	+	HPV39	5101	+	177+39	high	216
rep3.HPV39	chr16	4442343	+	HPV39	5507	+	169+57	high	226
rep3.HPV39	chr19	37710510	-	HPV39	5731	+	179+37	high	216
rep3.HPV39	chr15	63813534	-	HPV39	7384	+	177+39	high	216
rep3.HPV39	chr15	55703398	+	HPV39	7458	+	168+56	high	224
rep3.HPV39	chr13	22985415	-	HPV39	7572	+	167+57	high	224
rep3.HPV39	chr17	45133293	+	HPV39	7609	+	117+25	high	142
rep3.HPV39	chr16	52213224	-	HPV39	6448	+	172+38	high	210
rep3.HPV39	chr10	16600703	+	HPV39	6863	-	172+38	high	210
rep3.HPV39	chr10	123438476	+	HPV39	6481	-	177+41	high	218
rep3.HPV39	chr20	50995952	+	HPV39	233	-	170+39	high	209
rep3.HPV39	chr22	41895633	+	HPV39	6749	-	163+41	high	204
rep3.HPV39	chr14	69712123	-	HPV39	3587	+	167+55	low	222
rep3.HPV39	chr5	99521991	-	HPV39	5150	+	143+32	low	175
rep3.HPV39	chr3	106310846	+	HPV39	6542	+	166+52	low	218
rep3.HPV39	chr9	9180502	+	HPV39	2368	+	0+37	low	37
rep3.HPV45	chr1	151011513	+	HPV45	2452	+	167+32	high	199
rep3.HPV45	chr10	32713865	+	HPV45	1710	-	169+39	high	208
rep3.HPV45	chr10	109756060	+	HPV45	3772	-	172+41	high	213
rep3.HPV45	chr10	126937263	+	HPV45	3466	-	170+36	high	206
rep3.HPV45	chr18	56655352	+	HPV45	4426	-	168+37	high	205
rep3.HPV45	chr18	60086742	+	HPV45	5465	-	0+38	high	38
rep3.HPV45	chr22	17697700	+	HPV45	2367	-	194+38	high	232
rep3.HPV45	chr9	1552453	+	HPV45	7493	+	173+44	high	217
rep3.HPV45	chr9	133569562	+	HPV45	2832	-	169+36	high	205
rep3.HPV45	chr8	52151687	+	HPV45	377	-	173+44	high	217
rep3.HPV45	chr8	81561741	+	HPV45	114	-	173+46	high	219
rep3.HPV45	chr8	136387242	+	HPV45	6090	+	169+36	high	205
rep3.HPV45	chr14	70187888	+	HPV45	5644	+	0+39	high	39
rep3.HPV45	chr6	9929884	+	HPV45	4051	+	166+46	high	212
rep3.HPV45	chr6	77054832	+	HPV45	4151	-	173+42	high	215
rep3.HPV45	chr6	102527525	+	HPV45	2796	+	191+39	high	230
rep3.HPV45	chr16	28264787	+	HPV45	4607	+	168+32	high	200
rep3.HPV45	chr16	65497059	+	HPV45	4387	-	182+42	high	224
rep3.HPV45	chr2	26835041	+	HPV45	5379	-	184+42	high	226
rep3.HPV45	chr2	189451744	+	HPV45	2117	-	170+37	high	207
rep3.HPV45	chr2	208673131	+	HPV45	905	+	174+42	high	216
rep3.HPV45	chr2	168624874	+	HPV45	634	-	169+37	high	206
rep3.HPV45	chr7	83300269	+	HPV45	4957	+	168+45	high	213
rep3.HPV45	chr5	72360008	-	HPV45	736	+	170+43	high	213
rep3.HPV45	chr11	72063574	+	HPV45	1540	+	192+40	high	232
rep3.HPV45	chr15	85045289	+	HPV45	1581	+	173+39	high	212
rep3.HPV45	chr3	154518329	+	HPV45	1626	+	173+48	high	221
rep3.HPV45	chr12	106621753	+	HPV45	1843	+	169+37	high	206
rep3.HPV45	chr11	104097849	-	HPV45	2264	+	191+38	high	229
rep3.HPV45	chr3	109731466	-	HPV45	2318	+	169+37	high	206
rep3.HPV45	chr13	30640014	+	HPV45	2071	+	172+44	high	216
rep3.HPV45	chr15	25030900	-	HPV45	2399	+	191+41	high	232
rep3.HPV45	chr17	57192269	-	HPV45	2579	+	175+43	high	218
rep3.HPV45	chr15	96075852	+	HPV45	2867	+	195+41	high	236
rep3.HPV45	chr13	46235394	+	HPV45	2929	+	173+44	high	217
rep3.HPV45	chr17	47552745	+	HPV45	3244	+	166+34	high	200
rep3.HPV45	chr13	53515812	+	HPV45	3539	+	190+42	high	232
rep3.HPV45	chr5	77331869	+	HPV45	3601	+	169+38	high	207
rep3.HPV45	chrX	103095468	+	HPV45	4708	+	175+42	high	217
rep3.HPV45	chr12	16252933	-	HPV45	5596	+	169+37	high	206
rep3.HPV45	chr13	104505066	+	HPV45	6424	+	173+43	high	216
rep3.HPV45	chrX	146497418	-	HPV45	6464	+	0+47	high	47
rep3.HPV45	chr12	106175695	-	HPV45	6868	+	170+40	high	210
rep3.HPV45	chr13	69848363	-	HPV45	7048	+	191+38	high	229
rep3.HPV45	chr12	111489133	-	HPV45	7264	+	169+36	high	205
rep3.HPV45	chr15	33328507	-	HPV45	7618	+	169+34	high	203
rep3.HPV45	chr15	75522434	-	HPV45	6732	+	198+41	high	239
rep3.HPV45	chr14	40251302	+	HPV45	275	+	191+39	low	230
rep3.HPV45	chr4	129656183	+	HPV45	7328	+	172+42	low	214
