sample_name	entry	chrA	coordA	orientA	chrB	coordB	orientB	total	Split_Reads	Uniquely_Mapped_Reads	Multiply_Mapped_Reads	Rank1_Hits
rep2.HPV18	chr15~68678150~HPV18~3227	chr15	68678150	-	HPV18	3227	+	177	177	3	97	84
rep2.HPV18	chr15~96789407~HPV18~4533	chr15	96789407	-	HPV18	4533	-	165	165	3	114	55
rep2.HPV18	chr9~137657535~HPV18~1079	chr9	137657535	-	HPV18	1079	-	1	1	0	0	1
rep2.HPV18	chr8~135886225~HPV18~0	chr8	135886225	-	HPV18	0	?	1	1	0	1	1
rep2.HPV18	chr12~12198069~HPV18~0	chr12	12198069	-	HPV18	0	?	1	1	0	1	1
rep2.HPV18	chr5~26504275~HPV18~2578	chr5	26504275	-	HPV18	2578	+	197	197	2	203	0
rep2.HPV18	chr5~51159701~HPV18~0	chr5	51159701	-	HPV18	0	?	1	1	0	1	1
rep2.HPV18	chr2~141745771~HPV18~0	chr2	141745771	-	HPV18	0	?	1	1	0	1	1
rep2.HPV18	chr2~184006391~HPV18~6276	chr2	184006391	-	HPV18	6276	+	165	165	0	165	0
rep2.HPV18	chr13~49542743~HPV18~5675	chr13	49542743	-	HPV18	5675	-	216	216	4	106	113
rep2.HPV18	chr11~24519812~HPV18~3541	chr11	24519812	-	HPV18	3541	-	178	178	3	182	0
rep2.HPV18	chrX~17198054~HPV18~4326	chrX	17198054	-	HPV18	4326	+	216	216	4	94	125
rep2.HPV18	chrX~80397744~HPV18~4436	chrX	80397744	-	HPV18	4436	+	1	1	0	0	1
rep2.HPV18	chr4~40072145~HPV18~0	chr4	40072145	-	HPV18	0	?	2	2	0	2	2
rep2.HPV18	chr4~185694836~HPV18~0	chr4	185694836	-	HPV18	0	?	2	2	0	2	2
rep2.HPV18	chr21~14193504~HPV18~3334	chr21	14193504	-	HPV18	3334	+	169	169	3	145	27
rep2.HPV18	chr21~14904044~HPV18~759	chr21	14904044	-	HPV18	759	+	213	213	4	93	123
rep2.HPV18	chr21~38163013~HPV18~3277	chr21	38163013	-	HPV18	3277	-	228	228	3	237	0
rep2.HPV18	chr14~66510493~HPV18~1728	chr14	66510493	-	HPV18	1728	+	228	228	3	235	2
rep2.HPV18	chr14~101750462~HPV18~3731	chr14	101750462	-	HPV18	3731	+	226	226	3	170	65
rep2.HPV18	chr17~30848509~HPV18~3135	chr17	30848509	-	HPV18	3135	+	215	215	1	170	59
rep2.HPV18	chr16~8056010~HPV18~3588	chr16	8056010	-	HPV18	3588	-	169	169	3	173	0
rep2.HPV18	chr16~19222699~HPV18~4642	chr16	19222699	-	HPV18	4642	-	221	221	4	230	0
rep2.HPV18	chr20~13113047~HPV18~3022	chr20	13113047	-	HPV18	3022	+	228	228	3	175	63
rep2.HPV18	chr20~21810727~HPV18~124	chr20	21810727	-	HPV18	124	+	178	178	3	182	0
rep2.HPV18	chr19~9790431~HPV18~4600	chr19	9790431	-	HPV18	4600	-	217	217	4	19	213
rep2.HPV18	chr19~56490360~HPV18~3470	chr19	56490360	-	HPV18	3470	+	216	216	4	189	30
rep2.HPV18	chr10~116697642~HPV18~7849	chr10	116697642	-	HPV18	7849	-	228	228	3	176	62
rep2.HPV18	chr10~133010687~HPV18~5403	chr10	133010687	-	HPV18	5403	+	13	13	5	10	3
rep2.HPV31	chr3~116421544~HPV31~6701	chr3	116421544	+	HPV31	6701	-	13	13	4	5	14
rep2.HPV31	chr3~145530373~HPV31~1244	chr3	145530373	+	HPV31	1244	+	211	211	2	218	0
rep2.HPV31	chr3~184729972~HPV31~6829	chr3	184729972	+	HPV31	6829	-	1	1	0	0	1
rep2.HPV31	chr7~151951821~HPV31~5903	chr7	151951821	+	HPV31	5903	+	208	208	3	215	0
rep2.HPV31	chr1~15064829~HPV31~2040	chr1	15064829	+	HPV31	2040	+	205	205	3	212	0
rep2.HPV31	chr1~94543368~HPV31~1001	chr1	94543368	+	HPV31	1001	+	206	206	4	214	0
rep2.HPV31	chr1~202788593~HPV31~4466	chr1	202788593	+	HPV31	4466	+	13	13	0	5	13
rep2.HPV31	chr5~99733934~HPV31~0	chr5	99733934	+	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chrX~135890723~HPV31~5654	chrX	135890723	+	HPV31	5654	-	189	189	3	46	151
rep2.HPV31	chr12~62818403~HPV31~3334	chr12	62818403	+	HPV31	3334	-	209	209	3	214	2
rep2.HPV31	chr19~14282693~HPV31~3140	chr19	14282693	+	HPV31	3140	-	208	208	2	46	169
rep2.HPV31	chr19~38171030~HPV31~5811	chr19	38171030	+	HPV31	5811	+	193	193	2	200	0
rep2.HPV31	chr19~55670176~HPV31~172	chr19	55670176	+	HPV31	172	+	170	170	2	171	0
rep2.HPV31	chr19~57523764~HPV31~5099	chr19	57523764	+	HPV31	5099	+	202	202	3	209	0
rep2.HPV31	chr10~28585352~HPV31~5262	chr10	28585352	+	HPV31	5262	-	202	202	3	136	73
rep2.HPV31	chr17~59825999~HPV31~3713	chr17	59825999	+	HPV31	3713	+	182	182	5	198	0
rep2.HPV31	chr17~67334211~HPV31~5025	chr17	67334211	+	HPV31	5025	-	212	212	2	133	86
rep2.HPV31	chr17~67645918~HPV31~0	chr17	67645918	+	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr17~68123341~HPV31~579	chr17	68123341	+	HPV31	579	+	11	11	2	5	11
rep2.HPV31	chr17~77246019~HPV31~6635	chr17	77246019	+	HPV31	6635	+	27	27	0	28	1
rep2.HPV31	chr22~49136710~HPV31~7291	chr22	49136710	+	HPV31	7291	-	115	115	3	123	0
rep2.HPV31	chr20~57119656~HPV31~5765	chr20	57119656	+	HPV31	5765	-	209	209	2	72	143
rep2.HPV31	chr8~28066934~HPV31~6868	chr8	28066934	+	HPV31	6868	-	205	205	3	212	0
rep2.HPV31	chr8~85460956~HPV31~579	chr8	85460956	+	HPV31	579	+	5	5	1	4	4
rep2.HPV31	chr11~7667841~HPV31~5940	chr11	7667841	+	HPV31	5940	+	203	203	3	207	0
rep2.HPV31	chr2~214236874~HPV31~7095	chr2	214236874	+	HPV31	7095	-	206	206	3	115	98
rep2.HPV31	chr2~227805771~HPV31~0	chr2	227805771	+	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr21~16834378~HPV31~3369	chr21	16834378	+	HPV31	3369	-	208	208	3	215	1
rep2.HPV31	chr21~38948910~HPV31~6336	chr21	38948910	+	HPV31	6336	+	209	209	3	215	1
rep2.HPV31	chr21~40986564~HPV31~3039	chr21	40986564	+	HPV31	3039	-	183	183	0	139	44
rep2.HPV31	chr21~43672363~HPV31~519	chr21	43672363	+	HPV31	519	+	209	209	4	180	40
rep2.HPV31	chr6~120765442~HPV31~579	chr6	120765442	+	HPV31	579	+	191	191	1	160	38
rep2.HPV31	chr21~44986103~HPV31~3088	chr21	44986103	-	HPV31	3088	-	211	211	3	220	0
rep2.HPV31	chr10~2721867~HPV31~6840	chr10	2721867	-	HPV31	6840	-	205	205	3	35	177
rep2.HPV31	chr10~76256604~HPV31~4094	chr10	76256604	-	HPV31	4094	-	206	206	4	214	0
rep2.HPV31	chr18~2786179~HPV31~0	chr18	2786179	-	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr18~50306670~HPV31~2714	chr18	50306670	-	HPV31	2714	-	210	210	3	218	0
rep2.HPV31	chr18~75964875~HPV31~4475	chr18	75964875	-	HPV31	4475	+	209	209	3	216	0
rep2.HPV31	chr16~77810201~HPV31~872	chr16	77810201	-	HPV31	872	+	209	209	3	176	40
rep2.HPV31	chr6~5186681~HPV31~7475	chr6	5186681	-	HPV31	7475	-	133	133	4	76	64
rep2.HPV31	chr13~48606212~HPV31~0	chr13	48606212	-	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr13~62530295~HPV31~1046	chr13	62530295	-	HPV31	1046	+	186	186	3	188	5
rep2.HPV31	chr14~29238320~HPV31~4862	chr14	29238320	-	HPV31	4862	+	212	212	2	219	0
rep2.HPV31	chr14~49183923~HPV31~2257	chr14	49183923	-	HPV31	2257	+	204	204	2	143	66
rep2.HPV31	chr20~57086992~HPV31~2382	chr20	57086992	-	HPV31	2382	+	204	204	3	165	46
rep2.HPV31	chr3~33065829~HPV31~0	chr3	33065829	-	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr3~87629059~HPV31~0	chr3	87629059	-	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr3~106328833~HPV31~3186	chr3	106328833	-	HPV31	3186	+	185	185	0	184	1
rep2.HPV31	chr3~165153968~HPV31~2836	chr3	165153968	-	HPV31	2836	-	211	211	2	201	17
rep2.HPV31	chr2~214339836~HPV31~3835	chr2	214339836	-	HPV31	3835	+	181	181	2	135	53
rep2.HPV31	chr4~68863066~HPV31~7028	chr4	68863066	-	HPV31	7028	-	212	212	2	219	0
rep2.HPV31	chr9~128833688~HPV31~672	chr9	128833688	-	HPV31	672	+	212	212	2	143	76
rep2.HPV31	chr8~98818596~HPV31~3767	chr8	98818596	-	HPV31	3767	-	207	207	1	114	96
rep2.HPV31	chr15~40735565~HPV31~0	chr15	40735565	-	HPV31	0	?	2	2	0	2	2
rep2.HPV31	chr15~45519111~HPV31~0	chr15	45519111	-	HPV31	0	?	2	2	0	2	2
rep2.HPV31	chr1~73592175~HPV31~0	chr1	73592175	-	HPV31	0	?	1	1	0	1	1
rep2.HPV31	chr1~75217196~HPV31~6486	chr1	75217196	-	HPV31	6486	+	206	206	4	163	51
rep2.HPV31	chr1~103459262~HPV31~1529	chr1	103459262	-	HPV31	1529	+	212	212	2	217	2
rep2.HPV31	chr1~202788554~HPV31~4683	chr1	202788554	-	HPV31	4683	-	11	11	0	10	6
rep2.HPV33	chr9~103989812~HPV33~5120	chr9	103989812	+	HPV33	5120	+	211	211	4	215	1
rep2.HPV33	chr9~116883531~HPV33~7897	chr9	116883531	+	HPV33	7897	-	210	210	0	211	0
rep2.HPV33	chr9~132247801~HPV33~5627	chr9	132247801	+	HPV33	5627	+	11	11	2	5	11
rep2.HPV33	chr13~31827102~HPV33~313	chr13	31827102	+	HPV33	313	+	200	200	2	198	7
rep2.HPV33	chr14~20049224~HPV33~145	chr14	20049224	+	HPV33	145	+	221	221	5	228	0
rep2.HPV33	chr18~62772316~HPV33~3753	chr18	62772316	+	HPV33	3753	+	177	177	2	149	33
rep2.HPV33	chr3~41820269~HPV33~1943	chr3	41820269	+	HPV33	1943	-	225	225	2	229	0
rep2.HPV33	chr3~174402766~HPV33~0	chr3	174402766	+	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr3~175141467~HPV33~2227	chr3	175141467	+	HPV33	2227	+	202	202	2	207	0
rep2.HPV33	chr2~86895627~HPV33~0	chr2	86895627	+	HPV33	0	?	2	2	0	2	2
rep2.HPV33	chr11~86241326~HPV33~5408	chr11	86241326	+	HPV33	5408	+	221	221	2	54	174
rep2.HPV33	chr11~108156438~HPV33~0	chr11	108156438	+	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr6~78379638~HPV33~4661	chr6	78379638	+	HPV33	4661	-	219	219	5	26	200
rep2.HPV33	chr6~101259995~HPV33~6438	chr6	101259995	+	HPV33	6438	-	2	2	1	1	2
rep2.HPV33	chr6~128006187~HPV33~2793	chr6	128006187	+	HPV33	2793	-	188	188	0	186	2
rep2.HPV33	chrX~68864225~HPV33~755	chrX	68864225	+	HPV33	755	+	203	203	2	208	0
rep2.HPV33	chrX~76794500~HPV33~2175	chrX	76794500	+	HPV33	2175	+	227	227	2	232	1
rep2.HPV33	chrX~78293456~HPV33~2135	chrX	78293456	+	HPV33	2135	-	13	13	2	1	16
rep2.HPV33	chr20~40901291~HPV33~3643	chr20	40901291	+	HPV33	3643	-	218	218	5	91	134
rep2.HPV33	chr20~58529928~HPV33~1176	chr20	58529928	+	HPV33	1176	-	186	186	0	135	51
rep2.HPV33	chr21~17625875~HPV33~6508	chr21	17625875	+	HPV33	6508	-	203	203	2	186	22
rep2.HPV33	chr21~28781973~HPV33~4110	chr21	28781973	+	HPV33	4110	-	188	188	2	192	1
rep2.HPV33	chr16~84711438~HPV33~2286	chr16	84711438	+	HPV33	2286	+	221	221	5	228	0
rep2.HPV33	chr16~89567809~HPV33~3688	chr16	89567809	+	HPV33	3688	+	195	195	2	201	0
rep2.HPV33	chr7~24144772~HPV33~1701	chr7	24144772	+	HPV33	1701	-	203	203	2	208	0
rep2.HPV33	chr7~45528015~HPV33~2683	chr7	45528015	+	HPV33	2683	-	225	225	2	175	54
rep2.HPV33	chr7~125046240~HPV33~0	chr7	125046240	+	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr7~128439958~HPV33~3493	chr7	128439958	+	HPV33	3493	-	201	201	5	110	96
rep2.HPV33	chr15~70697903~HPV33~5627	chr15	70697903	+	HPV33	5627	+	205	205	2	125	88
rep2.HPV33	chr12~33406158~HPV33~7256	chr12	33406158	+	HPV33	7256	-	140	140	1	142	1
rep2.HPV33	chr12~41085803~HPV33~2135	chr12	41085803	+	HPV33	2135	-	140	140	0	0	145
rep2.HPV33	chr1~13161952~HPV33~0	chr1	13161952	+	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr1~26600871~HPV33~3383	chr1	26600871	+	HPV33	3383	-	15	15	3	4	20
rep2.HPV33	chr1~164188269~HPV33~5478	chr1	164188269	+	HPV33	5478	+	221	221	0	222	0
rep2.HPV33	chr1~247214494~HPV33~1342	chr1	247214494	+	HPV33	1342	-	205	205	5	205	6
rep2.HPV33	chr16~6127833~HPV33~3211	chr16	6127833	-	HPV33	3211	-	219	219	0	219	0
rep2.HPV33	chr7~104730484~HPV33~3337	chr7	104730484	-	HPV33	3337	-	1	1	0	0	1
rep2.HPV33	chr15~30003284~HPV33~6665	chr15	30003284	-	HPV33	6665	-	203	203	2	205	3
rep2.HPV33	chr12~91364490~HPV33~4242	chr12	91364490	-	HPV33	4242	-	211	211	2	212	3
rep2.HPV33	chr12~94731010~HPV33~6582	chr12	94731010	-	HPV33	6582	-	191	191	2	122	73
rep2.HPV33	chrX~107249910~HPV33~5995	chrX	107249910	-	HPV33	5995	+	221	221	5	147	81
rep2.HPV33	chr6~138045578~HPV33~6264	chr6	138045578	-	HPV33	6264	-	199	199	2	204	1
rep2.HPV33	chr8~77803827~HPV33~6438	chr8	77803827	-	HPV33	6438	-	217	217	1	102	122
rep2.HPV33	chr1~13064837~HPV33~0	chr1	13064837	-	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr14~82108833~HPV33~4373	chr14	82108833	-	HPV33	4373	-	221	221	1	222	0
rep2.HPV33	chr14~97094719~HPV33~6861	chr14	97094719	-	HPV33	6861	+	153	153	2	159	0
rep2.HPV33	chr19~6527920~HPV33~3853	chr19	6527920	-	HPV33	3853	-	210	210	0	210	0
rep2.HPV33	chr19~19199607~HPV33~5330	chr19	19199607	-	HPV33	5330	+	221	221	5	205	23
rep2.HPV33	chr13~21146684~HPV33~3903	chr13	21146684	-	HPV33	3903	-	197	197	4	136	66
rep2.HPV33	chr22~19640484~HPV33~0	chr22	19640484	-	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr2~208567256~HPV33~692	chr2	208567256	-	HPV33	692	+	221	221	5	228	0
rep2.HPV33	chr2~226843003~HPV33~1576	chr2	226843003	-	HPV33	1576	-	221	221	5	0	228
rep2.HPV33	chr5~74485140~HPV33~4471	chr5	74485140	-	HPV33	4471	+	181	181	0	181	0
rep2.HPV33	chr5~122593278~HPV33~2914	chr5	122593278	-	HPV33	2914	+	205	205	1	0	210
rep2.HPV33	chr5~130277864~HPV33~7618	chr5	130277864	-	HPV33	7618	-	190	190	5	141	56
rep2.HPV33	chr5~138215261~HPV33~6069	chr5	138215261	-	HPV33	6069	+	220	220	1	45	185
rep2.HPV33	chr3~61759375~HPV33~0	chr3	61759375	-	HPV33	0	?	1	1	0	1	1
rep2.HPV33	chr3~168180697~HPV33~1592	chr3	168180697	-	HPV33	1592	-	209	209	0	209	0
rep2.HPV33	chr10~98737033~HPV33~3869	chr10	98737033	-	HPV33	3869	-	199	199	5	119	87
rep2.HPV35	chr8~54348738~HPV35~2919	chr8	54348738	+	HPV35	2919	+	210	210	4	80	135
rep2.HPV35	chr8~59369881~HPV35~3258	chr8	59369881	+	HPV35	3258	-	1	1	0	1	0
rep2.HPV35	chr19~4488966~HPV35~3957	chr19	4488966	+	HPV35	3957	+	148	148	0	148	0
rep2.HPV35	chr19~22513806~HPV35~2003	chr19	22513806	+	HPV35	2003	-	210	210	3	92	121
rep2.HPV35	chr19~35923242~HPV35~4824	chr19	35923242	+	HPV35	4824	-	199	199	1	3	208
rep2.HPV35	chr19~48874979~HPV35~3605	chr19	48874979	+	HPV35	3605	-	1	1	1	1	0
rep2.HPV35	chr19~58070516~HPV35~4018	chr19	58070516	+	HPV35	4018	-	195	195	5	79	125
rep2.HPV35	chr2~24544524~HPV35~5397	chr2	24544524	+	HPV35	5397	-	6	6	3	3	6
rep2.HPV35	chr2~143493515~HPV35~3880	chr2	143493515	+	HPV35	3880	+	149	149	0	152	5
rep2.HPV35	chr2~210404194~HPV35~1858	chr2	210404194	+	HPV35	1858	-	215	215	5	1	222
rep2.HPV35	chr22~25813437~HPV35~168	chr22	25813437	+	HPV35	168	+	132	132	2	47	85
rep2.HPV35	chr4~106382516~HPV35~7547	chr4	106382516	+	HPV35	7547	-	149	149	6	146	7
rep2.HPV35	chr4~185280125~HPV35~5615	chr4	185280125	+	HPV35	5615	+	142	142	0	82	66
rep2.HPV35	chr20~10657292~HPV35~0	chr20	10657292	+	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr5~152488918~HPV35~3987	chr5	152488918	+	HPV35	3987	+	148	148	0	99	49
rep2.HPV35	chr9~81058823~HPV35~1239	chr9	81058823	+	HPV35	1239	-	215	215	5	223	0
rep2.HPV35	chr9~81577847~HPV35~7149	chr9	81577847	+	HPV35	7149	-	150	150	0	156	0
rep2.HPV35	chr12~120316313~HPV35~4988	chr12	120316313	+	HPV35	4988	+	212	212	1	26	186
rep2.HPV35	chr21~29817982~HPV35~3455	chr21	29817982	+	HPV35	3455	+	200	200	8	208	0
rep2.HPV35	chr11~21202325~HPV35~0	chr11	21202325	+	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr7~112964361~HPV35~3031	chr7	112964361	+	HPV35	3031	+	230	230	6	239	0
rep2.HPV35	chr7~122245754~HPV35~1773	chr7	122245754	+	HPV35	1773	-	172	172	0	180	0
rep2.HPV35	chr3~28706382~HPV35~4457	chr3	28706382	+	HPV35	4457	+	229	229	6	237	1
rep2.HPV35	chr3~128579867~HPV35~1813	chr3	128579867	+	HPV35	1813	+	138	138	0	49	89
rep2.HPV35	chr18~11661346~HPV35~364	chr18	11661346	+	HPV35	364	+	230	230	6	239	0
rep2.HPV35	chr18~47086780~HPV35~148	chr18	47086780	+	HPV35	148	+	216	216	2	89	134
rep2.HPV35	chr15~52167893~HPV35~6739	chr15	52167893	+	HPV35	6739	-	218	218	1	18	200
rep2.HPV35	chr16~55827398~HPV35~1605	chr16	55827398	+	HPV35	1605	+	160	160	0	44	122
rep2.HPV35	chr1~110039325~HPV35~4242	chr1	110039325	-	HPV35	4242	-	149	149	2	155	0
rep2.HPV35	chr1~159232928~HPV35~1109	chr1	159232928	-	HPV35	1109	-	202	202	5	65	144
rep2.HPV35	chr16~29682207~HPV35~0	chr16	29682207	-	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr16~49615135~HPV35~7347	chr16	49615135	-	HPV35	7347	-	132	132	0	132	0
rep2.HPV35	chr15~42619518~HPV35~3605	chr15	42619518	-	HPV35	3605	-	213	213	2	115	104
rep2.HPV35	chr10~51907936~HPV35~2308	chr10	51907936	-	HPV35	2308	+	215	215	5	223	0
rep2.HPV35	chr10~58006210~HPV35~6272	chr10	58006210	-	HPV35	6272	+	211	211	4	209	7
rep2.HPV35	chr10~90128864~HPV35~6373	chr10	90128864	-	HPV35	6373	+	229	229	6	238	0
rep2.HPV35	chr7~76028854~HPV35~0	chr7	76028854	-	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr7~133236944~HPV35~2413	chr7	133236944	-	HPV35	2413	-	150	150	5	152	3
rep2.HPV35	chr3~45968716~HPV35~5307	chr3	45968716	-	HPV35	5307	+	230	230	6	239	0
rep2.HPV35	chr3~150915933~HPV35~3701	chr3	150915933	-	HPV35	3701	+	158	158	5	166	0
rep2.HPV35	chr6~94723674~HPV35~0	chr6	94723674	-	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr14~95823720~HPV35~6782	chr14	95823720	-	HPV35	6782	-	215	215	3	59	160
rep2.HPV35	chr14~104811595~HPV35~3633	chr14	104811595	-	HPV35	3633	-	205	205	5	73	140
rep2.HPV35	chr18~14208101~HPV35~2535	chr18	14208101	-	HPV35	2535	-	192	192	4	0	198
rep2.HPV35	chr18~70696222~HPV35~0	chr18	70696222	-	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr5~89347989~HPV35~5866	chr5	89347989	-	HPV35	5866	+	197	197	2	52	151
rep2.HPV35	chr5~133795787~HPV35~3805	chr5	133795787	-	HPV35	3805	-	221	221	0	214	7
rep2.HPV35	chr9~76713546~HPV35~4394	chr9	76713546	-	HPV35	4394	+	197	197	2	203	0
rep2.HPV35	chr21~23099821~HPV35~5912	chr21	23099821	-	HPV35	5912	+	212	212	4	200	18
rep2.HPV35	chr12~58309602~HPV35~1285	chr12	58309602	-	HPV35	1285	-	198	198	3	136	70
rep2.HPV35	chr12~91013864~HPV35~1041	chr12	91013864	-	HPV35	1041	+	1	1	1	1	0
rep2.HPV35	chr12~91310766~HPV35~4858	chr12	91310766	-	HPV35	4858	+	198	198	3	142	64
rep2.HPV35	chr13~72374055~HPV35~2221	chr13	72374055	-	HPV35	2221	-	215	215	5	223	0
rep2.HPV35	chr19~12595673~HPV35~0	chr19	12595673	-	HPV35	0	?	1	1	0	1	1
rep2.HPV35	chr2~121940789~HPV35~4838	chr2	121940789	-	HPV35	4838	+	223	223	0	205	27
rep2.HPV39	chr18~11008031~HPV39~3401	chr18	11008031	+	HPV39	3401	-	211	211	4	221	0
rep2.HPV39	chr9~16155513~HPV39~7439	chr9	16155513	+	HPV39	7439	-	164	164	4	174	0
rep2.HPV39	chr9~92922733~HPV39~3074	chr9	92922733	+	HPV39	3074	+	196	196	4	76	130
rep2.HPV39	chr3~52424435~HPV39~4427	chr3	52424435	+	HPV39	4427	-	211	211	4	77	144
rep2.HPV39	chr3~159103218~HPV39~2561	chr3	159103218	+	HPV39	2561	-	229	229	3	240	0
rep2.HPV39	chr5~32500871~HPV39~0	chr5	32500871	+	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr10~31538361~HPV39~6623	chr10	31538361	+	HPV39	6623	+	226	226	2	143	92
rep2.HPV39	chr10~95642322~HPV39~4226	chr10	95642322	+	HPV39	4226	-	227	227	3	175	58
rep2.HPV39	chr10~112971305~HPV39~585	chr10	112971305	+	HPV39	585	+	227	227	3	233	0
rep2.HPV39	chr4~39179268~HPV39~1946	chr4	39179268	+	HPV39	1946	+	228	228	3	239	0
rep2.HPV39	chr4~155777928~HPV39~6790	chr4	155777928	+	HPV39	6790	-	229	229	3	240	0
rep2.HPV39	chrX~138425745~HPV39~0	chrX	138425745	+	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr6~41607185~HPV39~3669	chr6	41607185	+	HPV39	3669	-	153	153	0	18	142
rep2.HPV39	chr6~54785374~HPV39~5216	chr6	54785374	+	HPV39	5216	-	211	211	4	170	51
rep2.HPV39	chr6~128898396~HPV39~4498	chr6	128898396	+	HPV39	4498	+	187	187	0	194	0
rep2.HPV39	chr19~9777839~HPV39~0	chr19	9777839	+	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr19~22864210~HPV39~5624	chr19	22864210	+	HPV39	5624	-	185	185	0	80	105
rep2.HPV39	chr22~35793413~HPV39~6692	chr22	35793413	+	HPV39	6692	-	191	191	0	13	189
rep2.HPV39	chr2~51943716~HPV39~6039	chr2	51943716	+	HPV39	6039	+	217	217	2	38	186
rep2.HPV39	chr2~178128642~HPV39~4460	chr2	178128642	+	HPV39	4460	+	211	211	4	168	53
rep2.HPV39	chr8~40611308~HPV39~832	chr8	40611308	+	HPV39	832	+	230	230	7	239	0
rep2.HPV39	chr7~996230~HPV39~2433	chr7	996230	+	HPV39	2433	-	229	229	3	240	0
rep2.HPV39	chr7~88459009~HPV39~3444	chr7	88459009	+	HPV39	3444	-	215	215	2	221	0
rep2.HPV39	chr7~102886456~HPV39~2403	chr7	102886456	+	HPV39	2403	-	229	229	3	229	11
rep2.HPV39	chr7~156693642~HPV39~1690	chr7	156693642	+	HPV39	1690	+	197	197	4	148	59
rep2.HPV39	chr1~16343752~HPV39~0	chr1	16343752	+	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr1~29798374~HPV39~0	chr1	29798374	+	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr1~218786479~HPV39~3981	chr1	218786479	+	HPV39	3981	-	187	187	0	194	0
rep2.HPV39	chr1~222254594~HPV39~5346	chr1	222254594	+	HPV39	5346	+	171	171	0	177	1
rep2.HPV39	chr1~240362441~HPV39~6403	chr1	240362441	+	HPV39	6403	-	211	211	4	219	2
rep2.HPV39	chr20~4861401~HPV39~1213	chr20	4861401	+	HPV39	1213	-	211	211	4	135	86
rep2.HPV39	chr20~31158871~HPV39~2907	chr20	31158871	+	HPV39	2907	+	65	65	5	28	38
rep2.HPV39	chr16~72072212~HPV39~5322	chr16	72072212	+	HPV39	5322	-	20	20	0	0	20
rep2.HPV39	chr11~85161271~HPV39~210	chr11	85161271	+	HPV39	210	+	228	228	4	54	180
rep2.HPV39	chr14~35914565~HPV39~0	chr14	35914565	+	HPV39	0	?	2	2	0	2	2
rep2.HPV39	chr12~48314683~HPV39~4173	chr12	48314683	-	HPV39	4173	-	217	217	3	227	1
rep2.HPV39	chr12~110771813~HPV39~0	chr12	110771813	-	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr17~38560684~HPV39~5833	chr17	38560684	-	HPV39	5833	+	230	230	6	239	0
rep2.HPV39	chr17~39791314~HPV39~38	chr17	39791314	-	HPV39	38	+	211	211	4	220	1
rep2.HPV39	chr17~45655636~HPV39~0	chr17	45655636	-	HPV39	0	?	1	1	0	1	1
rep2.HPV39	chr8~3198353~HPV39~5373	chr8	3198353	-	HPV39	5373	+	211	211	5	214	4
rep2.HPV39	chr8~107386192~HPV39~6261	chr8	107386192	-	HPV39	6261	+	208	208	4	161	57
rep2.HPV39	chr8~122583409~HPV39~6486	chr8	122583409	-	HPV39	6486	+	218	218	5	223	2
rep2.HPV39	chr5~22088689~HPV39~5679	chr5	22088689	-	HPV39	5679	+	218	218	5	223	2
rep2.HPV39	chr19~32808510~HPV39~6233	chr19	32808510	-	HPV39	6233	+	202	202	4	206	3
rep2.HPV39	chr3~31129797~HPV39~3869	chr3	31129797	-	HPV39	3869	-	216	216	5	37	190
rep2.HPV39	chr3~83089033~HPV39~614	chr3	83089033	-	HPV39	614	+	224	224	3	230	3
rep2.HPV39	chr3~183226428~HPV39~2819	chr3	183226428	-	HPV39	2819	-	205	205	0	205	0
rep2.HPV39	chr18~27029539~HPV39~6448	chr18	27029539	-	HPV39	6448	+	218	218	5	163	62
rep2.HPV39	chr21~45546012~HPV39~4035	chr21	45546012	-	HPV39	4035	+	216	216	2	222	0
rep2.HPV39	chr14~93180154~HPV39~5932	chr14	93180154	-	HPV39	5932	+	211	211	4	105	116
rep2.HPV39	chr14~101849132~HPV39~6325	chr14	101849132	-	HPV39	6325	+	227	227	3	207	26
rep2.HPV39	chr6~27740582~HPV39~3259	chr6	27740582	-	HPV39	3259	-	207	207	0	161	48
