sample_name	chr	minpos	maxpos	reads	forward	reverse	Min	Max	Split1	Split2
rep2.HPV45	chr9	33553714	33554231	108	108	0	33553908	33554208	-1	-1
rep2.HPV45	chr9	95852398	95852916	206	0	206	95852398	95852698	-1	95852399
rep2.HPV45	chr9	113301384	113301899	192	0	192	113301384	113301684	-1	113301384
rep2.HPV45	chr9	114161856	114162373	193	0	193	114161856	114162156	-1	114161857
rep2.HPV45	chrY	13388414	13388921	208	208	0	13388621	13388921	13388920	-1
rep3.HPV16	chr1	35734553	35735064	180	180	0	35734763	35735063	35735063	-1
rep3.HPV16	chr1	203250793	203251307	191	0	191	203250793	203251093	-1	203250793
rep3.HPV16	chr10	528779	529295	193	0	193	528779	529079	-1	528780
rep3.HPV16	chr11	95109578	95110089	191	0	191	95109578	95109878	-1	95109578
rep3.HPV16	chr11	103376285	103376796	191	191	0	103376497	103376797	103376795	-1
rep3.HPV16	chr11	134384745	134385299	203	203	0	134384967	134385267	134385267	-1
rep3.HPV16	chr12	110599695	110600209	118	0	118	110599695	110599995	-1	-1
rep3.HPV16	chr13	42309409	42309925	193	0	193	42309409	42309709	-1	42309410
rep3.HPV16	chr13	57114164	57114701	147	147	0	57114376	57114676	-1	-1
rep3.HPV16	chr13	89946135	89946658	192	0	192	89946135	89946435	-1	89946135
rep3.HPV16	chr14	83267784	83268349	193	0	193	83267784	83268084	-1	83267784
rep3.HPV16	chr14	92979467	92979951	147	0	147	92979467	92979767	-1	-1
rep3.HPV16	chr14	95941069	95941583	165	0	165	95941069	95941369	-1	95941069
rep3.HPV16	chr15	54263342	54263867	203	203	0	54263566	54263866	54263866	-1
rep3.HPV16	chr15	83847693	83848257	166	0	166	83847693	83847993	-1	-1
rep3.HPV16	chr16	67077400	67077923	203	0	203	67077400	67077700	-1	67077400
rep3.HPV16	chr18	27315889	27316412	202	0	202	27315889	27316189	-1	-1
rep3.HPV16	chr18	44484012	44484577	193	193	0	44484276	44484576	44484576	-1
rep3.HPV16	chr18	79012292	79012803	191	0	191	79012292	79012592	-1	79012292
rep3.HPV16	chr19	33327992	33328501	150	150	0	33328169	33328469	33328469	-1
rep3.HPV16	chr19	47807565	47808088	192	192	0	47807787	47808087	47808087	-1
rep3.HPV16	chr2	46633179	46633690	180	0	180	46633179	46633479	-1	46633179
rep3.HPV16	chr2	85499626	85500180	95	95	0	85499848	85500148	85500148	-1
rep3.HPV16	chr2	122823935	122824448	191	0	191	122823935	122824235	-1	122823937
rep3.HPV16	chr2	233796357	233796883	194	194	0	233796584	233796884	233796882	-1
rep3.HPV16	chr20	13776811	13777322	191	0	191	13776811	13777111	-1	13776811
rep3.HPV16	chr20	19481677	19482231	203	203	0	19481899	19482199	19482199	-1
rep3.HPV16	chr20	53689479	53690018	110	110	0	53689701	53690001	-1	-1
rep3.HPV16	chr21	25267141	25267667	194	0	194	25267141	25267441	-1	25267141
rep3.HPV16	chr22	23681223	23681777	203	203	0	23681445	23681745	23681745	-1
rep3.HPV16	chr22	32745834	32746345	191	0	191	32745834	32746134	-1	32745834
rep3.HPV16	chr3	9840099	9840610	191	191	0	9840309	9840609	9840609	-1
rep3.HPV16	chr3	71763761	71764274	192	0	192	71763761	71764061	-1	71763762
rep3.HPV16	chr3	80341555	80342119	193	0	193	80341555	80341855	-1	80341555
rep3.HPV16	chr4	44813033	44813597	191	0	191	44813033	44813333	-1	44813033
rep3.HPV16	chr4	44836887	44837410	203	0	203	44836887	44837187	-1	44836887
rep3.HPV16	chr4	71788949	71789465	193	0	193	71788949	71789249	-1	71788950
rep3.HPV16	chr4	141776526	141777090	193	193	0	141776789	141777089	141777089	-1
rep3.HPV16	chr5	55972862	55973377	144	0	144	55972862	55973162	-1	55972862
rep3.HPV16	chr5	63765376	63765902	195	195	0	63765601	63765901	63765901	-1
rep3.HPV16	chr5	133281039	133281562	203	0	203	133281039	133281339	-1	133281039
rep3.HPV16	chr6	30336445	30336961	191	0	191	30336445	30336745	-1	30336447
rep3.HPV16	chr7	105552924	105553441	130	0	130	105552924	105553224	-1	-1
rep3.HPV16	chr7	155754048	155754571	203	0	203	155754048	155754348	-1	155754048
rep3.HPV16	chr9	67543302	67543660	36	0	36	67543302	67543602	-1	-1
rep3.HPV16	chr9	79266298	79266812	191	191	0	79266513	79266813	79266811	-1
rep3.HPV16	chr9	130533089	130533603	191	191	0	130533302	130533602	130533602	-1
rep3.HPV16	chrX	137613070	137613634	193	0	193	137613070	137613370	-1	137613070
rep3.HPV16	chrY	16425663	16426175	184	184	0	16425875	16426175	16426174	-1
rep3.HPV18	chr1	147307121	147307226	15	15	0	147306925	147307225	-1	-1
rep3.HPV18	chr1	198277039	198277532	221	221	0	198277231	198277531	198277531	-1
rep3.HPV18	chr10	85897585	85898113	209	209	0	85897813	85898113	85898112	-1
rep3.HPV18	chr11	33833306	33833803	192	0	192	33833306	33833606	-1	33833307
rep3.HPV18	chr11	97996652	97997149	192	0	192	97996652	97996952	-1	97996654
rep3.HPV18	chr11	107331547	107332102	203	203	0	107331802	107332102	107332101	-1
rep3.HPV18	chr11	112505636	112506037	100	0	100	112505636	112505936	-1	-1
rep3.HPV18	chr12	7102290	7102785	192	192	0	7102485	7102785	7102784	-1
rep3.HPV18	chr12	33803935	33804428	172	172	0	33804127	33804427	-1	-1
rep3.HPV18	chr14	30002186	30002724	185	0	185	30002186	30002486	-1	30002187
rep3.HPV18	chr15	98510651	98511181	209	0	209	98510651	98510951	-1	98510652
rep3.HPV18	chr16	25165281	25165812	174	0	174	25165281	25165581	-1	25165282
rep3.HPV18	chr17	558603	559096	153	153	0	558795	559095	559095	-1
rep3.HPV18	chr17	16945202	16945694	221	221	0	16945394	16945694	16945693	-1
rep3.HPV18	chr17	16946695	16947161	198	198	0	16946861	16947161	-1	-1
rep3.HPV18	chr17	48613268	48613760	219	219	0	48613460	48613760	48613759	-1
rep3.HPV18	chr17	72504913	72505441	209	209	0	72505141	72505441	72505440	-1
rep3.HPV18	chr18	8383369	8383866	192	0	192	8383369	8383669	-1	8383371
rep3.HPV18	chr19	42931908	42932464	101	0	101	42931908	42932208	-1	-1
rep3.HPV18	chr2	76163479	76163972	219	0	219	76163479	76163779	-1	76163480
rep3.HPV18	chr2	100731538	100732031	219	0	219	100731538	100731838	-1	100731539
rep3.HPV18	chr20	7492833	7493389	203	0	203	7492833	7493133	-1	7492834
rep3.HPV18	chr20	15504972	15505500	209	209	0	15505201	15505501	15505499	-1
rep3.HPV18	chr21	22867475	22868031	203	0	203	22867475	22867775	-1	22867476
rep3.HPV18	chr21	26640605	26641134	209	209	0	26640834	26641134	26641133	-1
rep3.HPV18	chr21	29583104	29583601	193	0	193	29583104	29583404	-1	29583106
rep3.HPV18	chr21	32445646	32446011	175	0	175	32445646	32445946	-1	32445647
rep3.HPV18	chr21	38374592	38375089	193	0	193	38374592	38374892	-1	38374592
rep3.HPV18	chr22	16983340	16983837	193	0	193	16983340	16983640	-1	16983341
rep3.HPV18	chr22	33892561	33893089	208	208	0	33892789	33893089	33893088	-1
rep3.HPV18	chr3	114990765	114991207	47	47	0	114990906	114991206	-1	-1
rep3.HPV18	chr4	21565522	21566018	192	192	0	21565718	21566018	21566017	-1
rep3.HPV18	chr4	102681059	102681623	189	0	189	102681059	102681359	-1	102681059
rep3.HPV18	chr5	14407087	14407583	192	0	192	14407087	14407387	-1	14407088
rep3.HPV18	chr5	68892710	68893202	219	219	0	68892902	68893202	68893201	-1
rep3.HPV18	chr5	77001490	77002019	209	209	0	77001719	77002019	77002018	-1
rep3.HPV18	chr5	141652725	141653218	142	0	142	141652725	141653025	-1	141652726
rep3.HPV18	chr5	176911944	176912503	203	0	203	176911944	176912244	-1	176911948
rep3.HPV18	chr6	90645052	90645580	209	209	0	90645280	90645580	90645579	-1
rep3.HPV18	chr7	23280477	23280972	189	189	0	23280672	23280972	23280971	-1
rep3.HPV18	chr7	72521323	72521816	199	0	199	72521323	72521623	-1	72521323
rep3.HPV18	chr7	81860122	81860652	162	0	162	81860122	81860422	-1	-1
rep3.HPV18	chr7	93930664	93931160	193	0	193	93930664	93930964	-1	93930665
rep3.HPV18	chr8	4166737	4167233	192	0	192	4166737	4167037	-1	4166738
rep3.HPV18	chr8	49789752	49790247	193	193	0	49789952	49790252	49790246	-1
rep3.HPV18	chr9	7868508	7868995	206	206	0	7868696	7868996	7868994	-1
rep3.HPV18	chrX	14347700	14348192	219	219	0	14347892	14348192	14348191	-1
rep3.HPV18	chrX	133799557	133800052	192	192	0	133799752	133800052	133800051	-1
rep3.HPV18	chrY	4920325	4920516	51	51	0	4920215	4920515	4920515	-1
rep3.HPV31	chr1	103322148	103322676	181	0	181	103322148	103322448	-1	-1
rep3.HPV31	chr10	120592421	120592936	128	0	128	120592421	120592721	-1	-1
rep3.HPV31	chr11	59607451	59607975	194	0	194	59607451	59607751	-1	59607451
rep3.HPV31	chr11	79766355	79766878	197	0	197	79766355	79766655	-1	79766355
rep3.HPV31	chr11	115741869	115742400	198	198	0	115742100	115742400	115742399	-1
rep3.HPV31	chr12	29662112	29662602	101	101	0	29662301	29662601	-1	-1
rep3.HPV31	chr13	23231526	23232042	168	0	168	23231526	23231826	-1	23231527
rep3.HPV31	chr13	80131388	80131916	198	0	198	80131388	80131688	-1	80131388
rep3.HPV31	chr14	20221296	20221623	25	0	25	20221296	20221596	-1	20221296
rep3.HPV31	chr14	69897787	69898310	194	0	194	69897787	69898087	-1	69897787
rep3.HPV31	chr14	84956562	84957090	187	0	187	84956562	84956862	-1	84956562
rep3.HPV31	chr14	105724690	105725181	143	0	143	105724690	105724990	-1	105724691
rep3.HPV31	chr15	26476477	26477022	201	0	201	26476477	26476777	-1	26476477
rep3.HPV31	chr15	59294209	59294764	203	203	0	59294464	59294764	59294763	-1
rep3.HPV31	chr15	71815640	71816163	197	197	0	71815865	71816165	71816162	-1
rep3.HPV31	chr16	16453738	16454158	28	0	28	16453738	16454038	-1	-1
rep3.HPV31	chr16	67510101	67510649	201	0	201	67510101	67510401	-1	67510102
rep3.HPV31	chr18	6877196	6877741	201	201	0	6877440	6877740	6877740	-1
rep3.HPV31	chr2	115146618	115147147	199	0	199	115146618	115146918	-1	-1
rep3.HPV31	chr20	4674876	4675433	204	204	0	4675133	4675433	4675432	-1
rep3.HPV31	chr20	30563474	30563921	47	0	47	30563474	30563774	-1	-1
rep3.HPV31	chr21	27716054	27716582	83	0	83	27716054	27716354	-1	27716054
rep3.HPV31	chr21	31942786	31943331	201	201	0	31943030	31943330	31943330	-1
rep3.HPV31	chr22	16554908	16555421	101	101	0	16555120	16555420	-1	-1
rep3.HPV31	chr22	17917313	17917841	199	0	199	17917313	17917613	-1	17917313
rep3.HPV31	chr3	16838578	16839101	194	0	194	16838578	16838878	-1	16838578
rep3.HPV31	chr3	70750176	70750699	197	0	197	70750176	70750476	-1	70750176
rep3.HPV31	chr3	96448426	96448942	198	0	198	96448426	96448726	-1	-1
rep3.HPV31	chr3	102345147	102345670	194	0	194	102345147	102345447	-1	102345147
rep3.HPV31	chr3	139235803	139236348	202	0	202	139235803	139236103	-1	139235803
rep3.HPV31	chr3	198021573	198022128	203	203	0	198021829	198022129	198022127	-1
rep3.HPV31	chr4	19957220	19957765	201	201	0	19957464	19957764	19957764	-1
rep3.HPV31	chr4	136020220	136020748	198	0	198	136020220	136020520	-1	136020220
rep3.HPV31	chr4	151859952	151860508	203	0	203	151859952	151860252	-1	151859953
rep3.HPV31	chr4	164482534	164483089	203	203	0	164482791	164483091	164483088	-1
rep3.HPV31	chr5	104544479	104545002	194	0	194	104544479	104544779	-1	104544479
rep3.HPV31	chr5	146930926	146931474	201	0	201	146930926	146931226	-1	146930929
rep3.HPV31	chr5	151799206	151799734	187	0	187	151799206	151799506	-1	151799206
rep3.HPV31	chr6	29745857	29746385	199	199	0	29746084	29746384	29746384	-1
rep3.HPV31	chr6	52274951	52275466	196	196	0	52275166	52275466	52275465	-1
rep3.HPV31	chr6	83516177	83516733	109	0	109	83516177	83516477	-1	83516178
rep3.HPV31	chr6	141738352	141738875	194	194	0	141738574	141738874	141738874	-1
rep3.HPV31	chr7	9952302	9952832	198	198	0	9952533	9952833	9952831	-1
rep3.HPV31	chr8	104726978	104727543	177	177	0	104727234	104727534	-1	-1
rep3.HPV31	chr9	87763203	87763727	194	0	194	87763203	87763503	-1	87763203
rep3.HPV33	chr1	12204478	12204978	212	0	212	12204478	12204778	-1	12204478
rep3.HPV33	chr1	38935586	38936119	146	0	146	38935586	38935886	-1	38935586
rep3.HPV33	chr1	171098729	171099012	35	0	35	171098729	171099029	-1	-1
rep3.HPV33	chr1	227773859	227774410	198	198	0	227774109	227774409	227774409	-1
rep3.HPV33	chr10	112973	113463	200	200	0	113162	113462	113462	-1
rep3.HPV33	chr10	2103167	2103700	217	217	0	2103399	2103699	2103699	-1
rep3.HPV33	chr10	31383793	31384283	177	0	177	31383793	31384093	-1	31383793
rep3.HPV33	chr11	96360321	96360836	184	184	0	96360536	96360836	96360835	-1
rep3.HPV33	chr12	130946714	130947247	217	0	217	130946714	130947014	-1	130946714
rep3.HPV33	chr13	55231038	55231554	204	204	0	55231253	55231553	55231553	-1
rep3.HPV33	chr13	103353815	103354305	200	0	200	103353815	103354115	-1	103353815
rep3.HPV33	chr14	24982950	24983476	208	208	0	24983176	24983476	24983475	-1
rep3.HPV33	chr14	54149826	54150343	194	0	194	54149826	54150126	-1	-1
rep3.HPV33	chr14	91996282	91996834	199	0	199	91996282	91996582	-1	-1
rep3.HPV33	chr15	30911937	30912453	142	0	142	30911937	30912237	-1	-1
rep3.HPV33	chr15	34552140	34552270	36	0	36	34552140	34552440	-1	-1
rep3.HPV33	chr15	39116969	39117504	217	0	217	39116969	39117269	-1	39116971
rep3.HPV33	chr16	25961777	25962310	217	0	217	25961777	25962077	-1	25961777
rep3.HPV33	chr16	27618217	27618767	198	198	0	27618467	27618767	27618766	-1
rep3.HPV33	chr16	55425603	55426119	204	0	204	55425603	55425903	-1	55425604
rep3.HPV33	chr16	79128771	79129324	198	0	198	79128771	79129071	-1	79128774
rep3.HPV33	chr16	83687558	83688114	196	0	196	83687558	83687858	-1	83687564
rep3.HPV33	chr17	27828480	27829031	197	0	197	27828480	27828780	-1	27828481
rep3.HPV33	chr17	60497319	60497852	217	217	0	60497551	60497851	60497851	-1
rep3.HPV33	chr19	6651776	6652266	178	0	178	6651776	6652076	-1	6651776
rep3.HPV33	chr19	42716819	42717161	39	0	39	42716819	42717119	-1	42716819
rep3.HPV33	chr19	50816945	50817461	201	0	201	50816945	50817245	-1	50816945
rep3.HPV33	chr2	46256072	46256607	217	0	217	46256072	46256372	-1	46256073
rep3.HPV33	chr2	111514517	111515017	74	0	74	111514517	111514817	-1	111514518
rep3.HPV33	chr20	15080169	15080720	197	0	197	15080169	15080469	-1	15080170
rep3.HPV33	chr20	39333449	39333999	197	197	0	39333699	39333999	39333998	-1
rep3.HPV33	chr20	46298834	46299367	217	217	0	46299066	46299366	46299366	-1
rep3.HPV33	chr22	50401524	50402015	129	129	0	50401714	50402014	50402014	-1
rep3.HPV33	chr3	12132765	12133325	204	204	0	12132991	12133291	12133290	-1
rep3.HPV33	chr3	190481874	190482425	197	0	197	190481874	190482174	-1	-1
rep3.HPV33	chr4	8755205	8755719	187	0	187	8755205	8755505	-1	-1
rep3.HPV33	chr4	140159548	140160038	160	160	0	140159737	140160037	140160037	-1
rep3.HPV33	chr5	42782900	42783359	75	0	75	42782900	42783200	-1	-1
rep3.HPV33	chr6	16590122	16590637	204	204	0	16590337	16590637	16590636	-1
rep3.HPV33	chr7	39017126	39017616	200	0	200	39017126	39017426	-1	39017126
rep3.HPV33	chr7	51358171	51358639	201	0	201	51358171	51358471	-1	51358172
rep3.HPV33	chr7	158597187	158597730	109	0	109	158597187	158597487	-1	-1
rep3.HPV33	chr8	99473505	99474056	198	0	198	99473505	99473805	-1	99473505
rep3.HPV33	chr8	100632678	100633169	181	0	181	100632678	100632978	-1	100632678
rep3.HPV33	chr9	18348850	18349340	200	200	0	18349039	18349339	18349339	-1
rep3.HPV33	chr9	127169541	127170068	211	211	0	127169767	127170067	127170067	-1
rep3.HPV33	chrX	40061508	40062041	217	217	0	40061742	40062042	40062040	-1
rep3.HPV33	chrX	90493369	90493844	86	0	86	90493369	90493669	-1	-1
rep3.HPV33	chrX	143434207	143434734	211	211	0	143434433	143434733	143434733	-1
rep3.HPV33	chrY	3011248	3011738	200	0	200	3011248	3011548	-1	3011248
rep3.HPV35	chr1	24063038	24063619	184	0	184	24063038	24063338	-1	24063039
rep3.HPV35	chr1	100067186	100067712	208	208	0	100067390	100067690	-1	-1
rep3.HPV35	chr1	155808638	155809187	218	0	218	155808638	155808938	-1	-1
rep3.HPV35	chr10	76289875	76290402	211	0	211	76289875	76290175	-1	76289875
rep3.HPV35	chr10	105261461	105262010	218	0	218	105261461	105261761	-1	105261463
rep3.HPV35	chr11	77859996	77860557	144	144	0	77860256	77860556	-1	-1
rep3.HPV35	chr11	103628540	103629121	184	184	0	103628820	103629120	103629120	-1
rep3.HPV35	chr11	116916027	116916543	183	0	183	116916027	116916327	-1	116916028
rep3.HPV35	chr12	22479613	22480193	203	203	0	22479857	22480157	22480157	-1
rep3.HPV35	chr12	42695848	42696351	219	219	0	42696053	42696353	-1	-1
rep3.HPV35	chr12	77348248	77348753	221	221	0	77348452	77348752	77348752	-1
rep3.HPV35	chr12	92435317	92435822	219	0	219	92435317	92435617	-1	92435319
rep3.HPV35	chr14	26472166	26472713	218	0	218	26472166	26472466	-1	26472166
rep3.HPV35	chr14	75479925	75480472	218	0	218	75479925	75480225	-1	75479925
rep3.HPV35	chr15	85780684	85781211	200	0	200	85780684	85780984	-1	85780685
rep3.HPV35	chr16	81003830	81004377	180	180	0	81004076	81004376	81004376	-1
rep3.HPV35	chr17	3799731	3800311	132	132	0	3800011	3800311	3800310	-1
rep3.HPV35	chr17	16016014	16016618	182	182	0	16016294	16016594	-1	-1
rep3.HPV35	chr17	44779590	44780117	211	0	211	44779590	44779890	-1	44779590
rep3.HPV35	chr17	78025296	78025822	199	199	0	78025522	78025822	78025821	-1
rep3.HPV35	chr18	53387515	53388096	184	0	184	53387515	53387815	-1	53387516
rep3.HPV35	chr18	64850321	64850902	184	0	184	64850321	64850621	-1	64850322
rep3.HPV35	chr19	14532576	14533123	157	157	0	14532822	14533122	14533122	-1
rep3.HPV35	chr19	16423176	16423679	201	201	0	16423378	16423678	16423678	-1
rep3.HPV35	chr2	1894277	1894858	184	0	184	1894277	1894577	-1	1894278
rep3.HPV35	chr20	55784804	55785384	184	184	0	55785084	55785384	55785383	-1
rep3.HPV35	chr21	28387575	28388124	218	218	0	28387823	28388123	28388123	-1
rep3.HPV35	chr21	31035908	31036411	219	219	0	31036110	31036410	31036410	-1
rep3.HPV35	chr22	22104837	22105363	198	198	0	22105039	22105339	-1	-1
rep3.HPV35	chr3	78858323	78858827	211	211	0	78858527	78858827	78858826	-1
rep3.HPV35	chr3	193846329	193846855	208	208	0	193846555	193846855	193846854	-1
rep3.HPV35	chr4	66851499	66852080	184	0	184	66851499	66851799	-1	66851500
rep3.HPV35	chr4	179026456	179027037	184	0	184	179026456	179026756	-1	179026457
rep3.HPV35	chr5	94681762	94682109	96	0	96	94681762	94682062	-1	-1
rep3.HPV35	chr5	129293867	129294370	204	0	204	129293867	129294167	-1	129293867
rep3.HPV35	chr6	7039243	7039790	145	145	0	7039489	7039789	7039789	-1
rep3.HPV35	chr6	20652203	20652750	218	218	0	20652449	20652749	20652749	-1
rep3.HPV35	chr6	109668884	109668981	16	16	0	109668680	109668980	-1	-1
rep3.HPV35	chr7	123029821	123030401	184	184	0	123030101	123030401	123030400	-1
rep3.HPV35	chr7	144461926	144462431	220	0	220	144461926	144462226	-1	144461927
rep3.HPV35	chr7	155060554	155061081	208	0	208	155060554	155060854	-1	155060555
rep3.HPV35	chr8	65597194	65597699	219	0	219	65597194	65597494	-1	65597196
rep3.HPV35	chr9	70503506	70504053	218	0	218	70503506	70503806	-1	70503506
rep3.HPV35	chrX	71839486	71839853	91	0	91	71839486	71839786	-1	-1
rep3.HPV35	chrX	87590592	87591173	184	0	184	87590592	87590892	-1	87590593
rep3.HPV39	chr1	80549546	80550076	200	0	200	80549546	80549846	-1	80549547
rep3.HPV39	chr10	16600178	16600701	179	179	0	16600400	16600700	-1	-1
rep3.HPV39	chr10	62823003	62823538	193	0	193	62823003	62823303	-1	62823003
rep3.HPV39	chr10	123437949	123438506	173	173	0	123438176	123438476	123438476	-1
rep3.HPV39	chr12	3329081	3329611	197	0	197	3329081	3329381	-1	3329082
rep3.HPV39	chr12	66766547	66767110	196	196	0	66766774	66767074	66767074	-1
rep3.HPV39	chr13	22984871	22985416	175	175	0	22985115	22985415	22985415	-1
rep3.HPV39	chr14	69712139	69712669	178	0	178	69712139	69712439	-1	-1
rep3.HPV39	chr15	48067539	48068066	198	0	198	48067539	48067839	-1	48067540
rep3.HPV39	chr15	55703398	55703943	204	0	204	55703398	55703698	-1	55703398
rep3.HPV39	chr15	63813007	63813535	200	200	0	63813236	63813536	63813534	-1
rep3.HPV39	chr15	88214787	88215317	196	0	196	88214787	88215087	-1	88214789
rep3.HPV39	chr16	4441799	4442344	204	204	0	4442043	4442343	4442343	-1
rep3.HPV39	chr16	52213224	52213749	198	0	198	52213224	52213524	-1	52213224
rep3.HPV39	chr17	3895045	3895590	204	204	0	3895289	3895589	3895589	-1
rep3.HPV39	chr17	22990566	22990670	19	19	0	22990369	22990669	-1	-1
rep3.HPV39	chr17	45133293	45133563	116	0	116	45133293	45133593	-1	45133296
rep3.HPV39	chr18	48336035	48336570	195	0	195	48336035	48336335	-1	48336035
rep3.HPV39	chr18	63443488	63444013	199	199	0	63443712	63444012	63444012	-1
rep3.HPV39	chr19	28414568	28415096	196	196	0	28414801	28415101	28415095	-1
rep3.HPV39	chr19	37710509	37711039	197	0	197	37710509	37710809	-1	37710510
rep3.HPV39	chr19	47618245	47618808	197	197	0	47618474	47618774	47618773	-1
rep3.HPV39	chr2	118369307	118369832	134	134	0	118369531	118369831	118369831	-1
rep3.HPV39	chr2	176059368	176059893	201	0	201	176059368	176059668	-1	176059368
rep3.HPV39	chr2	202528128	202528634	114	114	0	202528333	202528633	202528633	-1
rep3.HPV39	chr20	50995956	50996478	178	0	178	50995956	50996256	-1	-1
rep3.HPV39	chr20	54621883	54622411	165	0	165	54621883	54622183	-1	54621883
rep3.HPV39	chr21	24073402	24073947	204	204	0	24073646	24073946	24073946	-1
rep3.HPV39	chr22	39396620	39397155	194	0	194	39396620	39396920	-1	39396620
rep3.HPV39	chr22	41895108	41895549	73	73	0	41895248	41895548	-1	-1
rep3.HPV39	chr3	106310846	106311391	108	0	108	106310846	106311146	-1	106310846
rep3.HPV39	chr3	148457637	148458172	195	195	0	148457871	148458171	148458171	-1
rep3.HPV39	chr4	33036618	33037146	161	161	0	33036845	33037145	33037145	-1
rep3.HPV39	chr5	19117182	19117719	195	0	195	19117182	19117482	-1	-1
rep3.HPV39	chr5	25823629	25824174	204	204	0	25823873	25824173	25824173	-1
rep3.HPV39	chr5	74950524	74951049	191	191	0	74950750	74951050	74951048	-1
rep3.HPV39	chr5	96162748	96163273	198	198	0	96162972	96163272	96163272	-1
rep3.HPV39	chr5	99521500	99521941	77	77	0	99521640	99521940	-1	-1
rep3.HPV39	chr5	112314733	112315261	196	196	0	112314960	112315260	112315260	-1
rep3.HPV39	chr6	82729484	82730019	194	194	0	82729718	82730018	82730018	-1
rep3.HPV39	chr6	158519646	158520191	202	0	202	158519646	158519946	-1	158519646
rep3.HPV39	chr7	21188964	21189492	196	0	196	21188964	21189264	-1	21188964
rep3.HPV39	chr8	69377702	69378227	198	198	0	69377926	69378226	69378226	-1
rep3.HPV39	chr8	79945026	79945561	193	193	0	79945260	79945560	79945560	-1
rep3.HPV39	chr9	9180549	9181030	159	0	159	9180549	9180849	-1	-1
rep3.HPV39	chrY	13466295	13466832	192	192	0	13466531	13466831	13466831	-1
rep3.HPV45	chr1	151011514	151012044	152	0	152	151011514	151011814	-1	151011516
rep3.HPV45	chr10	32713865	32714384	173	0	173	32713865	32714165	-1	32713865
rep3.HPV45	chr10	109755529	109756061	204	204	0	109755762	109756062	109756060	-1
rep3.HPV45	chr10	126937262	126937788	190	0	190	126937262	126937562	-1	126937263
rep3.HPV45	chr11	72063039	72063610	148	148	0	72063276	72063576	72063574	-1
rep3.HPV45	chr11	104097313	104097850	223	223	0	104097550	104097850	104097849	-1
rep3.HPV45	chr12	16252408	16252934	206	206	0	16252633	16252933	16252933	-1
rep3.HPV45	chr12	106175168	106175729	194	194	0	106175395	106175695	106175695	-1
rep3.HPV45	chr12	106621752	106622278	204	0	204	106621752	106622052	-1	106621753
rep3.HPV45	chr12	111488609	111489134	206	206	0	111488834	111489134	111489133	-1
rep3.HPV45	chr13	30639484	30640015	203	203	0	30639715	30640015	30640014	-1
rep3.HPV45	chr13	46234865	46235395	202	202	0	46235094	46235394	46235394	-1
rep3.HPV45	chr13	53515812	53516352	222	0	222	53515812	53516112	-1	53515816
rep3.HPV45	chr13	69847814	69848364	223	223	0	69848065	69848365	69848363	-1
rep3.HPV45	chr13	104504537	104505067	203	203	0	104504766	104505066	104505066	-1
rep3.HPV45	chr14	40250766	40251303	223	223	0	40251003	40251303	40251302	-1
rep3.HPV45	chr14	70187888	70188414	206	0	206	70187888	70188188	-1	70187888
rep3.HPV45	chr15	25030899	25031436	222	0	222	25030899	25031199	-1	25030900
rep3.HPV45	chr15	33327983	33328508	204	204	0	33328208	33328508	33328507	-1
rep3.HPV45	chr15	75522432	75522970	201	0	201	75522432	75522732	-1	75522434
rep3.HPV45	chr15	85044759	85045290	203	203	0	85044990	85045290	85045289	-1
rep3.HPV45	chr15	96075312	96075848	222	222	0	96075553	96075853	96075847	-1
rep3.HPV45	chr16	28264262	28264788	144	144	0	28264487	28264787	28264787	-1
rep3.HPV45	chr16	65497137	65497596	111	0	111	65497137	65497437	-1	-1
rep3.HPV45	chr17	47552744	47553191	113	0	113	47552744	47553044	-1	-1
rep3.HPV45	chr17	57191740	57192270	203	203	0	57191969	57192269	57192269	-1
rep3.HPV45	chr18	56655352	56655877	181	0	181	56655352	56655652	-1	56655352
rep3.HPV45	chr18	60086742	60087268	207	0	207	60086742	60087042	-1	60086742
rep3.HPV45	chr19	7060076	7060207	26	26	0	7059906	7060206	-1	-1
rep3.HPV45	chr2	26835046	26835577	142	0	142	26835046	26835346	-1	-1
rep3.HPV45	chr2	168624873	168625399	204	0	204	168624873	168625173	-1	168624874
rep3.HPV45	chr2	189451220	189451745	204	204	0	189451445	189451745	189451744	-1
rep3.HPV45	chr2	208672602	208673132	203	203	0	208672833	208673133	208673131	-1
rep3.HPV45	chr22	17697196	17697701	181	181	0	17697401	17697701	17697700	-1
rep3.HPV45	chr3	109730942	109731467	204	204	0	109731167	109731467	109731466	-1
rep3.HPV45	chr3	154518330	154518862	203	0	203	154518330	154518630	-1	154518332
rep3.HPV45	chr4	129656244	129656713	134	0	134	129656244	129656544	-1	-1
rep3.HPV45	chr5	72360012	72360540	192	0	192	72360012	72360312	-1	72360012
rep3.HPV45	chr5	77331344	77331870	206	206	0	77331569	77331869	77331869	-1
rep3.HPV45	chr6	9929350	9929885	158	158	0	9929584	9929884	9929884	-1
rep3.HPV45	chr6	77054303	77054833	202	202	0	77054532	77054832	77054832	-1
rep3.HPV45	chr6	102527524	102528075	223	0	223	102527524	102527824	-1	102527525
rep3.HPV45	chr7	83300268	83300798	194	0	194	83300268	83300568	-1	83300269
rep3.HPV45	chr8	52151685	52152217	202	0	202	52151685	52151985	-1	52151687
rep3.HPV45	chr8	81561741	81562271	203	0	203	81561741	81562041	-1	81561741
